"frame_idx ""video"" ""phase"" ""fly"" ""x"" ""y"" ""fly_prev"" ""x_prev"" ""y_prev"" ""dist"" ""mutilple_matches"" ""different_match"""
"28333 ""TC_Grp_3_f_20"" 16 ""0"" 504 155 ""1"" 514 157 10.1980390271856 0 1"
"28409 ""TC_Grp_3_f_20"" 16 ""0"" 243 186 ""1"" 231 165 24.1867732448956 0 1"
"28555 ""TC_Grp_3_f_20"" 16 ""0"" 70 119 ""2"" 79 117 9.21954445729289 0 1"
"28564 ""TC_Grp_3_f_20"" 16 ""0"" 69 117 ""1"" 73 115 4.47213595499958 0 1"
"28579 ""TC_Grp_3_f_20"" 16 ""0"" 716 209 ""2"" 722 223 15.2315462117278 0 1"
"28580 ""TC_Grp_3_f_20"" 16 ""0"" 65 118 ""1"" 70 117 5.09901951359278 0 1"
"28588 ""TC_Grp_3_f_20"" 16 ""0"" 66 117 ""1"" 71 116 5.09901951359278 0 1"
"28593 ""TC_Grp_3_f_20"" 16 ""0"" 78 115 ""1"" 85 115 7 0 1"
"28608 ""TC_Grp_3_f_20"" 16 ""0"" 164 82 ""1"" 163 78 4.12310562561766 0 1"
"28657 ""TC_Grp_3_f_20"" 16 ""0"" 192 56 ""2"" 183 56 9 1 1"
"28685 ""TC_Grp_3_f_20"" 16 ""0"" 585 166 ""1"" 202 56 398.483374810041 0 1"
"28725 ""TC_Grp_3_f_20"" 16 ""0"" 725 48 ""2"" 719 58 11.6619037896906 0 1"
"28889 ""TC_Grp_3_f_20"" 17 ""0"" 46 133 ""2"" 47 135 2.23606797749979 0 1"
"28890 ""TC_Grp_3_f_20"" 17 ""0"" 48 125 ""2"" 50 130 5.3851648071345 0 1"
"28891 ""TC_Grp_3_f_20"" 17 ""0"" 49 117 ""2"" 51 122 5.3851648071345 0 1"
"28892 ""TC_Grp_3_f_20"" 17 ""0"" 43 90 ""2"" 52 114 25.6320112359526 0 1"
"28905 ""TC_Grp_3_f_20"" 17 ""0"" 368 60 ""1"" 366 57 3.60555127546399 0 1"
"28916 ""TC_Grp_3_f_20"" 17 ""0"" 359 65 ""1"" 352 67 7.28010988928052 1 1"
"28959 ""TC_Grp_3_f_20"" 17 ""0"" 374 131 ""1"" 364 129 10.1980390271856 0 1"
"28989 ""TC_Grp_3_f_20"" 17 ""0"" 569 195 ""1"" 571 196 2.23606797749979 0 1"
"28991 ""TC_Grp_3_f_20"" 17 ""0"" 590 195 ""1"" 602 195 12 0 1"
"28992 ""TC_Grp_3_f_20"" 17 ""0"" 602 196 ""1"" 613 194 11.1803398874989 0 1"
"29013 ""TC_Grp_3_f_20"" 17 ""0"" 722 90 ""1"" 715 107 18.3847763108502 0 1"
"29024 ""TC_Grp_3_f_20"" 17 ""0"" 699 97 ""1"" 713 88 16.6433169770932 0 1"
"29042 ""TC_Grp_3_f_20"" 17 ""0"" 665 227 ""2"" 675 220 12.2065556157337 0 1"
"29087 ""TC_Grp_3_f_20"" 17 ""0"" 322 121 ""1"" 312 122 10.0498756211209 0 1"
"29114 ""TC_Grp_3_f_20"" 17 ""0"" 284 83 ""1"" 267 76 18.3847763108502 0 1"
"29122 ""TC_Grp_3_f_20"" 17 ""0"" 412 196 ""2"" 363 98 109.56733089749 0 1"
"29150 ""TC_Grp_3_f_20"" 17 ""0"" 533 105 ""2"" 539 103 6.32455532033676 0 1"
"29158 ""TC_Grp_3_f_20"" 17 ""0"" 596 126 ""2"" 606 127 10.0498756211209 0 1"
"29163 ""TC_Grp_3_f_20"" 17 ""0"" 700 24 ""2"" 652 136 121.852369693823 0 1"
"29166 ""TC_Grp_3_f_20"" 17 ""0"" 674 133 ""2"" 674 135 2 0 1"
"29176 ""TC_Grp_3_f_20"" 17 ""0"" 726 173 ""2"" 740 180 15.6524758424985 0 1"
"29182 ""TC_Grp_3_f_20"" 17 ""0"" 553 42 ""1"" 591 49 38.6393581727233 0 1"
"29250 ""TC_Grp_3_f_20"" 17 ""0"" 407 99 ""2"" 421 82 22.0227155455452 0 1"
"29259 ""TC_Grp_3_f_20"" 17 ""0"" 383 127 ""2"" 394 125 11.1803398874989 0 1"
"29277 ""TC_Grp_3_f_20"" 17 ""0"" 454 130 ""1"" 436 118 21.6333076527839 0 1"
"29282 ""TC_Grp_3_f_20"" 17 ""0"" 44 81 ""2"" 227 157 198.153980530294 0 1"
"29375 ""TC_Grp_3_f_20"" 17 ""0"" 713 77 ""1"" 707 77 6 0 1"
"29386 ""TC_Grp_3_f_20"" 17 ""0"" 716 121 ""1"" 718 123 2.82842712474619 0 1"
"29387 ""TC_Grp_3_f_20"" 17 ""0"" 404 157 ""1"" 403 157 1 0 1"
"29401 ""TC_Grp_3_f_20"" 17 ""0"" 405 157 ""2"" 401 157 4 0 1"
"29457 ""TC_Grp_3_f_20"" 17 ""0"" 433 142 ""1"" 433 149 7 1 1"
"29476 ""TC_Grp_3_f_20"" 17 ""0"" 433 142 ""2"" 433 149 7 1 1"
"29487 ""TC_Grp_3_f_20"" 17 ""0"" 408 163 ""1"" 412 153 10.770329614269 0 1"
"29536 ""TC_Grp_3_f_20"" 17 ""0"" 391 227 ""2"" 381 204 25.0798724079689 0 1"
"29548 ""TC_Grp_3_f_20"" 17 ""0"" 377 209 ""2"" 375 201 8.24621125123532 0 1"
"29562 ""TC_Grp_3_f_20"" 17 ""0"" 374 198 ""2"" 373 191 7.07106781186548 0 1"
"29588 ""TC_Grp_3_f_20"" 17 ""0"" 609 173 ""1"" 390 232 226.808289090148 0 1"
"29603 ""TC_Grp_3_f_20"" 17 ""0"" 586 123 ""2"" 582 123 4 0 1"
"29828 ""TC_Grp_3_f_20"" 17 ""0"" 461 70 ""2"" 464 66 5 0 1"
"29829 ""TC_Grp_3_f_20"" 17 ""0"" 446 72 ""2"" 441 68 6.40312423743285 0 1"
"29830 ""TC_Grp_3_f_20"" 17 ""0"" 432 77 ""2"" 426 70 9.21954445729289 0 1"
"29831 ""TC_Grp_3_f_20"" 17 ""0"" 420 80 ""2"" 412 75 9.4339811320566 0 1"
"29832 ""TC_Grp_3_f_20"" 17 ""0"" 405 84 ""2"" 399 77 9.21954445729289 0 1"
"29833 ""TC_Grp_3_f_20"" 17 ""0"" 391 87 ""2"" 385 81 8.48528137423857 0 1"
"29834 ""TC_Grp_3_f_20"" 17 ""0"" 300 163 ""2"" 371 84 106.21675950621 0 1"
"29885 ""TC_Grp_3_f_20"" 17 ""0"" 708 114 ""1"" 717 119 10.295630140987 0 1"
"30016 ""TC_Grp_3_f_20"" 17 ""0"" 440 33 ""1"" 437 23 10.4403065089106 0 1"
"30045 ""TC_Grp_3_f_20"" 17 ""0"" 486 161 ""1"" 494 158 8.54400374531753 0 1"
"30151 ""TC_Grp_3_f_20"" 17 ""0"" 99 158 ""2"" 69 112 54.9181208709839 0 1"
"30166 ""TC_Grp_3_f_20"" 17 ""0"" 253 51 ""2"" 224 52 29.0172362570938 0 1"
"30304 ""TC_Grp_3_f_20"" 17 ""0"" 601 120 ""1"" 607 126 8.48528137423857 0 1"
"30308 ""TC_Grp_3_f_20"" 17 ""0"" 609 138 ""1"" 619 142 10.770329614269 1 1"
"30356 ""TC_Grp_3_f_20"" 17 ""0"" 308 133 ""2"" 314 119 15.2315462117278 0 1"
"30361 ""TC_Grp_3_f_20"" 17 ""0"" 281 132 ""2"" 286 140 9.4339811320566 0 1"
"30362 ""TC_Grp_3_f_20"" 17 ""0"" 675 182 ""1"" 418 187 257.0486335307 0 1"
"30385 ""TC_Grp_3_f_20"" 17 ""0"" 254 114 ""2"" 234 177 66.098411478643 0 1"
"30423 ""TC_Grp_3_f_20"" 17 ""0"" 64 127 ""2"" 61 123 5 0 1"
"30428 ""TC_Grp_3_f_20"" 17 ""0"" 315 197 ""1"" 332 194 17.2626765016321 0 1"
"30431 ""TC_Grp_3_f_20"" 17 ""0"" 305 183 ""1"" 315 186 10.4403065089106 0 1"
"30432 ""TC_Grp_3_f_20"" 17 ""0"" 102 65 ""2"" 99 75 10.4403065089106 0 1"
"30547 ""TC_Grp_3_f_20"" 17 ""0"" 188 197 ""1"" 198 196 10.0498756211209 0 1"
"30652 ""TC_Grp_3_f_20"" 18 ""0"" 385 166 ""1"" 379 168 6.32455532033676 0 1"
"30656 ""TC_Grp_3_f_20"" 18 ""0"" 630 77 ""2"" 589 88 42.4499705535822 0 1"
"30698 ""TC_Grp_3_f_20"" 18 ""0"" 555 44 ""1"" 565 51 12.2065556157337 0 1"
"30700 ""TC_Grp_3_f_20"" 18 ""0"" 539 32 ""1"" 547 38 10 0 1"
"30703 ""TC_Grp_3_f_20"" 18 ""0"" 534 38 ""2"" 541 36 7.28010988928052 0 1"
"30713 ""TC_Grp_3_f_20"" 18 ""0"" 515 75 ""2"" 506 50 26.5706605111728 0 1"
"30721 ""TC_Grp_3_f_20"" 18 ""0"" 503 107 ""2"" 501 112 5.3851648071345 0 1"
"30751 ""TC_Grp_3_f_20"" 18 ""0"" 240 196 ""2"" 231 202 10.816653826392 0 1"
"30752 ""TC_Grp_3_f_20"" 18 ""0"" 227 195 ""2"" 218 200 10.295630140987 0 1"
"30753 ""TC_Grp_3_f_20"" 18 ""0"" 215 191 ""2"" 206 198 11.4017542509914 0 1"
"30754 ""TC_Grp_3_f_20"" 18 ""0"" 203 191 ""2"" 193 195 10.770329614269 0 1"
"30755 ""TC_Grp_3_f_20"" 18 ""0"" 189 190 ""2"" 181 195 9.4339811320566 0 1"
"30757 ""TC_Grp_3_f_20"" 18 ""0"" 73 217 ""2"" 166 194 95.8018788959799 0 1"
"30772 ""TC_Grp_3_f_20"" 18 ""0"" 266 220 ""2"" 252 221 14.0356688476182 0 1"
"30774 ""TC_Grp_3_f_20"" 18 ""0"" 294 213 ""2"" 279 216 15.2970585407784 0 1"
"30776 ""TC_Grp_3_f_20"" 18 ""0"" 325 216 ""2"" 309 213 16.2788205960997 0 1"
"30778 ""TC_Grp_3_f_20"" 18 ""0"" 354 209 ""2"" 340 215 15.2315462117278 0 1"
"30793 ""TC_Grp_3_f_20"" 18 ""0"" 511 168 ""2"" 498 166 13.1529464379659 0 1"
"30815 ""TC_Grp_3_f_20"" 18 ""0"" 714 71 ""1"" 731 85 22.0227155455452 0 1"
"30851 ""TC_Grp_3_f_20"" 18 ""0"" 726 158 ""1"" 721 148 11.1803398874989 0 1"
"30874 ""TC_Grp_3_f_20"" 18 ""0"" 650 197 ""2"" 626 192 24.5153013442625 0 1"
"30887 ""TC_Grp_3_f_20"" 18 ""0"" 710 184 ""2"" 699 182 11.1803398874989 0 1"
"31014 ""TC_Grp_3_f_20"" 18 ""0"" 87 105 ""1"" 83 98 8.06225774829855 0 1"
"31017 ""TC_Grp_3_f_20"" 18 ""0"" 272 118 ""2"" 272 120 2 0 1"
"31018 ""TC_Grp_3_f_20"" 18 ""0"" 245 129 ""2"" 255 124 11.1803398874989 0 1"
"31025 ""TC_Grp_3_f_20"" 18 ""0"" 203 142 ""2"" 192 146 11.7046999107196 0 1"
"31027 ""TC_Grp_3_f_20"" 18 ""0"" 181 141 ""2"" 170 144 11.4017542509914 0 1"
"31029 ""TC_Grp_3_f_20"" 18 ""0"" 158 141 ""2"" 147 143 11.1803398874989 0 1"
"31031 ""TC_Grp_3_f_20"" 18 ""0"" 135 141 ""2"" 125 142 10.0498756211209 0 1"
"31032 ""TC_Grp_3_f_20"" 18 ""0"" 124 142 ""2"" 113 143 11.0453610171873 1 1"
"31033 ""TC_Grp_3_f_20"" 18 ""0"" 113 141 ""2"" 103 143 10.1980390271856 0 1"
"31045 ""TC_Grp_3_f_20"" 18 ""0"" 73 157 ""2"" 64 162 10.295630140987 0 1"
"31046 ""TC_Grp_3_f_20"" 18 ""0"" 62 160 ""2"" 54 163 8.54400374531753 0 1"
"31049 ""TC_Grp_3_f_20"" 18 ""0"" 51 204 ""2"" 29 171 39.6610640301039 0 1"
"31059 ""TC_Grp_3_f_20"" 18 ""0"" 58 168 ""2"" 48 164 10.770329614269 0 1"
"31103 ""TC_Grp_3_f_20"" 18 ""0"" 146 32 ""2"" 139 37 8.60232526704263 0 1"
"31117 ""TC_Grp_3_f_20"" 18 ""0"" 263 32 ""2"" 255 29 8.54400374531753 0 1"
"31184 ""TC_Grp_3_f_20"" 18 ""0"" 675 90 ""2"" 682 86 8.06225774829855 0 1"
"31190 ""TC_Grp_3_f_20"" 18 ""0"" 677 84 ""2"" 674 88 5 0 1"
"31231 ""TC_Grp_3_f_20"" 18 ""0"" 730 75 ""2"" 717 62 18.3847763108502 0 1"
"31235 ""TC_Grp_3_f_20"" 18 ""0"" 725 75 ""2"" 723 75 2 0 1"
"31264 ""TC_Grp_3_f_20"" 18 ""0"" 700 83 ""2"" 706 80 6.70820393249937 0 1"
"31296 ""TC_Grp_3_f_20"" 18 ""0"" 694 69 ""2"" 687 58 13.0384048104053 0 1"
"31314 ""TC_Grp_3_f_20"" 18 ""0"" 668 100 ""1"" 663 86 14.8660687473185 0 1"
"31549 ""TC_Grp_3_f_20"" 18 ""0"" 303 184 ""1"" 300 184 3 0 1"
"31566 ""TC_Grp_3_f_20"" 18 ""0"" 376 155 ""1"" 386 161 11.6619037896906 0 1"
"31571 ""TC_Grp_3_f_20"" 18 ""0"" 395 139 ""1"" 397 143 4.47213595499958 0 1"
"31607 ""TC_Grp_3_f_20"" 18 ""0"" 640 42 ""1"" 622 44 18.1107702762748 0 1"
"31609 ""TC_Grp_3_f_20"" 18 ""0"" 663 41 ""1"" 652 42 11.0453610171873 0 1"
"31633 ""TC_Grp_3_f_20"" 18 ""0"" 220 156 ""2"" 215 158 5.3851648071345 0 1"
"31635 ""TC_Grp_3_f_20"" 18 ""0"" 569 23 ""1"" 675 62 112.946890174099 0 1"
"31636 ""TC_Grp_3_f_20"" 18 ""0"" 220 156 ""2"" 215 158 5.3851648071345 0 1"
"31640 ""TC_Grp_3_f_20"" 18 ""0"" 591 59 ""1"" 664 116 92.6174929481467 0 1"
"31659 ""TC_Grp_3_f_20"" 18 ""0"" 715 187 ""1"" 628 209 89.7385090136893 0 1"
"31738 ""TC_Grp_3_f_20"" 18 ""0"" 204 134 ""1"" 125 102 85.2349693494401 0 1"
"31800 ""TC_Grp_3_f_20"" 18 ""0"" 63 98 ""2"" 59 103 6.40312423743285 1 1"
"31837 ""TC_Grp_3_f_20"" 18 ""0"" 392 120 ""1"" 381 115 12.0830459735946 0 1"
"31841 ""TC_Grp_3_f_20"" 18 ""0"" 79 79 ""2"" 47 18 68.8839603971781 0 1"
"31949 ""TC_Grp_3_f_20"" 18 ""0"" 685 104 ""2"" 681 110 7.21110255092798 0 1"
"32034 ""TC_Grp_3_f_20"" 18 ""0"" 369 184 ""2"" 359 186 10.1980390271856 0 1"
"32195 ""TC_Grp_3_f_20"" 18 ""0"" 634 177 ""1"" 610 174 24.1867732448956 0 1"
"32197 ""TC_Grp_3_f_20"" 18 ""0"" 662 185 ""1"" 648 179 15.2315462117278 0 1"
"32200 ""TC_Grp_3_f_20"" 18 ""0"" 309 57 ""2"" 410 170 151.558569536665 0 1"
"32255 ""TC_Grp_3_f_20"" 18 ""0"" 734 190 ""2"" 719 177 19.8494332412792 0 1"
"32261 ""TC_Grp_3_f_20"" 18 ""0"" 697 85 ""2"" 729 183 103.092191750879 0 1"
"32356 ""TC_Grp_3_f_20"" 18 ""0"" 263 38 ""1"" 269 39 6.08276253029822 0 1"
"32378 ""TC_Grp_3_f_20"" 18 ""0"" 262 38 ""1"" 269 39 7.07106781186548 0 1"
"32389 ""TC_Grp_3_f_20"" 18 ""0"" 262 38 ""1"" 269 39 7.07106781186548 0 1"
"32398 ""TC_Grp_3_f_20"" 18 ""0"" 262 38 ""2"" 264 42 4.47213595499958 0 1"
"32400 ""TC_Grp_3_f_20"" 18 ""0"" 269 38 ""1"" 275 39 6.08276253029822 0 1"
"32451 ""TC_Grp_3_f_20"" 19 ""0"" 157 96 ""2"" 158 103 7.07106781186548 0 1"
"32539 ""TC_Grp_3_f_20"" 19 ""0"" 87 122 ""2"" 93 133 12.5299640861417 0 1"
"32545 ""TC_Grp_3_f_20"" 19 ""0"" 421 164 ""1"" 87 96 340.85187398634 0 1"
"32562 ""TC_Grp_3_f_20"" 19 ""0"" 315 102 ""2"" 338 118 28.0178514522438 0 1"
"32564 ""TC_Grp_3_f_20"" 19 ""0"" 306 103 ""2"" 308 107 4.47213595499958 0 1"
"32565 ""TC_Grp_3_f_20"" 19 ""0"" 302 105 ""2"" 302 108 3 0 1"
"32566 ""TC_Grp_3_f_20"" 19 ""0"" 294 105 ""2"" 297 110 5.8309518948453 0 1"
"32638 ""TC_Grp_3_f_20"" 19 ""0"" 526 123 ""2"" 533 126 7.61577310586391 0 1"
"32639 ""TC_Grp_3_f_20"" 19 ""0"" 540 129 ""2"" 547 132 7.61577310586391 0 1"
"32640 ""TC_Grp_3_f_20"" 19 ""0"" 558 135 ""2"" 561 137 3.60555127546399 0 1"
"32641 ""TC_Grp_3_f_20"" 19 ""0"" 572 138 ""2"" 579 142 8.06225774829855 0 1"
"32642 ""TC_Grp_3_f_20"" 19 ""0"" 588 140 ""2"" 595 145 8.60232526704263 0 1"
"32643 ""TC_Grp_3_f_20"" 19 ""0"" 603 143 ""2"" 610 146 7.61577310586391 0 1"
"32644 ""TC_Grp_3_f_20"" 19 ""0"" 617 148 ""2"" 625 149 8.06225774829855 0 1"
"32645 ""TC_Grp_3_f_20"" 19 ""0"" 644 162 ""2"" 637 156 9.21954445729289 0 1"
"32769 ""TC_Grp_3_f_20"" 19 ""0"" 102 110 ""1"" 106 107 5 0 1"
"32813 ""TC_Grp_3_f_20"" 19 ""0"" 233 55 ""2"" 229 50 6.40312423743285 0 1"
"32832 ""TC_Grp_3_f_20"" 19 ""0"" 234 216 ""2"" 232 204 12.1655250605964 0 1"
"32884 ""TC_Grp_3_f_20"" 19 ""0"" 105 87 ""1"" 99 90 6.70820393249937 0 1"
"32885 ""TC_Grp_3_f_20"" 19 ""0"" 522 64 ""2"" 522 67 3 0 1"
"32961 ""TC_Grp_3_f_20"" 19 ""0"" 305 155 ""2"" 315 154 10.0498756211209 0 1"
"32962 ""TC_Grp_3_f_20"" 19 ""0"" 270 158 ""2"" 282 159 12.0415945787923 0 1"
"32963 ""TC_Grp_3_f_20"" 19 ""0"" 284 157 ""2"" 293 154 9.48683298050514 0 1"
"32964 ""TC_Grp_3_f_20"" 19 ""0"" 255 165 ""2"" 262 162 7.61577310586391 0 1"
"32965 ""TC_Grp_3_f_20"" 19 ""0"" 266 162 ""2"" 277 159 11.4017542509914 1 1"
"32966 ""TC_Grp_3_f_20"" 19 ""0"" 231 173 ""2"" 244 169 13.6014705087354 0 1"
"32967 ""TC_Grp_3_f_20"" 19 ""0"" 243 169 ""2"" 253 167 10.1980390271856 0 1"
"32968 ""TC_Grp_3_f_20"" 19 ""0"" 226 173 ""2"" 222 175 4.47213595499958 0 1"
"32974 ""TC_Grp_3_f_20"" 19 ""0"" 141 171 ""2"" 152 172 11.0453610171873 0 1"
"32975 ""TC_Grp_3_f_20"" 19 ""0"" 152 169 ""2"" 162 170 10.0498756211209 0 1"
"32976 ""TC_Grp_3_f_20"" 19 ""0"" 121 175 ""2"" 130 172 9.48683298050514 0 1"
"32980 ""TC_Grp_3_f_20"" 19 ""0"" 81 184 ""2"" 91 181 10.4403065089106 0 1"
"32981 ""TC_Grp_3_f_20"" 19 ""0"" 95 181 ""2"" 102 179 7.28010988928052 0 1"
"33016 ""TC_Grp_3_f_20"" 19 ""0"" 185 181 ""2"" 200 184 15.2970585407784 0 1"
"33071 ""TC_Grp_3_f_20"" 19 ""0"" 235 195 ""1"" 219 193 16.1245154965971 0 1"
"33074 ""TC_Grp_3_f_20"" 19 ""0"" 276 199 ""1"" 263 199 13 0 1"
"33082 ""TC_Grp_3_f_20"" 19 ""0"" 359 212 ""1"" 360 215 3.16227766016838 0 1"
"33364 ""TC_Grp_3_f_20"" 19 ""0"" 56 165 ""2"" 48 164 8.06225774829855 0 1"
"34045 ""TC_Grp_3_f_20"" 19 ""0"" 237 173 ""1"" 225 167 13.4164078649987 0 1"
"34051 ""TC_Grp_3_f_20"" 19 ""0"" 352 176 ""2"" 353 174 2.23606797749979 0 1"
"34121 ""TC_Grp_3_f_20"" 19 ""0"" 305 102 ""2"" 305 106 4 0 1"
"34283 ""TC_Grp_3_f_20"" 20 ""0"" 260 210 ""1"" 272 203 13.8924439894498 0 1"
"34287 ""TC_Grp_3_f_20"" 20 ""0"" 393 44 ""2"" 485 115 116.211014968462 0 1"
"34297 ""TC_Grp_3_f_20"" 20 ""0"" 230 155 ""1"" 235 165 11.1803398874989 0 1"
"34302 ""TC_Grp_3_f_20"" 20 ""0"" 462 55 ""2"" 564 54 102.004901843 0 1"
"34361 ""TC_Grp_3_f_20"" 20 ""0"" 505 184 ""2"" 501 172 12.6491106406735 1 1"
"34374 ""TC_Grp_3_f_20"" 20 ""0"" 546 113 ""2"" 545 112 1.4142135623731 0 1"
"34375 ""TC_Grp_3_f_20"" 20 ""0"" 530 116 ""2"" 531 114 2.23606797749979 0 1"
"34491 ""TC_Grp_3_f_20"" 20 ""0"" 413 209 ""2"" 426 205 13.6014705087354 0 1"
"34497 ""TC_Grp_3_f_20"" 20 ""0"" 306 4 ""1"" 200 33 109.89540481749 0 1"
"34500 ""TC_Grp_3_f_20"" 20 ""0"" 413 209 ""2"" 426 205 13.6014705087354 0 1"
"34505 ""TC_Grp_3_f_20"" 20 ""0"" 344 44 ""1"" 210 41 134.033577882559 0 1"
"34935 ""TC_Grp_3_f_20"" 20 ""0"" 301 232 ""2"" 289 236 12.6491106406735 1 1"
"35285 ""TC_Grp_3_f_20"" 20 ""0"" 450 42 ""1"" 443 44 7.28010988928052 0 1"
"35323 ""TC_Grp_3_f_20"" 20 ""0"" 420 26 ""1"" 415 22 6.40312423743285 0 1"
"35381 ""TC_Grp_3_f_20"" 20 ""0"" 374 47 ""1"" 370 45 4.47213595499958 0 1"
"106 ""TC_Grp_3_f_18"" 1 ""1"" 18 222 ""2"" 11 221 7.07106781186548 0 1"
"132 ""TC_Grp_3_f_18"" 1 ""1"" 484 145 ""0"" 487 145 3 0 1"
"145 ""TC_Grp_3_f_18"" 1 ""1"" 494 111 ""0"" 497 110 3.16227766016838 0 1"
"146 ""TC_Grp_3_f_18"" 1 ""1"" 496 107 ""0"" 500 107 4 0 1"
"149 ""TC_Grp_3_f_18"" 1 ""1"" 503 97 ""0"" 507 96 4.12310562561766 0 1"
"153 ""TC_Grp_3_f_18"" 1 ""1"" 510 78 ""0"" 515 77 5.09901951359278 0 1"
"158 ""TC_Grp_3_f_18"" 1 ""1"" 519 57 ""0"" 523 56 4.12310562561766 0 1"
"186 ""TC_Grp_3_f_18"" 1 ""1"" 566 10 ""2"" 564 12 2.82842712474619 0 1"
"338 ""TC_Grp_3_f_18"" 1 ""1"" 454 32 ""2"" 439 26 16.1554944214035 0 1"
"362 ""TC_Grp_3_f_18"" 1 ""1"" 466 40 ""0"" 474 47 10.6301458127346 0 1"
"375 ""TC_Grp_3_f_18"" 1 ""1"" 468 12 ""0"" 465 23 11.4017542509914 0 1"
"518 ""TC_Grp_3_f_18"" 1 ""1"" 140 158 ""2"" 157 149 19.2353840616713 0 1"
"520 ""TC_Grp_3_f_18"" 1 ""1"" 65 206 ""0"" 135 202 70.1141925718324 0 1"
"602 ""TC_Grp_3_f_18"" 1 ""1"" 212 198 ""2"" 405 234 196.328805833479 0 1"
"715 ""TC_Grp_3_f_18"" 1 ""1"" 554 228 ""0"" 563 230 9.21954445729289 0 1"
"773 ""TC_Grp_3_f_18"" 1 ""1"" 758 229 ""2"" 711 220 47.8539444560216 0 1"
"779 ""TC_Grp_3_f_18"" 1 ""1"" 591 237 ""0"" 536 198 67.4240313241503 0 1"
"786 ""TC_Grp_3_f_18"" 1 ""1"" 513 200 ""0"" 528 199 15.0332963783729 0 1"
"974 ""TC_Grp_3_f_18"" 1 ""1"" 636 196 ""2"" 639 238 42.1070065428546 0 1"
"1061 ""TC_Grp_3_f_18"" 1 ""1"" 298 91 ""2"" 305 86 8.60232526704263 0 1"
"1088 ""TC_Grp_3_f_18"" 1 ""1"" 110 186 ""2"" 145 173 37.3363094051889 0 1"
"1107 ""TC_Grp_3_f_18"" 1 ""1"" 30 231 ""2"" 42 226 13 0 1"
"1190 ""TC_Grp_3_f_18"" 1 ""1"" 24 225 ""0"" 18 218 9.21954445729289 0 1"
"1292 ""TC_Grp_3_f_18"" 1 ""1"" 48 235 ""2"" 48 234 1 0 1"
"1660 ""TC_Grp_3_f_18"" 1 ""1"" 169 219 ""2"" 174 213 7.81024967590665 0 1"
"1685 ""TC_Grp_3_f_18"" 1 ""1"" 612 172 ""2"" 608 165 8.06225774829855 0 1"
"1687 ""TC_Grp_3_f_18"" 1 ""1"" 613 183 ""2"" 612 179 4.12310562561766 0 1"
"1688 ""TC_Grp_3_f_18"" 1 ""1"" 619 187 ""2"" 615 183 5.65685424949238 0 1"
"1690 ""TC_Grp_3_f_18"" 1 ""1"" 167 224 ""0"" 151 213 19.4164878389476 0 1"
"1695 ""TC_Grp_3_f_18"" 1 ""1"" 652 213 ""2"" 646 204 10.816653826392 0 1"
"1720 ""TC_Grp_3_f_18"" 1 ""1"" 145 234 ""0"" 158 221 18.3847763108502 0 1"
"1749 ""TC_Grp_3_f_18"" 1 ""1"" 157 212 ""0"" 166 216 9.8488578017961 0 1"
"1806 ""TC_Grp_3_f_18"" 1 ""1"" 156 213 ""0"" 167 218 12.0830459735946 0 1"
"2526 ""TC_Grp_3_f_18"" 2 ""1"" 156 218 ""0"" 161 219 5.09901951359278 0 1"
"3218 ""TC_Grp_3_f_18"" 2 ""1"" 533 135 ""2"" 532 128 7.07106781186548 0 1"
"3327 ""TC_Grp_3_f_18"" 2 ""1"" 533 135 ""2"" 532 128 7.07106781186548 0 1"
"3350 ""TC_Grp_3_f_18"" 2 ""1"" 532 128 ""2"" 532 126 2 0 1"
"3697 ""TC_Grp_3_f_18"" 3 ""1"" 215 209 ""0"" 208 213 8.06225774829855 0 1"
"3705 ""TC_Grp_3_f_18"" 3 ""1"" 210 213 ""0"" 204 216 6.70820393249937 0 1"
"5327 ""TC_Grp_3_f_18"" 3 ""1"" 211 216 ""0"" 207 217 4.12310562561766 0 1"
"22026 ""TC_Grp_3_f_18"" 13 ""1"" 442 127 ""2"" 450 124 8.54400374531753 0 1"
"22032 ""TC_Grp_3_f_18"" 13 ""1"" 10 62 ""0"" 333 211 355.710556492213 0 1"
"22041 ""TC_Grp_3_f_18"" 13 ""1"" 432 124 ""2"" 426 123 6.08276253029822 0 1"
"22052 ""TC_Grp_3_f_18"" 13 ""1"" 12 109 ""0"" 325 214 330.142393521341 0 1"
"22076 ""TC_Grp_3_f_18"" 13 ""1"" 392 123 ""2"" 384 123 8 0 1"
"22081 ""TC_Grp_3_f_18"" 13 ""1"" 63 234 ""0"" 237 208 175.931804969994 0 1"
"25388 ""TC_Grp_3_f_18"" 15 ""1"" 359 176 ""2"" 358 176 1 0 1"
"25763 ""TC_Grp_3_f_18"" 15 ""1"" 408 141 ""2"" 412 131 10.770329614269 0 1"
"25765 ""TC_Grp_3_f_18"" 15 ""1"" 412 131 ""2"" 414 127 4.47213595499958 0 1"
"26126 ""TC_Grp_3_f_18"" 15 ""1"" 398 118 ""2"" 407 116 9.21954445729289 0 1"
"26132 ""TC_Grp_3_f_18"" 15 ""1"" 407 116 ""2"" 415 115 8.06225774829855 0 1"
"26186 ""TC_Grp_3_f_18"" 15 ""1"" 399 118 ""2"" 407 116 8.24621125123532 0 1"
"26472 ""TC_Grp_3_f_18"" 15 ""1"" 399 118 ""2"" 407 116 8.24621125123532 0 1"
