"video","phase","phase_type","pole_location","safe_location","start_position","time_to_start_moving","time_in_pole_initial","time_in_safe_initial","time_in_safe_total","time_outside_safe_after_reaching","time_to_safe","start_in_pole","first_to_safe","first_to_closest","dist_to_safe","speed_to_safe","previously_safe_first","dead_fly"
"NT_OR_2",38,"trial","M","left","pole",1.8,2.4,57.6,57.6,0,2.4,1,1,0,7.18212098920522,0.0288856217390815,0,0
"NT_OR_2",40,"trial","M","right","pole",0.37,1.5,58.5,58.5,0,1.5,1,1,0,6.04512295293932,0.0389004051025696,0,0
"NT_OR_2",42,"trial","M","right","pole",1.47,2,55.83,55.83,0,4.2,1,0,1,7.46615096283627,0.0171588319609218,0,0
"NT_OR_2",44,"trial","M","right","pole",5.67,5.63,51.67,51.67,0,8.37,1,0,1,7.92860668138328,0.0091471257995623,0,0
"NT_OR_2",46,"trial","M","left","pole",1.43,3.6,54.13,54.13,0,5.9,1,0,1,22.884576270883,0.0374395920929307,1,0
"NT_OR_2",48,"trial","M","left","pole",1.1,2.1,57.9,57.9,0,2.1,1,1,0,5.84390422638752,0.026861115215975,1,0
"NT_OR_2",50,"trial","M","right","pole",1.43,0.8,59.23,59.23,0,0.8,1,1,1,2.27348485893465,0.0274310431821266,0,0
"NT_OR_2",52,"trial","M","left","pole",1.27,2.8,57.2,57.2,0,2.8,1,1,1,6.27438216721872,0.0216298337259333,0,0
"NT_OR_2",54,"trial","M","left","pole",0.4,2.53,57.47,57.47,0,2.53,1,1,0,8.27401260951732,0.0315256525967181,1,0
"NT_OR_2",56,"trial","M","right","pole",1.47,1.73,58.27,58.27,0,1.73,1,1,1,4.62739036695421,0.0257688058747821,0,0
"NT_OR_2",58,"trial","M","left","pole",1.97,2.63,57.37,57.37,0,2.63,1,1,0,22.7275995263826,0.0833082432177651,0,0
"NT_OR_2",60,"trial","M","right","pole",1.47,2.6,54.43,54.43,0,5.53,1,0,0,9.30020323220831,0.0162235484582877,1,0
"NT_OR_3",2,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",4,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",6,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",8,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",10,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",12,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",14,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",16,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",18,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",20,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",22,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",24,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",26,"trial","M","left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NT_OR_3",28,"trial","M","right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
