frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y
9,0,0,68,85,50,69,191,14
10,0,0,65,82,47,65,178,17
11,0,0,62,79,44,61,176,18
12,0,0,152,16,51,67,182,20
13,0,0,148,18,48,64,180,21
14,0,0,145,20,46,61,179,21
15,0,0,152,18,44,59,185,26
16,0,0,145,20,41,55,184,27
17,0,0,139,23,38,51,186,31
18,0,0,132,27,36,48,186,31
19,0,0,125,30,33,44,186,30
20,0,0,119,31,30,40,185,28
21,0,0,114,33,29,39,182,25
22,0,0,106,35,29,37,181,25
23,0,0,99,36,27,37,181,25
24,0,0,93,36,27,36,181,25
25,0,0,85,39,27,34,181,25
26,0,0,85,40,27,34,181,25
27,0,0,78,43,25,39,181,24
28,0,0,71,45,21,39,181,24
29,0,0,65,46,27,43,182,23
30,0,0,67,47,32,45,182,23
31,0,0,61,49,27,45,184,23
32,0,0,57,51,22,47,187,23
33,0,0,50,52,18,48,189,23
34,0,0,44,53,18,52,191,24
35,0,0,38,55,11,53,192,23
36,0,0,36,59,8,54,194,23
37,0,0,31,59,3,54,196,23
38,0,0,200,14,31,58,196,28
39,0,0,212,13,25,56,200,25
40,0,0,215,14,27,57,202,24
41,0,0,218,13,26,57,204,23
42,0,0,221,11,25,57,206,22
43,0,0,223,10,21,55,208,20
44,0,0,225,9,15,54,210,19
45,0,0,227,9,14,52,212,19
46,0,0,230,14,10,50,206,16
47,0,0,231,19,6,47,206,15
48,0,0,232,23,5,47,208,18
49,0,0,233,25,6,47,209,19
50,0,0,234,27,8,47,212,22
51,0,0,231,32,3,55,213,23
52,0,0,234,32,228,37,213,25
53,0,0,226,22,231,35,213,26
54,0,0,227,22,231,36,213,26
55,0,0,227,22,232,36,213,26
56,0,0,226,22,230,35,213,26
57,0,0,226,23,230,37,213,27
58,0,0,226,24,231,38,213,27
59,0,0,226,24,231,39,213,28
60,0,0,226,24,231,39,213,28
61,0,0,226,24,230,40,213,28
62,0,1,226,26,231,43,215,30
63,0,1,227,29,231,46,216,32
64,0,1,228,31,231,49,217,35
65,0,1,227,34,230,52,216,37
66,0,1,227,35,229,52,216,37
67,0,1,227,35,229,52,215,38
68,0,1,227,35,228,52,215,38
69,0,1,227,36,228,53,215,39
70,0,1,227,36,228,54,216,39
71,0,1,227,36,228,55,216,39
72,0,1,227,36,228,54,215,39
73,0,1,222,40,230,57,10,219
74,0,1,224,43,233,60,14,215
75,0,1,227,48,235,64,13,215
76,0,1,229,51,237,68,13,215
77,0,1,233,56,242,73,13,213
78,0,1,239,61,248,78,14,212
79,0,1,245,66,254,81,13,213
80,0,1,251,71,261,87,12,212
81,0,1,257,77,267,92,13,209
82,0,1,262,82,272,96,11,208
83,0,1,267,86,277,101,7,206
84,0,1,271,90,282,105,5,204
85,0,1,276,95,286,109,2,203
86,0,1,281,99,291,115,0,201
87,0,1,279,104,295,118,293,102
88,0,1,283,108,300,123,296,106
89,0,1,287,111,304,126,299,108
90,0,1,290,113,307,127,299,107
91,0,1,291,113,309,127,300,107
92,0,1,292,113,310,127,301,107
93,0,1,292,114,310,127,301,107
94,0,1,293,114,312,128,302,108
95,0,1,294,114,312,128,303,108
96,0,1,295,115,315,127,304,109
97,0,1,297,115,318,126,306,109
98,0,1,300,116,322,126,308,109
99,0,1,305,117,326,127,317,113
100,0,1,310,118,331,130,321,114
101,0,1,316,121,336,131,327,117
102,0,1,323,124,347,133,334,120
103,0,1,330,127,353,135,341,122
104,0,1,337,130,360,138,348,126
105,0,1,343,133,367,141,354,128
106,0,1,348,135,373,145,359,130
107,0,1,351,137,377,145,363,132
108,0,1,6,202,380,146,360,135
109,0,1,6,202,380,146,360,135
110,0,1,6,202,380,146,360,135
111,0,1,6,202,381,145,361,136
112,0,1,6,202,382,146,362,136
113,0,1,4,193,378,147,363,136
114,0,1,8,204,378,147,363,136
115,0,1,6,202,378,143,363,136
116,0,1,9,201,378,143,363,136
117,0,1,6,200,377,143,363,136
118,0,1,5,199,378,143,363,136
119,0,1,3,196,378,143,363,136
120,0,1,2,194,378,143,363,136
121,0,1,2,190,377,142,363,136
122,0,1,2,190,378,142,363,136
123,0,1,2,190,381,142,367,137
124,0,1,3,190,384,143,369,137
125,0,1,3,190,387,144,372,139
126,0,1,2,190,389,144,372,144
127,0,1,2,190,398,147,383,141
128,0,1,399,139,406,150,386,145
129,0,1,405,136,414,143,388,144
130,0,1,405,136,414,143,388,144
131,0,1,405,136,414,143,388,144
132,0,1,405,136,414,143,388,144
133,0,1,405,136,414,143,388,144
134,0,1,405,136,414,143,388,144
135,0,1,405,136,414,143,388,144
136,0,1,405,136,414,143,388,144
137,0,1,423,108,410,107,403,123
138,0,1,422,110,412,103,405,119
139,0,1,425,106,415,99,408,115
140,0,1,427,102,416,96,411,112
141,0,1,428,98,416,93,413,109
142,0,1,429,94,418,89,414,104
143,0,1,432,89,421,84,417,98
144,0,1,434,85,422,82,418,95
145,0,1,438,76,434,86,421,91
146,0,1,440,71,436,82,424,86
147,0,1,443,65,439,77,427,81
148,0,1,444,61,440,73,428,78
149,0,1,446,57,442,69,430,73
150,0,1,448,54,444,65,432,69
151,0,1,451,48,447,61,434,65
152,0,1,452,45,448,57,435,62
153,0,1,454,41,449,54,438,57
154,0,1,455,36,451,49,440,53
155,0,1,458,32,454,45,442,48
156,0,1,459,29,455,42,444,46
157,0,1,462,26,456,39,446,42
158,0,1,463,22,458,35,447,38
159,0,1,464,18,459,32,448,35
160,0,1,465,16,460,31,449,33
161,0,1,464,16,460,31,449,34
162,0,1,464,16,460,31,449,34
163,0,1,464,16,460,31,449,34
164,0,1,462,17,454,33,16,7
165,0,1,454,15,455,31,18,6
166,0,1,450,13,453,29,20,6
167,0,1,448,10,452,26,22,6
168,0,1,442,11,451,23,24,6
169,0,1,441,10,450,22,25,6
170,0,1,441,10,450,22,25,6
171,0,1,441,10,450,22,25,6
172,0,1,441,10,450,22,25,6
173,0,1,441,10,450,22,25,6
174,0,1,441,10,450,22,25,6
175,0,1,423,16,444,25,29,14
176,0,1,422,15,438,24,25,16
177,0,1,417,15,433,24,25,16
178,0,1,411,16,428,23,19,13
179,0,1,398,18,420,21,20,10
180,0,1,391,16,414,21,21,11
181,0,1,385,16,408,22,21,13
182,0,1,378,16,400,20,22,14
183,0,1,372,15,395,21,23,15
184,0,1,367,15,390,21,24,15
185,0,1,360,15,382,20,24,16
186,0,1,353,15,376,19,28,16
187,0,1,348,14,371,19,28,16
188,0,1,342,13,365,18,28,16
189,0,1,335,12,359,17,28,16
190,0,1,331,12,354,17,27,16
191,0,1,331,16,349,18,28,16
192,0,1,325,17,343,17,29,17
193,0,1,320,17,338,17,30,18
194,0,1,315,17,333,18,31,20
195,0,1,311,17,328,18,32,22
196,0,1,304,18,322,18,33,22
197,0,1,299,17,316,18,33,22
198,0,1,293,17,311,18,34,24
199,0,1,288,16,306,17,36,28
200,0,1,40,31,289,16,13,0
201,0,1,42,34,285,15,16,0
202,0,1,44,38,280,16,19,1
203,0,1,46,41,275,16,23,1
204,0,1,48,42,271,16,26,0
205,0,1,52,44,267,16,31,0
206,0,1,55,47,261,15,36,0
207,0,1,58,53,256,16,40,0
208,0,1,60,56,252,16,42,0
209,0,1,63,61,247,17,46,-1
210,0,1,62,67,243,18,50,-1
211,0,1,64,71,239,19,44,0
212,0,1,66,76,234,20,50,0
213,0,1,66,82,229,21,55,0
214,0,1,67,85,222,21,59,0
215,0,1,67,90,216,21,66,0
216,0,1,67,94,210,22,71,0
217,0,1,68,99,204,21,76,0
218,0,1,67,109,199,20,72,0
219,0,1,68,114,194,19,76,1
220,0,1,67,118,191,20,80,1
221,0,1,67,122,188,19,81,0
222,0,1,66,126,188,20,76,0
223,0,1,67,131,188,20,80,-1
224,0,1,66,136,188,20,80,-1
225,0,1,67,131,189,20,68,149
226,0,1,66,135,189,20,72,152
227,0,1,66,140,189,20,72,157
228,0,1,66,145,187,22,71,162
229,0,1,66,151,187,22,71,169
230,0,1,67,161,187,22,131,6
231,0,1,67,164,187,22,137,5
232,0,1,67,168,187,22,137,6
233,0,1,67,173,187,22,138,6
234,0,1,66,177,187,22,137,10
235,0,1,65,180,187,22,140,12
236,0,1,65,179,187,22,143,14
237,0,1,65,183,188,22,145,14
238,0,1,64,188,189,23,143,15
239,0,1,64,191,190,23,144,16
240,0,1,65,194,190,23,144,15
241,0,1,65,205,190,23,147,14
242,0,1,65,209,190,23,148,14
243,0,1,65,212,190,23,149,14
244,0,1,66,213,190,23,148,15
245,0,1,66,213,189,23,137,13
246,0,1,66,213,187,24,141,12
247,0,1,64,214,184,25,144,15
248,0,1,67,216,183,25,145,15
249,0,1,69,219,182,25,146,16
250,0,1,70,219,180,25,146,16
251,0,1,68,220,175,25,146,16
252,0,1,69,221,182,25,146,17
253,0,1,69,218,180,23,146,17
254,0,1,71,218,179,22,146,16
255,0,1,72,218,179,23,147,16
256,0,1,73,217,180,27,144,15
257,0,1,74,215,179,29,146,15
258,0,1,81,218,177,31,148,16
259,0,1,82,220,182,31,150,18
260,0,1,83,219,174,37,149,16
261,0,1,83,219,173,37,149,19
