frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y
8,0,0,689,14,522,183,321,172
8,0,0,689,14,522,183,321,172
8,0,1,689,14,522,183,321,172
9,0,1,694,15,528,185,331,172
10,0,1,685,15,527,183,330,172
11,0,1,687,15,527,185,329,170
12,0,1,687,15,527,182,328,170
13,0,1,688,15,526,180,328,170
14,0,1,691,15,527,178,327,172
15,0,1,697,16,525,173,326,172
16,0,1,703,13,523,171,324,170
17,0,1,709,12,522,167,323,170
18,0,1,714,11,521,165,322,170
19,0,1,717,10,519,160,321,170
20,0,1,718,9,516,157,320,171
21,0,1,718,9,515,152,319,174
22,0,1,718,9,513,148,319,174
23,0,1,718,9,513,148,319,174
24,0,1,721,9,514,140,319,174
25,0,1,726,8,512,135,319,174
26,0,1,728,8,511,130,319,174
27,0,1,729,9,509,125,319,173
28,0,1,729,9,505,109,319,173
29,0,1,729,9,502,103,319,173
30,0,1,729,10,502,100,319,173
31,0,1,730,14,501,96,320,171
32,0,1,731,16,501,90,320,171
33,0,1,733,19,499,86,320,171
34,0,1,734,21,499,80,320,171
35,0,1,736,23,498,73,320,171
36,0,1,737,24,497,68,320,173
37,0,1,738,25,497,62,320,173
38,0,1,738,27,498,55,320,173
39,0,1,738,29,498,53,321,171
40,0,1,740,31,499,49,321,170
41,0,1,740,32,499,47,320,168
42,0,1,740,33,501,44,320,166
43,0,1,740,32,504,43,319,165
44,0,1,742,31,505,39,317,163
45,0,1,742,31,506,37,314,161
46,0,1,743,31,509,36,312,160
47,0,1,745,30,512,36,311,159
48,0,1,746,30,516,33,310,158
49,0,1,746,30,519,31,309,157
50,0,1,745,29,522,29,309,155
51,0,1,741,31,526,27,309,154
52,0,1,732,28,529,26,308,154
53,0,1,732,30,532,25,307,153
54,0,1,731,33,534,24,307,151
55,0,1,731,36,537,22,308,149
56,0,1,730,37,537,22,307,147
57,0,1,735,48,537,22,306,147
58,0,1,734,51,538,22,305,146
59,0,1,731,53,538,22,305,144
60,0,1,729,54,540,21,304,141
61,0,1,726,56,543,21,304,140
62,0,1,723,59,545,21,305,138
63,0,1,721,62,548,22,306,138
64,0,1,718,64,558,23,305,137
65,0,1,716,67,562,23,305,136
66,0,1,716,69,569,22,306,135
67,0,1,713,73,573,22,306,133
68,0,1,706,81,578,22,307,133
69,0,1,703,85,585,20,307,131
70,0,1,700,91,591,20,308,129
71,0,1,697,96,596,21,309,127
72,0,1,696,100,602,21,308,126
73,0,1,698,102,608,20,308,124
74,0,1,696,109,613,20,309,122
75,0,1,694,114,619,21,309,119
76,0,1,695,123,622,20,309,115
77,0,1,694,131,622,21,309,112
78,0,1,692,139,622,21,309,108
79,0,1,690,148,622,21,310,104
80,0,1,690,155,623,22,310,100
81,0,1,689,163,626,22,309,96
82,0,1,688,173,630,22,310,91
83,0,1,689,181,635,20,310,86
84,0,1,689,190,640,18,312,78
85,0,1,688,197,644,16,313,72
86,0,1,688,203,649,15,312,67
87,0,1,688,210,653,14,312,65
88,0,1,687,212,654,15,314,60
89,0,1,687,213,654,15,314,56
90,0,1,687,212,654,15,314,51
91,0,1,687,212,655,14,313,47
92,0,1,687,212,657,12,313,44
93,0,1,687,213,658,10,313,38
94,0,1,685,213,661,8,313,35
95,0,1,683,216,664,5,313,32
96,0,1,683,216,667,4,313,29
97,0,1,679,217,666,4,313,28
98,0,1,674,218,668,6,313,27
99,0,1,671,218,669,7,314,26
100,0,1,669,219,669,10,315,25
101,0,1,666,219,676,15,315,25
102,0,1,664,221,678,21,315,25
103,0,1,663,221,685,31,315,25
104,0,1,662,222,687,38,315,25
105,0,1,665,218,689,43,315,25
106,0,1,672,216,691,49,316,24
107,0,1,673,215,694,54,316,22
108,0,1,674,215,695,58,317,20
109,0,1,675,215,698,65,318,19
110,0,1,677,215,700,69,319,19
111,0,1,678,214,702,75,319,19
112,0,1,679,211,704,81,319,19
113,0,1,683,211,706,86,319,19
114,0,1,686,211,708,92,319,19
115,0,1,690,211,710,96,319,19
116,0,1,695,214,711,101,319,19
117,0,1,701,213,713,108,320,17
118,0,1,706,211,715,116,320,16
119,0,1,710,209,716,123,321,16
120,0,1,713,206,718,130,323,15
121,0,1,718,204,718,137,326,16
122,0,1,721,204,718,144,329,16
123,0,1,728,204,716,146,331,15
124,0,1,738,203,713,148,335,15
125,0,1,746,200,713,148,338,14
126,0,1,744,196,713,148,340,14
127,0,1,747,195,713,148,343,13
128,0,1,746,195,713,148,348,13
129,0,1,745,194,713,148,352,13
130,0,1,744,194,713,148,357,12
131,0,1,745,191,713,148,361,12
132,0,1,380,2,710,148,355,16
133,0,1,366,15,384,1,355,16
134,0,1,370,14,389,0,360,14
135,0,1,376,13,394,-1,365,13
136,0,1,380,13,399,-1,370,13
137,0,1,384,13,402,-1,373,13
138,0,1,409,0,761,157,383,13
