"","mother_id","unique_m","unique_mm","Speed_m","Speed_mm","Temp_m","Temp_mm","Condition_m","Condition_mm","Sex_m","Sex_mm","mom_c"
"73","C76","C76_1CCfemales","C76_1CHfemales",0.028915964,0.021772367,18,18,"CC","CH","F","F","C"
"74","C85","C85_1CCfemales","C85_5CHfemales",0.004237288,0,18,18,"CC","CH","F","F","C"
"75","C93","C93_1CCfemales","C93_2CHfemales",0.017017058,0.180833806,18,18,"CC","CH","F","F","C"
"76","H105","H105_6HHfemales","H105_1HCfemales",0.022378375,0.000325945,18,18,"HH","HC","F","F","H"
"77","H124","H124_2HHfemales","H124_1HCfemales",0.020602056,0.006029987,18,18,"HH","HC","F","F","H"
"78","H129","H129_1HHfemales","H129_1HCfemales",0,0.005052151,18,18,"HH","HC","F","F","H"
"79","H13","H13_6HHfemales","H13_1HCfemales",0.005902208,0.096594306,18,18,"HH","HC","F","F","H"
"80","H132","H132_1HHfemales","H132_1HCfemales",0.162783274,0.019270313,18,18,"HH","HC","F","F","H"
"81","H134","H134_3HHfemales","H134_1HCfemales",0.009381734,0.007659713,18,18,"HH","HC","F","F","H"
"82","H155","H155_1HHfemales","H155_1HCfemales",0.886167463,0.051725329,18,18,"HH","HC","F","F","H"
"83","H161","H161_9HHfemales","H161_1HCfemales",0.008053164,0.000325945,18,18,"HH","HC","F","F","H"
"84","H166","H166_1HHfemales","H166_1HCfemales",0.000488918,0.006355932,18,18,"HH","HC","F","F","H"
"85","H180","H180_4HHfemales","H180_1HCfemales",0,0.302509173,18,18,"HH","HC","F","F","H"
"86","H190","H190_2HHmales","H190_1HCfemales",0.003259452,0.335507418,18,18,"HH","HC","M","F","H"
"87","H25","H25_2HHfemales","H25_1HCfemales",0.220741866,0.051248861,18,18,"HH","HC","F","F","H"
"88","H32","H32_4HHfemales","H32_1HCfemales",0,0.040592346,18,18,"HH","HC","F","F","H"
"89","H42","H42_1HHfemales","H42_1HCfemales",0,0.023388815,18,18,"HH","HC","F","F","H"
"90","H50","H50_3HHfemales","H50_1HCfemales",0.000325945,0.058744681,18,18,"HH","HC","F","F","H"
"91","H51","H51_5HHfemales","H51_1HCfemales",0.02752708,0,18,18,"HH","HC","F","F","H"
"92","H55","H55_3HHfemales","H55_1HCfemales",0.003557436,0.253506577,18,18,"HH","HC","F","F","H"
"93","H83","H83_1HHfemales","H83_1HCfemales",0.003911343,0.03536771,18,18,"HH","HC","F","F","H"
"94","H86","H86_2HHfemales","H86_1HCfemales",0.049359232,0,18,18,"HH","HC","F","F","H"
"95","H87","H87_1HHfemales","H87_1HCmales",0.009615385,0.021023468,18,18,"HH","HC","F","M","H"
"96","H89","H89_2HHfemales","H89_1HCfemales",0.065002568,0.000325945,18,18,"HH","HC","F","F","H"
"97","H94","H94_1HHfemales","H94_1HCfemales",0,0.000325945,18,18,"HH","HC","F","F","H"
"98","H97","H97_5HHfemales","H97_1HCfemales",0.550318434,0.015667465,18,18,"HH","HC","F","F","H"
"99","C10","C10_1CCfemales","C10_1CHfemales",0.024062091,0.006013607,20,20,"CC","CH","F","F","C"
"100","C111","C111_1CCfemales","C111_2CHfemales",0.07528408,0.033631357,20,20,"CC","CH","F","F","C"
"101","C112","C112_1CCfemales","C112_1CHfemales",0.379974524,0.043363546,20,20,"CC","CH","F","F","C"
"102","C126","C126_1CCfemales","C126_1CHfemales",0.171295071,0.021011129,20,20,"CC","CH","F","F","C"
"103","C132","C132_1CCfemales","C132_1CHfemales",0.012805817,0.018794118,20,20,"CC","CH","F","F","C"
"104","C134","C134_1CCfemales","C134_1CHfemales",0.122958457,0.043566123,20,20,"CC","CH","F","F","C"
"105","C14","C14_1CCfemales","C14_1CHfemales",0.024099118,0.026071203,20,20,"CC","CH","F","F","C"
"106","C145","C145_1CCfemales","C145_3CHfemales",0.003259452,0.012823372,20,20,"CC","CH","F","F","C"
"107","C149","C149_1CCfemales","C149_4CHfemales",0.130253158,0.027183676,20,20,"CC","CH","F","F","C"
"108","C151","C151_1CCfemales","C151_1CHfemales",0.090635432,0,20,20,"CC","CH","F","F","C"
"109","C153","C153_1CCfemales","C153_1CHfemales",0.007003932,0.015799567,20,20,"CC","CH","F","F","C"
"110","C156","C156_1CCfemales","C156_1CHfemales",0.016288213,0.032754981,20,20,"CC","CH","F","F","C"
"111","C16","C16_1CCfemales","C16_2CHfemales",0.013733196,0.132625055,20,20,"CC","CH","F","F","C"
"112","C165","C165_1CCfemales","C165_1CHfemales",0.211544438,0.025638211,20,20,"CC","CH","F","F","C"
"113","C179","C179_1CCfemales","C179_5CHfemales",0.01531556,0.001465939,20,20,"CC","CH","F","F","C"
"114","C182","C182_1CCfemales","C182_7CHfemales",0.079099715,0.027457886,20,20,"CC","CH","F","F","C"
"115","C184","C184_1CCfemales","C184_1CHfemales",0.160519667,0.003487993,20,20,"CC","CH","F","F","C"
"116","C199","C199_1CCfemales","C199_1CHfemales",0.015156454,0.039184346,20,20,"CC","CH","F","F","C"
"117","C21","C21_1CCfemales","C21_5CHfemales",0.044790339,0.440127127,20,20,"CC","CH","F","F","C"
"118","C32","C32_1CCfemales","C32_3CHfemales",0.005704042,0.115429438,20,20,"CC","CH","F","F","C"
"119","C44","C44_1CCfemales","C44_8CHfemales",0.003420525,0.034211009,20,20,"CC","CH","F","F","C"
"120","C51","C51_1CCfemales","C51_1CHfemales",0.016451095,0,20,20,"CC","CH","F","F","C"
"121","C71","C71_1CCfemales","C71_1CHfemales",0,0.094443283,20,20,"CC","CH","F","F","C"
"122","C76","C76_1CCfemales","C76_1CHfemales",0.0164463,0.016432273,20,20,"CC","CH","F","F","C"
"123","C85","C85_1CCfemales","C85_5CHfemales",0.017102624,0.009025985,20,20,"CC","CH","F","F","C"
"124","C93","C93_1CCfemales","C93_2CHfemales",0.007840108,0.017326224,20,20,"CC","CH","F","F","C"
"125","H105","H105_6HHfemales","H105_1HCfemales",0.00811616,0.0045607,20,20,"HH","HC","F","F","H"
"126","H124","H124_2HHfemales","H124_1HCfemales",0.001954586,0.012047412,20,20,"HH","HC","F","F","H"
"127","H129","H129_1HHfemales","H129_1HCfemales",0.01347383,0.017872718,20,20,"HH","HC","F","F","H"
"128","H13","H13_6HHfemales","H13_1HCfemales",0.180619506,0.010957549,20,20,"HH","HC","F","F","H"
"129","H132","H132_1HHfemales","H132_1HCfemales",0.078608078,0.016502193,20,20,"HH","HC","F","F","H"
"130","H134","H134_3HHfemales","H134_1HCfemales",0.011513613,0.020197384,20,20,"HH","HC","F","F","H"
"131","H155","H155_1HHfemales","H155_1HCfemales",0.093498639,0.105137587,20,20,"HH","HC","F","F","H"
"132","H161","H161_9HHfemales","H161_1HCfemales",0.127036107,0.006352403,20,20,"HH","HC","F","F","H"
"133","H166","H166_1HHfemales","H166_1HCfemales",0.033034938,0,20,20,"HH","HC","F","F","H"
"134","H180","H180_4HHfemales","H180_1HCfemales",0.030856634,0.044850401,20,20,"HH","HC","F","F","H"
"135","H190","H190_2HHmales","H190_1HCfemales",0,0.027609585,20,20,"HH","HC","M","F","H"
"136","H25","H25_2HHfemales","H25_1HCfemales",0.018792977,0.081435847,20,20,"HH","HC","F","F","H"
"137","H32","H32_4HHfemales","H32_1HCfemales",0,0,20,20,"HH","HC","F","F","H"
"138","H42","H42_1HHfemales","H42_1HCfemales",0,0.044045773,20,20,"HH","HC","F","F","H"
"139","H50","H50_3HHfemales","H50_1HCfemales",0.015561487,0.04184882,20,20,"HH","HC","F","F","H"
"140","H51","H51_5HHfemales","H51_1HCfemales",0.210712484,0,20,20,"HH","HC","F","F","H"
"141","H55","H55_3HHfemales","H55_1HCfemales",0.028341491,0.022286906,20,20,"HH","HC","F","F","H"
"142","H83","H83_1HHfemales","H83_1HCfemales",0.009188867,0.010559392,20,20,"HH","HC","F","F","H"
"143","H86","H86_2HHfemales","H86_1HCfemales",0.033841219,0.016752133,20,20,"HH","HC","F","F","H"
"144","H87","H87_1HHfemales","H87_1HCmales",0.006515285,0,20,20,"HH","HC","F","M","H"
"145","H89","H89_2HHfemales","H89_1HCfemales",0.013856557,0.008795635,20,20,"HH","HC","F","F","H"
"146","H94","H94_1HHfemales","H94_1HCfemales",0,0,20,20,"HH","HC","F","F","H"
"147","H97","H97_5HHfemales","H97_1HCfemales",0.020967478,0.034548298,20,20,"HH","HC","F","F","H"
"148","C10","C10_1CCfemales","C10_1CHfemales",0.004728833,0,22,22,"CC","CH","F","F","C"
"149","C111","C111_1CCfemales","C111_2CHfemales",0.067703014,0.001465939,22,22,"CC","CH","F","F","C"
"150","C112","C112_1CCfemales","C112_1CHfemales",0,0.016460235,22,22,"CC","CH","F","F","C"
"151","C126","C126_1CCfemales","C126_1CHfemales",0.12047786,0,22,22,"CC","CH","F","F","C"
"152","C132","C132_1CCfemales","C132_1CHfemales",0.019844728,0,22,22,"CC","CH","F","F","C"
"153","C134","C134_1CCfemales","C134_1CHfemales",0.031860621,0,22,22,"CC","CH","F","F","C"
"154","C14","C14_1CCfemales","C14_1CHfemales",0.045951513,0.005052151,22,22,"CC","CH","F","F","C"
"155","C145","C145_1CCfemales","C145_3CHfemales",0.009098505,0.033488475,22,22,"CC","CH","F","F","C"
"156","C149","C149_1CCfemales","C149_4CHfemales",0.447748716,0,22,22,"CC","CH","F","F","C"
"157","C151","C151_1CCfemales","C151_1CHfemales",0.024159492,0.010250896,22,22,"CC","CH","F","F","C"
"158","C153","C153_1CCfemales","C153_1CHfemales",0.103227824,0.049401221,22,22,"CC","CH","F","F","C"
"159","C156","C156_1CCfemales","C156_1CHfemales",0.000488918,0.017079288,22,22,"CC","CH","F","F","C"
"160","C16","C16_1CCfemales","C16_2CHfemales",0.033083442,0.078356115,22,22,"CC","CH","F","F","C"
"161","C165","C165_1CCfemales","C165_1CHfemales",0.035263374,0,22,22,"CC","CH","F","F","C"
"162","C179","C179_1CCfemales","C179_5CHfemales",0.006518905,0.029550711,22,22,"CC","CH","F","F","C"
"163","C182","C182_1CCfemales","C182_7CHfemales",0.028430858,0.087679531,22,22,"CC","CH","F","F","C"
"164","C184","C184_1CCfemales","C184_1CHfemales",0.345621173,0.046599802,22,22,"CC","CH","F","F","C"
"165","C199","C199_1CCfemales","C199_1CHfemales",0.006029987,0.07060847,22,22,"CC","CH","F","F","C"
"166","C21","C21_1CCfemales","C21_5CHfemales",0.018079916,0.190752957,22,22,"CC","CH","F","F","C"
"167","C32","C32_1CCfemales","C32_3CHfemales",0.030991897,0.00994133,22,22,"CC","CH","F","F","C"
"168","C44","C44_1CCfemales","C44_8CHfemales",0.016595246,0.01561741,22,22,"CC","CH","F","F","C"
"169","C51","C51_1CCfemales","C51_1CHfemales",0.020017671,0.035252663,22,22,"CC","CH","F","F","C"
"170","C71","C71_1CCfemales","C71_1CHfemales",0.000325945,0.273756257,22,22,"CC","CH","F","F","C"
"171","C76","C76_1CCfemales","C76_1CHfemales",0.020585676,0.009452412,22,22,"CC","CH","F","F","C"
"172","C85","C85_1CCfemales","C85_5CHfemales",0.006681877,0.01059322,22,22,"CC","CH","F","F","C"
"173","C93","C93_1CCfemales","C93_2CHfemales",0.033331928,0.046579495,22,22,"CC","CH","F","F","C"
"174","H105","H105_6HHfemales","H105_1HCfemales",0.008188175,0.003911343,22,22,"HH","HC","F","F","H"
"175","H124","H124_2HHfemales","H124_1HCfemales",0,0.000364418,22,22,"HH","HC","F","F","H"
"176","H129","H129_1HHfemales","H129_1HCfemales",0.073015899,0.625152411,22,22,"HH","HC","F","F","H"
"177","H13","H13_6HHfemales","H13_1HCfemales",0.396815691,0.022322452,22,22,"HH","HC","F","F","H"
"178","H132","H132_1HHfemales","H132_1HCfemales",0.080983728,0.024934811,22,22,"HH","HC","F","F","H"
"179","H134","H134_3HHfemales","H134_1HCfemales",0.054552267,0.01988266,22,22,"HH","HC","F","F","H"
"180","H155","H155_1HHfemales","H155_1HCfemales",0.047691285,0.101281873,22,22,"HH","HC","F","F","H"
"181","H161","H161_9HHfemales","H161_1HCfemales",0.007822686,0.014106315,22,22,"HH","HC","F","F","H"
"182","H166","H166_1HHfemales","H166_1HCfemales",0.011508739,0.044018442,22,22,"HH","HC","F","F","H"
"183","H180","H180_4HHfemales","H180_1HCfemales",0.061683955,0.086695057,22,22,"HH","HC","F","F","H"
"184","H190","H190_2HHmales","H190_1HCfemales",0.211274377,0.007007823,22,22,"HH","HC","M","F","H"
"185","H25","H25_2HHfemales","H25_1HCfemales",0.188812934,0.011056144,22,22,"HH","HC","F","F","H"
"186","H32","H32_4HHfemales","H32_1HCfemales",0.018415906,0.001140808,22,22,"HH","HC","F","F","H"
"187","H42","H42_1HHfemales","H42_1HCfemales",0.010643275,0.007496741,22,22,"HH","HC","F","F","H"
"188","H50","H50_3HHfemales","H50_1HCfemales",0.134355189,0.021141028,22,22,"HH","HC","F","F","H"
"189","H51","H51_5HHfemales","H51_1HCfemales",0.021186441,0,22,22,"HH","HC","F","F","H"
"190","H55","H55_3HHfemales","H55_1HCfemales",0.02141355,0.016336806,22,22,"HH","HC","F","F","H"
"191","H83","H83_1HHfemales","H83_1HCfemales",0.00374837,0.017357756,22,22,"HH","HC","F","F","H"
"192","H86","H86_2HHfemales","H86_1HCfemales",0.008481804,0.012014561,22,22,"HH","HC","F","F","H"
"193","H87","H87_1HHfemales","H87_1HCmales",0.025963773,0.002118644,22,22,"HH","HC","F","M","H"
"194","H89","H89_2HHfemales","H89_1HCfemales",0.014527727,0.023355139,22,22,"HH","HC","F","F","H"
"195","H94","H94_1HHfemales","H94_1HCfemales",0.002118644,0.001303781,22,22,"HH","HC","F","F","H"
"196","H97","H97_5HHfemales","H97_1HCfemales",0.001792699,0.044139963,22,22,"HH","HC","F","F","H"
"197","C10","C10_1CCfemales","C10_1CHfemales",0.021037095,0,24,24,"CC","CH","F","F","C"
"198","C111","C111_1CCfemales","C111_2CHfemales",0.178518047,0.273717751,24,24,"CC","CH","F","F","C"
"199","C112","C112_1CCfemales","C112_1CHfemales",0.021996506,0,24,24,"CC","CH","F","F","C"
"200","C126","C126_1CCfemales","C126_1CHfemales",0.046960574,0.073724307,24,24,"CC","CH","F","F","C"
"201","C132","C132_1CCfemales","C132_1CHfemales",0.026471871,0.004074316,24,24,"CC","CH","F","F","C"
"202","C134","C134_1CCfemales","C134_1CHfemales",0.008537339,0.005835811,24,24,"CC","CH","F","F","C"
"203","C14","C14_1CCfemales","C14_1CHfemales",0.062611305,0.001955671,24,24,"CC","CH","F","F","C"
"204","C145","C145_1CCfemales","C145_3CHfemales",0.01016616,0.034237591,24,24,"CC","CH","F","F","C"
"205","C149","C149_1CCfemales","C149_4CHfemales",0.223878062,0.011863434,24,24,"CC","CH","F","F","C"
"206","C151","C151_1CCfemales","C151_1CHfemales",0.300504266,0.056676961,24,24,"CC","CH","F","F","C"
"207","C153","C153_1CCfemales","C153_1CHfemales",0.144349781,0.036677698,24,24,"CC","CH","F","F","C"
"208","C156","C156_1CCfemales","C156_1CHfemales",0.005704042,0.137812077,24,24,"CC","CH","F","F","C"
"209","C16","C16_1CCfemales","C16_2CHfemales",0.022803498,0.276267934,24,24,"CC","CH","F","F","C"
"210","C165","C165_1CCfemales","C165_1CHfemales",0.590100396,0.027851939,24,24,"CC","CH","F","F","C"
"211","C179","C179_1CCfemales","C179_5CHfemales",0.001140808,0.011956608,24,24,"CC","CH","F","F","C"
"212","C182","C182_1CCfemales","C182_7CHfemales",0.110434275,0.01221616,24,24,"CC","CH","F","F","C"
"213","C184","C184_1CCfemales","C184_1CHfemales",0.202870479,0,24,24,"CC","CH","F","F","C"
"214","C199","C199_1CCfemales","C199_1CHfemales",0.001628821,0.01472686,24,24,"CC","CH","F","F","C"
"215","C21","C21_1CCfemales","C21_5CHfemales",0.001534259,0.050716855,24,24,"CC","CH","F","F","C"
"216","C32","C32_1CCfemales","C32_3CHfemales",0.024930013,0.208784254,24,24,"CC","CH","F","F","C"
"217","C44","C44_1CCfemales","C44_8CHfemales",0.001370525,0.047952719,24,24,"CC","CH","F","F","C"
"218","C51","C51_1CCfemales","C51_1CHfemales",0.012120746,0.004341925,24,24,"CC","CH","F","F","C"
"219","C71","C71_1CCfemales","C71_1CHfemales",0.007329696,0.233412818,24,24,"CC","CH","F","F","C"
"220","C76","C76_1CCfemales","C76_1CHfemales",0.028110899,0.021011795,24,24,"CC","CH","F","F","C"
"221","C85","C85_1CCfemales","C85_5CHfemales",0.014822274,0.159420819,24,24,"CC","CH","F","F","C"
"222","C93","C93_1CCfemales","C93_2CHfemales",0.005880081,0.012588436,24,24,"CC","CH","F","F","C"
"223","H105","H105_6HHfemales","H105_1HCfemales",0.005771547,0.017135289,24,24,"HH","HC","F","F","H"
"224","H124","H124_2HHfemales","H124_1HCfemales",0.006352403,0.173834872,24,24,"HH","HC","F","F","H"
"225","H129","H129_1HHfemales","H129_1HCfemales",0.051803532,0.05043505,24,24,"HH","HC","F","F","H"
"226","H13","H13_6HHfemales","H13_1HCfemales",0.078709811,0.04590573,24,24,"HH","HC","F","F","H"
"227","H132","H132_1HHfemales","H132_1HCfemales",0.013268288,0.081116133,24,24,"HH","HC","F","F","H"
"228","H134","H134_3HHfemales","H134_1HCfemales",0.047674859,0.000325945,24,24,"HH","HC","F","F","H"
"229","H155","H155_1HHfemales","H155_1HCfemales",0.005863757,0.32335013,24,24,"HH","HC","F","F","H"
"230","H161","H161_9HHfemales","H161_1HCfemales",0.01253981,0.000162973,24,24,"HH","HC","F","F","H"
"231","H166","H166_1HHfemales","H166_1HCfemales",0.021575094,0.003746289,24,24,"HH","HC","F","F","H"
"232","H180","H180_4HHfemales","H180_1HCfemales",0.026549787,0.058329928,24,24,"HH","HC","F","F","H"
"233","H190","H190_2HHmales","H190_1HCfemales",0.183935361,0.002117468,24,24,"HH","HC","M","F","H"
"234","H25","H25_2HHfemales","H25_1HCfemales",0.038531755,0.024129416,24,24,"HH","HC","F","F","H"
"235","H32","H32_4HHfemales","H32_1HCfemales",0.013721621,0.000162882,24,24,"HH","HC","F","F","H"
"236","H42","H42_1HHfemales","H42_1HCfemales",0.071766772,0,24,24,"HH","HC","F","F","H"
"237","H50","H50_3HHfemales","H50_1HCfemales",0.023983195,0.015028247,24,24,"HH","HC","F","F","H"
"238","H51","H51_5HHfemales","H51_1HCfemales",0.03799591,0,24,24,"HH","HC","F","F","H"
"239","H55","H55_3HHfemales","H55_1HCfemales",0.042178582,0.040195673,24,24,"HH","HC","F","F","H"
"240","H83","H83_1HHfemales","H83_1HCfemales",0.03129652,0.0059428,24,24,"HH","HC","F","F","H"
"241","H86","H86_2HHfemales","H86_1HCfemales",0.020780129,0.007475137,24,24,"HH","HC","F","F","H"
"242","H87","H87_1HHfemales","H87_1HCmales",0.018973371,0.003583407,24,24,"HH","HC","F","M","H"
"243","H89","H89_2HHfemales","H89_1HCfemales",0.059930618,0.005537992,24,24,"HH","HC","F","F","H"
"244","H94","H94_1HHfemales","H94_1HCfemales",0,0.143628406,24,24,"HH","HC","F","F","H"
"245","H97","H97_5HHfemales","H97_1HCfemales",0.004726206,0.009121399,24,24,"HH","HC","F","F","H"
"246","C10","C10_1CCfemales","C10_1CHfemales",0.057040222,0.028177884,26,26,"CC","CH","F","F","C"
"247","C111","C111_1CCfemales","C111_2CHfemales",0.015667793,0.500344841,26,26,"CC","CH","F","F","C"
"248","C112","C112_1CCfemales","C112_1CHfemales",0.032049683,0,26,26,"CC","CH","F","F","C"
"249","C126","C126_1CCfemales","C126_1CHfemales",0.154281798,0.001140808,26,26,"CC","CH","F","F","C"
"250","C132","C132_1CCfemales","C132_1CHfemales",0.047211878,0.040167855,26,26,"CC","CH","F","F","C"
"251","C134","C134_1CCfemales","C134_1CHfemales",0.008705054,0,26,26,"CC","CH","F","F","C"
"252","C14","C14_1CCfemales","C14_1CHfemales",0.278120152,0.015350442,26,26,"CC","CH","F","F","C"
"253","C145","C145_1CCfemales","C145_3CHfemales",0.008216136,0.125116304,26,26,"CC","CH","F","F","C"
"254","C149","C149_1CCfemales","C149_4CHfemales",0.017612625,0,26,26,"CC","CH","F","F","C"
"255","C151","C151_1CCfemales","C151_1CHfemales",0.19887449,0.030638853,26,26,"CC","CH","F","F","C"
"256","C153","C153_1CCfemales","C153_1CHfemales",0.019691297,0.006355932,26,26,"CC","CH","F","F","C"
"257","C156","C156_1CCfemales","C156_1CHfemales",0.014178618,0.057102035,26,26,"CC","CH","F","F","C"
"258","C16","C16_1CCfemales","C16_2CHfemales",0.090503971,0.173069993,26,26,"CC","CH","F","F","C"
"259","C165","C165_1CCfemales","C165_1CHfemales",0.648707285,0.047252966,26,26,"CC","CH","F","F","C"
"260","C179","C179_1CCfemales","C179_5CHfemales",0.010604802,0.051402682,26,26,"CC","CH","F","F","C"
"261","C182","C182_1CCfemales","C182_7CHfemales",0.291873425,0.025260756,26,26,"CC","CH","F","F","C"
"262","C184","C184_1CCfemales","C184_1CHfemales",0.16339491,0,26,26,"CC","CH","F","F","C"
"263","C199","C199_1CCfemales","C199_1CHfemales",0.054013706,0.140315977,26,26,"CC","CH","F","F","C"
"264","C21","C21_1CCfemales","C21_5CHfemales",0.046596709,0.034435185,26,26,"CC","CH","F","F","C"
"265","C32","C32_1CCfemales","C32_3CHfemales",0.018212574,0.017764016,26,26,"CC","CH","F","F","C"
"266","C44","C44_1CCfemales","C44_8CHfemales",0.293307967,0.017966532,26,26,"CC","CH","F","F","C"
"267","C51","C51_1CCfemales","C51_1CHfemales",0.178454433,0.048857908,26,26,"CC","CH","F","F","C"
"268","C71","C71_1CCfemales","C71_1CHfemales",0.015005063,0.308719029,26,26,"CC","CH","F","F","C"
"269","C76","C76_1CCfemales","C76_1CHfemales",0.004074316,0.056842112,26,26,"CC","CH","F","F","C"
"270","C85","C85_1CCfemales","C85_5CHfemales",0.008800522,0.11525277,26,26,"CC","CH","F","F","C"
"271","C93","C93_1CCfemales","C93_2CHfemales",0.012928882,0.219572253,26,26,"CC","CH","F","F","C"
"272","H105","H105_6HHfemales","H105_1HCfemales",0.171835354,0.028309331,26,26,"HH","HC","F","F","H"
"273","H124","H124_2HHfemales","H124_1HCfemales",0.08821506,0.106959197,26,26,"HH","HC","F","F","H"
"274","H129","H129_1HHfemales","H129_1HCfemales",0.145538131,0.261537753,26,26,"HH","HC","F","F","H"
"275","H13","H13_6HHfemales","H13_1HCfemales",0.375071415,0.583515692,26,26,"HH","HC","F","F","H"
"276","H132","H132_1HHfemales","H132_1HCfemales",0.011406569,0.123374998,26,26,"HH","HC","F","F","H"
"277","H134","H134_3HHfemales","H134_1HCfemales",0.002286698,0.011897001,26,26,"HH","HC","F","F","H"
"278","H155","H155_1HHfemales","H155_1HCfemales",0.047308689,0.271647253,26,26,"HH","HC","F","F","H"
"279","H161","H161_9HHfemales","H161_1HCfemales",0.720973057,0.010068442,26,26,"HH","HC","F","F","H"
"280","H166","H166_1HHfemales","H166_1HCfemales",0.10081675,0.063976067,26,26,"HH","HC","F","F","H"
"281","H180","H180_4HHfemales","H180_1HCfemales",0.020928001,0.202662676,26,26,"HH","HC","F","F","H"
"282","H190","H190_2HHmales","H190_1HCfemales",0.319631114,0.148266646,26,26,"HH","HC","M","F","H"
"283","H25","H25_2HHfemales","H25_1HCfemales",0.009193972,0.077980159,26,26,"HH","HC","F","F","H"
"284","H32","H32_4HHfemales","H32_1HCfemales",0.562276454,0.010104302,26,26,"HH","HC","F","F","H"
"285","H42","H42_1HHfemales","H42_1HCfemales",0,0.000814863,26,26,"HH","HC","F","F","H"
"286","H50","H50_3HHfemales","H50_1HCfemales",0.067368829,0.338819458,26,26,"HH","HC","F","F","H"
"287","H51","H51_5HHfemales","H51_1HCfemales",0.004956684,0.033501597,26,26,"HH","HC","F","F","H"
"288","H55","H55_3HHfemales","H55_1HCfemales",0.020697523,0.405599193,26,26,"HH","HC","F","F","H"
"289","H83","H83_1HHfemales","H83_1HCfemales",0,0.036582174,26,26,"HH","HC","F","F","H"
"290","H86","H86_2HHfemales","H86_1HCfemales",0.160012156,0.001466754,26,26,"HH","HC","F","F","H"
"291","H87","H87_1HHfemales","H87_1HCmales",0.025074464,0.137790817,26,26,"HH","HC","F","M","H"
"292","H89","H89_2HHfemales","H89_1HCfemales",0.016877984,0.125164999,26,26,"HH","HC","F","F","H"
"293","H94","H94_1HHfemales","H94_1HCfemales",0.167128247,0.01948334,26,26,"HH","HC","F","F","H"
"294","H97","H97_5HHfemales","H97_1HCfemales",0.050312904,0.01743807,26,26,"HH","HC","F","F","H"
"295","C10","C10_1CCfemales","C10_1CHfemales",0.037265605,0.011671166,28,28,"CC","CH","F","F","C"
"296","C111","C111_1CCfemales","C111_2CHfemales",0.23861761,0.271133427,28,28,"CC","CH","F","F","C"
"297","C112","C112_1CCfemales","C112_1CHfemales",0.012704806,0.494876227,28,28,"CC","CH","F","F","C"
"298","C126","C126_1CCfemales","C126_1CHfemales",0.110785964,0.039974933,28,28,"CC","CH","F","F","C"
"299","C132","C132_1CCfemales","C132_1CHfemales",0.079530988,0.042410809,28,28,"CC","CH","F","F","C"
"300","C134","C134_1CCfemales","C134_1CHfemales",0.18136232,0.343693614,28,28,"CC","CH","F","F","C"
"301","C14","C14_1CCfemales","C14_1CHfemales",0.461282815,0.040481382,28,28,"CC","CH","F","F","C"
"302","C145","C145_1CCfemales","C145_3CHfemales",0.169331896,0.40293157,28,28,"CC","CH","F","F","C"
"303","C149","C149_1CCfemales","C149_4CHfemales",0.33881377,0.02296638,28,28,"CC","CH","F","F","C"
"304","C151","C151_1CCfemales","C151_1CHfemales",0.365322468,0.009447164,28,28,"CC","CH","F","F","C"
"305","C153","C153_1CCfemales","C153_1CHfemales",0.638968898,0.0354326,28,28,"CC","CH","F","F","C"
"306","C156","C156_1CCfemales","C156_1CHfemales",0.306042193,0.210068887,28,28,"CC","CH","F","F","C"
"307","C16","C16_1CCfemales","C16_2CHfemales",0.21014602,0.346492847,28,28,"CC","CH","F","F","C"
"308","C165","C165_1CCfemales","C165_1CHfemales",0.521351074,0,28,28,"CC","CH","F","F","C"
"309","C179","C179_1CCfemales","C179_5CHfemales",0.016569661,0.004514242,28,28,"CC","CH","F","F","C"
"310","C182","C182_1CCfemales","C182_7CHfemales",0.215991042,0.002931878,28,28,"CC","CH","F","F","C"
"311","C184","C184_1CCfemales","C184_1CHfemales",0.665629074,0.05648558,28,28,"CC","CH","F","F","C"
"312","C199","C199_1CCfemales","C199_1CHfemales",0.003746289,0.140783804,28,28,"CC","CH","F","F","C"
"313","C21","C21_1CCfemales","C21_5CHfemales",1.159692084,0.020710524,28,28,"CC","CH","F","F","C"
"314","C32","C32_1CCfemales","C32_3CHfemales",0.338964,0.460680999,28,28,"CC","CH","F","F","C"
"315","C44","C44_1CCfemales","C44_8CHfemales",0.299947359,0.121866361,28,28,"CC","CH","F","F","C"
"316","C51","C51_1CCfemales","C51_1CHfemales",1.063777149,0.020962661,28,28,"CC","CH","F","F","C"
"317","C71","C71_1CCfemales","C71_1CHfemales",0.189188613,0.276583092,28,28,"CC","CH","F","F","C"
"318","C76","C76_1CCfemales","C76_1CHfemales",0.007897386,0.017146043,28,28,"CC","CH","F","F","C"
"319","C85","C85_1CCfemales","C85_5CHfemales",0.085289523,0.014015645,28,28,"CC","CH","F","F","C"
"320","C93","C93_1CCfemales","C93_2CHfemales",0.496922446,0.236332086,28,28,"CC","CH","F","F","C"
"321","H105","H105_6HHfemales","H105_1HCfemales",0.088588309,0.175686934,28,28,"HH","HC","F","F","H"
"322","H124","H124_2HHfemales","H124_1HCfemales",0.112134672,0.13329197,28,28,"HH","HC","F","F","H"
"323","H129","H129_1HHfemales","H129_1HCfemales",0.241012803,0.948719494,28,28,"HH","HC","F","F","H"
