"","mother_id","unique_m","unique_mm","Speed_m","Speed_mm","Temp_m","Temp_mm","Condition_m","Condition_mm","Sex_m","Sex_mm","mom_c"
"324","H13","H13_6HHfemales","H13_1HCfemales",0.294522008,0.400143374,28,28,"HH","HC","F","F","H"
"325","H132","H132_1HHfemales","H132_1HCfemales",0.130877407,0.29808904,28,28,"HH","HC","F","F","H"
"326","H134","H134_3HHfemales","H134_1HCfemales",0.199333351,0.025827328,28,28,"HH","HC","F","F","H"
"327","H155","H155_1HHfemales","H155_1HCfemales",0.237175351,0.369280347,28,28,"HH","HC","F","F","H"
"328","H161","H161_9HHfemales","H161_1HCfemales",0.279183173,0.053109976,28,28,"HH","HC","F","F","H"
"329","H166","H166_1HHfemales","H166_1HCfemales",0.077219894,0.06650189,28,28,"HH","HC","F","F","H"
"330","H180","H180_4HHfemales","H180_1HCfemales",0,0.728981354,28,28,"HH","HC","F","F","H"
"331","H190","H190_2HHmales","H190_1HCfemales",0.160425652,0.016690725,28,28,"HH","HC","M","F","H"
"332","H25","H25_2HHfemales","H25_1HCfemales",0.386692663,0.200991094,28,28,"HH","HC","F","F","H"
"333","H32","H32_4HHfemales","H32_1HCfemales",0.298745988,0.030735189,28,28,"HH","HC","F","F","H"
"334","H42","H42_1HHfemales","H42_1HCfemales",0,0.002877584,28,28,"HH","HC","F","F","H"
"335","H50","H50_3HHfemales","H50_1HCfemales",0,0.624264593,28,28,"HH","HC","F","F","H"
"336","H51","H51_5HHfemales","H51_1HCfemales",0.027038434,0.23971081,28,28,"HH","HC","F","F","H"
"337","H55","H55_3HHfemales","H55_1HCfemales",0.061492905,0.83086253,28,28,"HH","HC","F","F","H"
"338","H83","H83_1HHfemales","H83_1HCfemales",0.376999024,0.547363539,28,28,"HH","HC","F","F","H"
"339","H86","H86_2HHfemales","H86_1HCfemales",0.217173458,0.253328658,28,28,"HH","HC","F","F","H"
"340","H87","H87_1HHfemales","H87_1HCmales",0.082898688,0.145229568,28,28,"HH","HC","F","M","H"
"341","H89","H89_2HHfemales","H89_1HCfemales",0.439823865,0.088272042,28,28,"HH","HC","F","F","H"
"342","H94","H94_1HHfemales","H94_1HCfemales",0.000651529,0.004600221,28,28,"HH","HC","F","F","H"
"343","H97","H97_5HHfemales","H97_1HCfemales",0.042499255,0.442540286,28,28,"HH","HC","F","F","H"
"344","C10","C10_1CCfemales","C10_1CHfemales",1.275880049,1.019853625,30,30,"CC","CH","F","F","C"
"345","C111","C111_1CCfemales","C111_2CHfemales",0.792419475,0.414283324,30,30,"CC","CH","F","F","C"
"346","C112","C112_1CCfemales","C112_1CHfemales",0.252088276,0.348494074,30,30,"CC","CH","F","F","C"
"347","C126","C126_1CCfemales","C126_1CHfemales",0.562064598,0.681097942,30,30,"CC","CH","F","F","C"
"348","C132","C132_1CCfemales","C132_1CHfemales",0.993996328,0.37427417,30,30,"CC","CH","F","F","C"
"349","C134","C134_1CCfemales","C134_1CHfemales",0.166103817,0.599723175,30,30,"CC","CH","F","F","C"
"350","C14","C14_1CCfemales","C14_1CHfemales",0.47258705,0.478603062,30,30,"CC","CH","F","F","C"
"351","C145","C145_1CCfemales","C145_3CHfemales",0.585647482,0.576935918,30,30,"CC","CH","F","F","C"
"352","C149","C149_1CCfemales","C149_4CHfemales",0.253743885,0.180312787,30,30,"CC","CH","F","F","C"
"353","C151","C151_1CCfemales","C151_1CHfemales",0.844191579,0.088610151,30,30,"CC","CH","F","F","C"
"354","C153","C153_1CCfemales","C153_1CHfemales",0.63887707,1.426397553,30,30,"CC","CH","F","F","C"
"355","C156","C156_1CCfemales","C156_1CHfemales",0.244985459,0.34716502,30,30,"CC","CH","F","F","C"
"356","C16","C16_1CCfemales","C16_2CHfemales",0.670151753,0.42115881,30,30,"CC","CH","F","F","C"
"357","C165","C165_1CCfemales","C165_1CHfemales",1.378056792,0.439787762,30,30,"CC","CH","F","F","C"
"358","C179","C179_1CCfemales","C179_5CHfemales",0.21003963,0.136980634,30,30,"CC","CH","F","F","C"
"359","C182","C182_1CCfemales","C182_7CHfemales",0.016916592,0.279413116,30,30,"CC","CH","F","F","C"
"360","C184","C184_1CCfemales","C184_1CHfemales",0.70636254,0.118780387,30,30,"CC","CH","F","F","C"
"361","C199","C199_1CCfemales","C199_1CHfemales",1.030168917,0.445090053,30,30,"CC","CH","F","F","C"
"362","C21","C21_1CCfemales","C21_5CHfemales",1.207827481,0.395896485,30,30,"CC","CH","F","F","C"
"363","C32","C32_1CCfemales","C32_3CHfemales",0.522642937,0.335875504,30,30,"CC","CH","F","F","C"
"364","C44","C44_1CCfemales","C44_8CHfemales",0.636699781,0.322746397,30,30,"CC","CH","F","F","C"
"365","C51","C51_1CCfemales","C51_1CHfemales",0.975077962,0.51400621,30,30,"CC","CH","F","F","C"
"366","C71","C71_1CCfemales","C71_1CHfemales",0.606642658,0.383696098,30,30,"CC","CH","F","F","C"
"367","C76","C76_1CCfemales","C76_1CHfemales",0.046111053,0.22948899,30,30,"CC","CH","F","F","C"
"368","C85","C85_1CCfemales","C85_5CHfemales",0.552807737,0.400538365,30,30,"CC","CH","F","F","C"
"369","C93","C93_1CCfemales","C93_2CHfemales",0.925645154,0.89685565,30,30,"CC","CH","F","F","C"
"370","H105","H105_6HHfemales","H105_1HCfemales",0.204768321,0.31493218,30,30,"HH","HC","F","F","H"
"371","H124","H124_2HHfemales","H124_1HCfemales",0.586443564,0.775911108,30,30,"HH","HC","F","F","H"
"372","H129","H129_1HHfemales","H129_1HCfemales",0.445737762,1.343845142,30,30,"HH","HC","F","F","H"
"373","H13","H13_6HHfemales","H13_1HCfemales",0.404704871,1.078047197,30,30,"HH","HC","F","F","H"
"374","H132","H132_1HHfemales","H132_1HCfemales",0.622149005,0.400896034,30,30,"HH","HC","F","F","H"
"375","H134","H134_3HHfemales","H134_1HCfemales",0.488256598,0.30031885,30,30,"HH","HC","F","F","H"
"376","H155","H155_1HHfemales","H155_1HCfemales",1.08673336,0.262852691,30,30,"HH","HC","F","F","H"
"377","H161","H161_9HHfemales","H161_1HCfemales",0.459666237,0.125900866,30,30,"HH","HC","F","F","H"
"378","H166","H166_1HHfemales","H166_1HCfemales",0.617132462,0.211713892,30,30,"HH","HC","F","F","H"
"379","H180","H180_4HHfemales","H180_1HCfemales",0.016639432,1.704974719,30,30,"HH","HC","F","F","H"
"380","H190","H190_2HHmales","H190_1HCfemales",0.706815848,0.331424567,30,30,"HH","HC","M","F","H"
"381","H25","H25_2HHfemales","H25_1HCfemales",0.488170245,0.543266503,30,30,"HH","HC","F","F","H"
"382","H32","H32_4HHfemales","H32_1HCfemales",0.295310034,0.40254414,30,30,"HH","HC","F","F","H"
"383","H42","H42_1HHfemales","H42_1HCfemales",0.736331963,0.860266222,30,30,"HH","HC","F","F","H"
"384","H50","H50_3HHfemales","H50_1HCfemales",0.006979861,0.733035105,30,30,"HH","HC","F","F","H"
"385","H51","H51_5HHfemales","H51_1HCfemales",0.162773847,0.241573119,30,30,"HH","HC","F","F","H"
"386","H55","H55_3HHfemales","H55_1HCfemales",0.139831859,0.960495842,30,30,"HH","HC","F","F","H"
"387","H83","H83_1HHfemales","H83_1HCfemales",1.107913311,1.478518705,30,30,"HH","HC","F","F","H"
"388","H86","H86_2HHfemales","H86_1HCfemales",0.486564239,0.595413167,30,30,"HH","HC","F","F","H"
"389","H87","H87_1HHfemales","H87_1HCmales",0.074643539,1.27203782,30,30,"HH","HC","F","M","H"
"390","H89","H89_2HHfemales","H89_1HCfemales",0.538529041,0.375825205,30,30,"HH","HC","F","F","H"
"391","H94","H94_1HHfemales","H94_1HCfemales",0.43697314,0.182373867,30,30,"HH","HC","F","F","H"
"392","H97","H97_5HHfemales","H97_1HCfemales",0.354678991,1.240532214,30,30,"HH","HC","F","F","H"
"393","C10","C10_1CCfemales","C10_1CHfemales",1.693178058,1.274054469,32,32,"CC","CH","F","F","C"
"394","C111","C111_1CCfemales","C111_2CHfemales",0.965685501,1.062721092,32,32,"CC","CH","F","F","C"
"395","C112","C112_1CCfemales","C112_1CHfemales",0.347850246,1.108940106,32,32,"CC","CH","F","F","C"
"396","C126","C126_1CCfemales","C126_1CHfemales",1.392357841,1.467626708,32,32,"CC","CH","F","F","C"
"397","C132","C132_1CCfemales","C132_1CHfemales",1.123157412,0.617083689,32,32,"CC","CH","F","F","C"
"398","C134","C134_1CCfemales","C134_1CHfemales",1.364256046,0.502769543,32,32,"CC","CH","F","F","C"
"399","C14","C14_1CCfemales","C14_1CHfemales",1.551240234,0.876034276,32,32,"CC","CH","F","F","C"
"400","C145","C145_1CCfemales","C145_3CHfemales",1.341782229,0.806437915,32,32,"CC","CH","F","F","C"
"401","C149","C149_1CCfemales","C149_4CHfemales",1.315848159,0.746496323,32,32,"CC","CH","F","F","C"
"402","C151","C151_1CCfemales","C151_1CHfemales",1.127844549,1.041905413,32,32,"CC","CH","F","F","C"
"403","C153","C153_1CCfemales","C153_1CHfemales",1.17160676,1.446617613,32,32,"CC","CH","F","F","C"
"404","C156","C156_1CCfemales","C156_1CHfemales",1.122871054,0.644689234,32,32,"CC","CH","F","F","C"
"405","C16","C16_1CCfemales","C16_2CHfemales",1.38481263,1.000135202,32,32,"CC","CH","F","F","C"
"406","C165","C165_1CCfemales","C165_1CHfemales",1.518278522,0.050904948,32,32,"CC","CH","F","F","C"
"407","C179","C179_1CCfemales","C179_5CHfemales",0.256096126,0.582153198,32,32,"CC","CH","F","F","C"
"408","C182","C182_1CCfemales","C182_7CHfemales",0.868792455,0.486961688,32,32,"CC","CH","F","F","C"
"409","C184","C184_1CCfemales","C184_1CHfemales",0.53633142,0.433965885,32,32,"CC","CH","F","F","C"
"410","C199","C199_1CCfemales","C199_1CHfemales",1.382125007,0.933420505,32,32,"CC","CH","F","F","C"
"411","C21","C21_1CCfemales","C21_5CHfemales",1.493033207,0.631703144,32,32,"CC","CH","F","F","C"
"412","C32","C32_1CCfemales","C32_3CHfemales",1.361084577,1.012087218,32,32,"CC","CH","F","F","C"
"413","C44","C44_1CCfemales","C44_8CHfemales",1.12653237,0.493475757,32,32,"CC","CH","F","F","C"
"414","C51","C51_1CCfemales","C51_1CHfemales",1.197742335,1.024359291,32,32,"CC","CH","F","F","C"
"415","C71","C71_1CCfemales","C71_1CHfemales",1.098651664,1.283146211,32,32,"CC","CH","F","F","C"
"416","C76","C76_1CCfemales","C76_1CHfemales",0.74306361,0.551045998,32,32,"CC","CH","F","F","C"
"417","C85","C85_1CCfemales","C85_5CHfemales",0.595156125,1.100974405,32,32,"CC","CH","F","F","C"
"418","C93","C93_1CCfemales","C93_2CHfemales",1.286144091,1.249716599,32,32,"CC","CH","F","F","C"
"419","H105","H105_6HHfemales","H105_1HCfemales",0.764043411,1.560559308,32,32,"HH","HC","F","F","H"
"420","H124","H124_2HHfemales","H124_1HCfemales",0.942218536,1.494833046,32,32,"HH","HC","F","F","H"
"421","H129","H129_1HHfemales","H129_1HCfemales",0.939661306,1.064632286,32,32,"HH","HC","F","F","H"
"422","H13","H13_6HHfemales","H13_1HCfemales",1.195031682,1.000121627,32,32,"HH","HC","F","F","H"
"423","H132","H132_1HHfemales","H132_1HCfemales",1.335318638,1.442354841,32,32,"HH","HC","F","F","H"
"424","H134","H134_3HHfemales","H134_1HCfemales",0.811835742,0.956950475,32,32,"HH","HC","F","F","H"
"425","H155","H155_1HHfemales","H155_1HCfemales",1.046620266,0.337125029,32,32,"HH","HC","F","F","H"
"426","H161","H161_9HHfemales","H161_1HCfemales",0.790192559,0.514434173,32,32,"HH","HC","F","F","H"
"427","H166","H166_1HHfemales","H166_1HCfemales",0.509122314,0.954174828,32,32,"HH","HC","F","F","H"
"428","H180","H180_4HHfemales","H180_1HCfemales",0.420575739,1.625082823,32,32,"HH","HC","F","F","H"
"429","H190","H190_2HHmales","H190_1HCfemales",1.230517899,1.206952746,32,32,"HH","HC","M","F","H"
"430","H25","H25_2HHfemales","H25_1HCfemales",0.984807585,0.604044705,32,32,"HH","HC","F","F","H"
"431","H32","H32_4HHfemales","H32_1HCfemales",0.517279279,1.3422888,32,32,"HH","HC","F","F","H"
"432","H42","H42_1HHfemales","H42_1HCfemales",1.159496238,1.134090232,32,32,"HH","HC","F","F","H"
"433","H50","H50_3HHfemales","H50_1HCfemales",0.363469481,0.922874723,32,32,"HH","HC","F","F","H"
"434","H51","H51_5HHfemales","H51_1HCfemales",0.852318077,1.574446466,32,32,"HH","HC","F","F","H"
"435","H55","H55_3HHfemales","H55_1HCfemales",0.490821486,1.547122405,32,32,"HH","HC","F","F","H"
"436","H83","H83_1HHfemales","H83_1HCfemales",1.342999431,1.452368481,32,32,"HH","HC","F","F","H"
"437","H86","H86_2HHfemales","H86_1HCfemales",0.749134395,1.520052811,32,32,"HH","HC","F","F","H"
"438","H87","H87_1HHfemales","H87_1HCmales",0.735024766,1.206819924,32,32,"HH","HC","F","M","H"
"439","H89","H89_2HHfemales","H89_1HCfemales",1.147222486,1.18279652,32,32,"HH","HC","F","F","H"
"440","H94","H94_1HHfemales","H94_1HCfemales",0.793652468,1.151093315,32,32,"HH","HC","F","F","H"
"441","H97","H97_5HHfemales","H97_1HCfemales",0.003593912,1.27803163,32,32,"HH","HC","F","F","H"
"442","C10","C10_1CCfemales","C10_1CHfemales",1.908736651,0.897934505,34,34,"CC","CH","F","F","C"
"443","C111","C111_1CCfemales","C111_2CHfemales",0.909699092,1.549331623,34,34,"CC","CH","F","F","C"
"444","C112","C112_1CCfemales","C112_1CHfemales",1.035879208,1.249470936,34,34,"CC","CH","F","F","C"
"445","C126","C126_1CCfemales","C126_1CHfemales",1.608907755,1.487803149,34,34,"CC","CH","F","F","C"
"446","C132","C132_1CCfemales","C132_1CHfemales",1.129968252,1.187733274,34,34,"CC","CH","F","F","C"
"447","C134","C134_1CCfemales","C134_1CHfemales",1.35810084,0.743337297,34,34,"CC","CH","F","F","C"
"448","C14","C14_1CCfemales","C14_1CHfemales",1.603394731,1.632876466,34,34,"CC","CH","F","F","C"
"449","C145","C145_1CCfemales","C145_3CHfemales",1.551790927,1.226060224,34,34,"CC","CH","F","F","C"
"450","C149","C149_1CCfemales","C149_4CHfemales",1.377375751,1.044290252,34,34,"CC","CH","F","F","C"
"451","C151","C151_1CCfemales","C151_1CHfemales",0.917216426,1.383348077,34,34,"CC","CH","F","F","C"
"452","C153","C153_1CCfemales","C153_1CHfemales",1.081077256,1.142825041,34,34,"CC","CH","F","F","C"
"453","C156","C156_1CCfemales","C156_1CHfemales",1.396009224,0.845353292,34,34,"CC","CH","F","F","C"
"454","C16","C16_1CCfemales","C16_2CHfemales",1.058769689,1.170116629,34,34,"CC","CH","F","F","C"
"455","C165","C165_1CCfemales","C165_1CHfemales",1.37502802,0.352098455,34,34,"CC","CH","F","F","C"
"456","C179","C179_1CCfemales","C179_5CHfemales",1.364711784,0.996614378,34,34,"CC","CH","F","F","C"
"457","C182","C182_1CCfemales","C182_7CHfemales",1.369929683,1.454695864,34,34,"CC","CH","F","F","C"
"458","C184","C184_1CCfemales","C184_1CHfemales",1.478384271,0.559311677,34,34,"CC","CH","F","F","C"
"459","C199","C199_1CCfemales","C199_1CHfemales",1.16383467,1.233640278,34,34,"CC","CH","F","F","C"
"460","C21","C21_1CCfemales","C21_5CHfemales",0.875915317,1.055596971,34,34,"CC","CH","F","F","C"
"461","C32","C32_1CCfemales","C32_3CHfemales",1.584745913,1.334301731,34,34,"CC","CH","F","F","C"
"462","C44","C44_1CCfemales","C44_8CHfemales",1.726337355,1.245781696,34,34,"CC","CH","F","F","C"
"463","C51","C51_1CCfemales","C51_1CHfemales",1.207719859,1.239644924,34,34,"CC","CH","F","F","C"
"464","C71","C71_1CCfemales","C71_1CHfemales",1.052712218,1.500183203,34,34,"CC","CH","F","F","C"
"465","C76","C76_1CCfemales","C76_1CHfemales",0.602864918,1.342908553,34,34,"CC","CH","F","F","C"
"466","C85","C85_1CCfemales","C85_5CHfemales",1.012281121,1.292980308,34,34,"CC","CH","F","F","C"
"467","C93","C93_1CCfemales","C93_2CHfemales",1.36304442,1.48801491,34,34,"CC","CH","F","F","C"
"468","H105","H105_6HHfemales","H105_1HCfemales",1.309189345,1.302953115,34,34,"HH","HC","F","F","H"
"469","H124","H124_2HHfemales","H124_1HCfemales",1.624564575,1.276419391,34,34,"HH","HC","F","F","H"
"470","H129","H129_1HHfemales","H129_1HCfemales",1.527335075,1.102271656,34,34,"HH","HC","F","F","H"
"471","H13","H13_6HHfemales","H13_1HCfemales",1.225460224,1.348243282,34,34,"HH","HC","F","F","H"
"472","H132","H132_1HHfemales","H132_1HCfemales",1.676633028,1.725411106,34,34,"HH","HC","F","F","H"
"473","H134","H134_3HHfemales","H134_1HCfemales",0.791076376,1.052857393,34,34,"HH","HC","F","F","H"
"474","H155","H155_1HHfemales","H155_1HCfemales",1.371601116,0.203694345,34,34,"HH","HC","F","F","H"
"475","H161","H161_9HHfemales","H161_1HCfemales",1.331024151,0.901334339,34,34,"HH","HC","F","F","H"
"476","H166","H166_1HHfemales","H166_1HCfemales",0.607025502,1.42460595,34,34,"HH","HC","F","F","H"
"477","H180","H180_4HHfemales","H180_1HCfemales",1.392874369,1.334158204,34,34,"HH","HC","F","F","H"
"478","H190","H190_2HHmales","H190_1HCfemales",1.532614245,1.051026037,34,34,"HH","HC","M","F","H"
"479","H25","H25_2HHfemales","H25_1HCfemales",1.286535954,0.553598808,34,34,"HH","HC","F","F","H"
"480","H32","H32_4HHfemales","H32_1HCfemales",0.357188576,1.393734414,34,34,"HH","HC","F","F","H"
"481","H42","H42_1HHfemales","H42_1HCfemales",1.508273384,1.037280145,34,34,"HH","HC","F","F","H"
"482","H50","H50_3HHfemales","H50_1HCfemales",0.947819011,0.984592235,34,34,"HH","HC","F","F","H"
"483","H51","H51_5HHfemales","H51_1HCfemales",1.253701615,1.670198897,34,34,"HH","HC","F","F","H"
"484","H55","H55_3HHfemales","H55_1HCfemales",1.011119643,1.52168492,34,34,"HH","HC","F","F","H"
"485","H83","H83_1HHfemales","H83_1HCfemales",0.989902666,1.479347768,34,34,"HH","HC","F","F","H"
"486","H86","H86_2HHfemales","H86_1HCfemales",1.240084593,1.042935037,34,34,"HH","HC","F","F","H"
"487","H87","H87_1HHfemales","H87_1HCmales",1.542560422,1.378588506,34,34,"HH","HC","F","M","H"
"488","H89","H89_2HHfemales","H89_1HCfemales",1.572327067,1.642189704,34,34,"HH","HC","F","F","H"
"489","H94","H94_1HHfemales","H94_1HCfemales",1.578072305,1.48707215,34,34,"HH","HC","F","F","H"
"490","H97","H97_5HHfemales","H97_1HCfemales",0.282589235,1.42366,34,34,"HH","HC","F","F","H"
"491","C10","C10_1CCfemales","C10_1CHfemales",2.029805082,1.38407631,36,36,"CC","CH","F","F","C"
"492","C111","C111_1CCfemales","C111_2CHfemales",0.835812609,1.599924566,36,36,"CC","CH","F","F","C"
"493","C112","C112_1CCfemales","C112_1CHfemales",1.330676006,1.382191135,36,36,"CC","CH","F","F","C"
"494","C126","C126_1CCfemales","C126_1CHfemales",1.490696969,1.384764518,36,36,"CC","CH","F","F","C"
"495","C132","C132_1CCfemales","C132_1CHfemales",0.704846538,1.767703983,36,36,"CC","CH","F","F","C"
"496","C134","C134_1CCfemales","C134_1CHfemales",1.153594074,0.687621231,36,36,"CC","CH","F","F","C"
"497","C14","C14_1CCfemales","C14_1CHfemales",1.541558248,1.508354871,36,36,"CC","CH","F","F","C"
"498","C145","C145_1CCfemales","C145_3CHfemales",1.466426624,1.098420937,36,36,"CC","CH","F","F","C"
"499","C149","C149_1CCfemales","C149_4CHfemales",1.343942806,1.258722217,36,36,"CC","CH","F","F","C"
"500","C151","C151_1CCfemales","C151_1CHfemales",1.193167984,1.072945454,36,36,"CC","CH","F","F","C"
"501","C153","C153_1CCfemales","C153_1CHfemales",1.066217409,1.371776825,36,36,"CC","CH","F","F","C"
"502","C156","C156_1CCfemales","C156_1CHfemales",1.386501593,0.988082161,36,36,"CC","CH","F","F","C"
"503","C16","C16_1CCfemales","C16_2CHfemales",1.393983114,1.333606494,36,36,"CC","CH","F","F","C"
"504","C165","C165_1CCfemales","C165_1CHfemales",1.212203515,0.432020506,36,36,"CC","CH","F","F","C"
"505","C179","C179_1CCfemales","C179_5CHfemales",1.345852325,1.113101513,36,36,"CC","CH","F","F","C"
"506","C182","C182_1CCfemales","C182_7CHfemales",1.069041641,1.469636594,36,36,"CC","CH","F","F","C"
"507","C184","C184_1CCfemales","C184_1CHfemales",1.191089416,1.147155352,36,36,"CC","CH","F","F","C"
"508","C199","C199_1CCfemales","C199_1CHfemales",1.572485742,1.173453458,36,36,"CC","CH","F","F","C"
"509","C21","C21_1CCfemales","C21_5CHfemales",1.267482488,1.010833229,36,36,"CC","CH","F","F","C"
"510","C32","C32_1CCfemales","C32_3CHfemales",1.569450295,0.715436596,36,36,"CC","CH","F","F","C"
"511","C44","C44_1CCfemales","C44_8CHfemales",1.747322883,1.267161958,36,36,"CC","CH","F","F","C"
"512","C51","C51_1CCfemales","C51_1CHfemales",0.984671221,0.684043253,36,36,"CC","CH","F","F","C"
"513","C71","C71_1CCfemales","C71_1CHfemales",1.310175152,1.810839968,36,36,"CC","CH","F","F","C"
"514","C76","C76_1CCfemales","C76_1CHfemales",1.316112244,1.796923372,36,36,"CC","CH","F","F","C"
"515","C85","C85_1CCfemales","C85_5CHfemales",1.170273527,1.529477121,36,36,"CC","CH","F","F","C"
"516","C93","C93_1CCfemales","C93_2CHfemales",1.355800815,1.259401139,36,36,"CC","CH","F","F","C"
"517","H105","H105_6HHfemales","H105_1HCfemales",1.829253144,1.588969265,36,36,"HH","HC","F","F","H"
"518","H124","H124_2HHfemales","H124_1HCfemales",0.817004566,1.303101384,36,36,"HH","HC","F","F","H"
"519","H129","H129_1HHfemales","H129_1HCfemales",0.665547366,1.207621805,36,36,"HH","HC","F","F","H"
"520","H13","H13_6HHfemales","H13_1HCfemales",1.569145001,1.296626795,36,36,"HH","HC","F","F","H"
"521","H132","H132_1HHfemales","H132_1HCfemales",1.815055316,1.767588026,36,36,"HH","HC","F","F","H"
"522","H134","H134_3HHfemales","H134_1HCfemales",0.743643543,1.269657199,36,36,"HH","HC","F","F","H"
"523","H155","H155_1HHfemales","H155_1HCfemales",1.483042616,0.018535885,36,36,"HH","HC","F","F","H"
"524","H161","H161_9HHfemales","H161_1HCfemales",1.192943631,0.990454188,36,36,"HH","HC","F","F","H"
"525","H166","H166_1HHfemales","H166_1HCfemales",1.140235352,1.858670345,36,36,"HH","HC","F","F","H"
"526","H180","H180_4HHfemales","H180_1HCfemales",1.38913498,1.653846557,36,36,"HH","HC","F","F","H"
"527","H190","H190_2HHmales","H190_1HCfemales",1.668409803,1.132307098,36,36,"HH","HC","M","F","H"
"528","H25","H25_2HHfemales","H25_1HCfemales",1.440934766,0.599614857,36,36,"HH","HC","F","F","H"
"529","H32","H32_4HHfemales","H32_1HCfemales",0.871755092,1.397052096,36,36,"HH","HC","F","F","H"
"530","H42","H42_1HHfemales","H42_1HCfemales",1.467214639,0.958858685,36,36,"HH","HC","F","F","H"
"531","H50","H50_3HHfemales","H50_1HCfemales",0.662374712,1.237685097,36,36,"HH","HC","F","F","H"
"532","H51","H51_5HHfemales","H51_1HCfemales",1.729854915,1.627002999,36,36,"HH","HC","F","F","H"
"533","H55","H55_3HHfemales","H55_1HCfemales",1.098487443,1.34505367,36,36,"HH","HC","F","F","H"
"534","H83","H83_1HHfemales","H83_1HCfemales",1.57192221,1.209477733,36,36,"HH","HC","F","F","H"
"535","H86","H86_2HHfemales","H86_1HCfemales",1.583537184,0.977699939,36,36,"HH","HC","F","F","H"
"536","H87","H87_1HHfemales","H87_1HCmales",1.495931079,1.234869009,36,36,"HH","HC","F","M","H"
"537","H89","H89_2HHfemales","H89_1HCfemales",1.45646641,1.323546935,36,36,"HH","HC","F","F","H"
"538","H94","H94_1HHfemales","H94_1HCfemales",1.675257574,1.727087602,36,36,"HH","HC","F","F","H"
"539","H97","H97_5HHfemales","H97_1HCfemales",0.9498779,1.591167015,36,36,"HH","HC","F","F","H"
"540","C10","C10_1CCfemales","C10_1CHfemales",1.665434938,1.223338413,38,38,"CC","CH","F","F","C"
"541","C111","C111_1CCfemales","C111_2CHfemales",0.742335176,1.788066343,38,38,"CC","CH","F","F","C"
"542","C112","C112_1CCfemales","C112_1CHfemales",1.147700157,1.219857128,38,38,"CC","CH","F","F","C"
"543","C126","C126_1CCfemales","C126_1CHfemales",1.078624406,1.327406951,38,38,"CC","CH","F","F","C"
"544","C132","C132_1CCfemales","C132_1CHfemales",0.463606808,1.601228247,38,38,"CC","CH","F","F","C"
"545","C134","C134_1CCfemales","C134_1CHfemales",1.237445666,0.804465225,38,38,"CC","CH","F","F","C"
"546","C14","C14_1CCfemales","C14_1CHfemales",1.228162413,1.769980212,38,38,"CC","CH","F","F","C"
"547","C145","C145_1CCfemales","C145_3CHfemales",1.413734007,0.595552041,38,38,"CC","CH","F","F","C"
"548","C149","C149_1CCfemales","C149_4CHfemales",1.183605567,1.485585546,38,38,"CC","CH","F","F","C"
"549","C151","C151_1CCfemales","C151_1CHfemales",1.078080622,1.021810295,38,38,"CC","CH","F","F","C"
"550","C153","C153_1CCfemales","C153_1CHfemales",0.628730856,1.444930787,38,38,"CC","CH","F","F","C"
"551","C156","C156_1CCfemales","C156_1CHfemales",1.474976918,1.559535935,38,38,"CC","CH","F","F","C"
"552","C16","C16_1CCfemales","C16_2CHfemales",1.080890584,0.91488267,38,38,"CC","CH","F","F","C"
"553","C165","C165_1CCfemales","C165_1CHfemales",1.135002873,0.364670312,38,38,"CC","CH","F","F","C"
"554","C179","C179_1CCfemales","C179_5CHfemales",1.335584894,1.436594938,38,38,"CC","CH","F","F","C"
"555","C182","C182_1CCfemales","C182_7CHfemales",1.270944397,1.513889877,38,38,"CC","CH","F","F","C"
"556","C184","C184_1CCfemales","C184_1CHfemales",1.044909246,0.533929293,38,38,"CC","CH","F","F","C"
"557","C199","C199_1CCfemales","C199_1CHfemales",1.106692659,1.323550425,38,38,"CC","CH","F","F","C"
"558","C21","C21_1CCfemales","C21_5CHfemales",0.806745563,1.089773236,38,38,"CC","CH","F","F","C"
"559","C32","C32_1CCfemales","C32_3CHfemales",1.331019585,1.065729189,38,38,"CC","CH","F","F","C"
"560","C44","C44_1CCfemales","C44_8CHfemales",1.436095623,1.282834735,38,38,"CC","CH","F","F","C"
"561","C51","C51_1CCfemales","C51_1CHfemales",1.099753555,0.908937802,38,38,"CC","CH","F","F","C"
"562","C71","C71_1CCfemales","C71_1CHfemales",1.379194737,1.796316259,38,38,"CC","CH","F","F","C"
"563","C76","C76_1CCfemales","C76_1CHfemales",1.275415511,1.805031073,38,38,"CC","CH","F","F","C"
"564","C85","C85_1CCfemales","C85_5CHfemales",1.555311331,1.64173904,38,38,"CC","CH","F","F","C"
"565","C93","C93_1CCfemales","C93_2CHfemales",1.228888517,1.530024232,38,38,"CC","CH","F","F","C"
"566","H105","H105_6HHfemales","H105_1HCfemales",1.629954588,1.562892061,38,38,"HH","HC","F","F","H"
"567","H124","H124_2HHfemales","H124_1HCfemales",1.088689836,0.960690682,38,38,"HH","HC","F","F","H"
"568","H129","H129_1HHfemales","H129_1HCfemales",1.160969932,0.927675089,38,38,"HH","HC","F","F","H"
"569","H13","H13_6HHfemales","H13_1HCfemales",1.464161323,0.915583805,38,38,"HH","HC","F","F","H"
"570","H132","H132_1HHfemales","H132_1HCfemales",1.912640854,1.419386735,38,38,"HH","HC","F","F","H"
"571","H134","H134_3HHfemales","H134_1HCfemales",0.793710592,1.195905608,38,38,"HH","HC","F","F","H"
"572","H155","H155_1HHfemales","H155_1HCfemales",1.603830466,0.002444589,38,38,"HH","HC","F","F","H"
