"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,2.4372644085638,2.55456457695234,2.46349020060083
2,2.79570775712303,1.08164693289713,1.98292137361154
3,2.32803918525874,1.39229486391326,2.12027489741789
4,2.28086357875554,1.38577642647543,2.26836490640684
5,1.87162626359347,1.38498051990884,2.24922435275314
6,1.80418263279091,1.60615499673655,2.72167253716081
7,1.79973798120898,1.75387493797035,2.60302223006869
8,1.80149605174999,1.82770224077683,2.31060179209797
9,1.81083168483139,1.82675090222593,2.73036966238927
10,1.76079716901132,1.71626834649143,2.41922024963831
11,1.38876662022084,1.60829677573154,0.593179621510075
12,1.56969915428828,1.22717053410452,1.46247968924302
13,1.49170597404924,1.60694141757113,1.16722293869014
14,1.07528774297181,1.16070140097346,1.67728009836245
15,1.67246771852398,0.894466186482123,2.36642172374371
16,2.40446725630068,1.34844617128617,2.6745548809015
17,2.50475572103694,1.66139081415588,2.05265874905154
18,2.20122098693703,2.28161311896638,1.96239424996168
19,2.15313774933476,2.1072833453921,2.2640798462179
20,2.90710148641784,2.05334785533967,2.30569531608867
21,3.97643847348623,1.22523796648168,2.97622221841285
22,3.9354809711578,0.769025468758998,3.02651252619811
23,3.93466910840571,0.778735816757821,3.03468494623033
