"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,0.167078894752826,0.173609318855605,0.0618586044422586
2,-0.185023036613974,0.0584924336422522,-0.480372053235304
3,-9.15340866339311,-8.72868721436804,0.149002640030829
4,-14.5219491072313,-8.80163648522885,-8.28936937066863
5,-11.0901712524279,-9.15839661246505,0.00557515735830313
6,-11.277324937133,-9.16556893649639,0.147722980683441
7,-11.4232602310992,-12.2377049452633,0.00809379491804738
8,-12.3876501378868,-12.6987008389803,-0.120907638026523
9,-11.6684445578855,-13.0928002077736,-15.073848461248
10,-9.07335950592205,-12.8595439645978,-0.70197600632923
11,-5.64550382667587,-9.03689035679674,-0.180897460907523
12,-0.113335225130656,-1.30363753717618,-0.102994482082041
13,0.173609318855605,-1.1095275707628,0.104188377889591
14,0.0208424469919503,0.0828901148336136,0.173609318855605
15,0.0327362364284292,0.123981425733815,0.15929472614426
16,0.18018018018018,0.18018018018018,0.168381780320158
17,0.15929472614426,0.18018018018018,0.133744881621827
18,0.18018018018018,0.178862736769209,0.173609318855605
19,0.176462760188591,0.178862736769209,0.173609318855605
20,0.0831383969648216,0.18018018018018,0.18018018018018
21,-19.9225640425323,0.141534381784305,-3.31237733974696
22,-9.45084727378231,0.0685262216759168,-6.00113254777625
23,-10.0306736502693,0.0685262216759168,-6.16519469300347
