"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,3.81052917659294,2.81061406421156,2.95516819957759
2,1.46502618700234,0.395637761131649,0.811105681527455
3,1.3469783797733,0.476805978355157,2.25525513056588
4,1.29281294513796,0.493515823245403,1.04606890356779
5,0.732254254196111,0.496280767022746,1.24120478722987
6,0.716313643713035,0.833469404569798,1.98330147853914
7,0.753322692885632,0.954118662406209,2.1130545781673
8,0.852483707660986,1.06085826243768,1.76401028709084
9,1.08875590059065,1.04222625146182,1.9398908878395
10,0.72356617024488,0.713645496641971,2.29588126066974
11,0.203593196599351,0.48342644928968,0.12344338399447
12,0.0153247917889563,0.183348118353808,1.30474607641195
13,0.581567867465712,1.57469446257664,0.670564192760679
14,0.47184988550116,1.1273620475165,1.93472171774365
15,1.06315350685167,0.597495932055336,2.74352782681849
16,2.92128230358968,1.42340615458165,2.62799510865639
17,3.56850644901434,1.72062520962867,2.4568265839112
18,2.84395034422833,2.81065290291203,1.97874263319865
19,2.20678593691117,2.38640559446937,1.84058166955503
20,3.49280906864797,1.54042006448583,1.06557072025135
21,2.42718426754892,1.07403786107957,0.72745068544237
22,2.38295599128392,0.00295916626550663,0.787450347504631
23,2.40651801060899,0.00421760729778325,0.787586226215313
