"video","phase","encounters_num","encounters_mean_length","encounters_median_length","encounters_min_length","encounters_max_length","encounters_var_length","encounters_sd_length","encounters_ci_mean_length","encounters_ci_lower_length","encounters_ci_upper_length","encounters_ci_stderror_length","dist_mean","dist_median","dist_min","dist_max","dist_var","dist_sd","dist_ci_mean","dist_ci_lower","dist_ci_upper","dist_ci_stderror","shortest_dist_mean","shortest_dist_median","shortest_dist_min","shortest_dist_max","shortest_dist_var","shortest_dist_sd","shortest_dist_ci_mean","shortest_dist_ci_lower","shortest_dist_ci_upper","shortest_dist_ci_stderror","longest_dist_mean","longest_dist_median","longest_dist_min","longest_dist_max","longest_dist_var","longest_dist_sd","longest_dist_ci_mean","longest_dist_ci_lower","longest_dist_ci_upper","longest_dist_ci_stderror","frames_moving_mean","frames_moving_median","frames_moving_min","frames_moving_max","frames_moving_var","frames_moving_sd","frames_moving_ci_mean","frames_moving_ci_lower","frames_moving_ci_upper","frames_moving_ci_stderror"
"TC_Grp_3_f_20",1,9,15.2222222222222,15,10,27,30.4444444444444,5.51764845241562,15.2222222222222,10.9809821729311,19.4634622715133,1.83921615080521,268.905692308084,225.390771772049,20.0997512422418,700.05785475202,36499.7424101034,191.049057600668,268.905692308084,263.681056762023,274.130327854145,2.66505140842629,20.1121815198699,20.1121815198699,20.0997512422418,20.1246117974981,0.000309023603826478,0.0175790672058126,20.1121815198699,19.954239867399,20.2701231723409,0.0124302776281642,685.177028966933,685.177028966933,670.296203181847,700.05785475202,442.877952092182,21.0446656445804,685.177028966933,496.098209898279,874.255848035588,14.8808257850864,408.333333333333,406,341,478,4696.33333333333,68.5297988712453,408.333333333333,238.095875578608,578.570791088059,39.5656978258244
"TC_Grp_3_f_20",2,1,28,28,28,28,NA,NA,28,NA,NA,NA,217.531841401678,265.149014706825,20,636.528868159175,10064.2847604056,100.320908889451,217.531841401678,214.850786119193,220.212896684164,1.3676027396046,26.2634559672906,26.2634559672906,20,32.5269119345812,78.4617613083763,8.85786437626905,26.2634559672906,-53.3212979091188,105.8482098437,6.26345596729059,459.052395212633,459.052395212633,281.575922266091,636.528868159175,62995.7968990891,250.989635043141,459.052395212633,-1796.00000590029,2714.10479632556,177.476472946542,53,42,22,95,1423,37.72267222772,53,-40.7083126688762,146.708312668876,21.7791949652262
"TC_Grp_3_f_20",3,9,17.1111111111111,15,11,41,90.3611111111111,9.50584615439947,17.1111111111111,9.80427093089118,24.417951291331,3.16861538479982,230.782796309332,193.496769998881,20,724.105655274146,27878.4806393217,166.968501937706,230.782796309332,226.303073252347,235.262519366317,2.2850967372478,20.295630140987,20.295630140987,20,20.591260281974,0.174794360519988,0.418084154830087,20.295630140987,16.539293043422,24.051967238552,0.295630140987001,685.18205875057,685.18205875057,646.258462226995,724.105655274146,3030.0927326602,55.0462780999787,685.18205875057,190.610872253762,1179.75324524738,38.9235965235755,237,326,8,377,39981,199.952494358035,237,-259.70953179334,733.70953179334,115.442626442749
"TC_Grp_3_f_20",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.757308154776,264.372842780797,89.0898422941695,622.065109132477,12888.6149608585,113.528036012513,248.757308154776,245.726111698394,251.788504611159,1.54620993299809,175.301374142721,175.301374142721,89.0898422941695,261.512905991272,14864.8564473476,121.921517573181,175.301374142721,-920.120000144218,1270.72274842966,86.2115318485513,503.916587083189,503.916587083189,385.768065033901,622.065109132477,27918.1465248621,167.08724225644,503.916587083189,-997.302723351512,2005.13589751789,118.148522049288,29.3333333333333,0,0,88,2581.33333333333,50.8068236886871,29.3333333333333,-96.8778134059842,155.544480072651,29.3333333333333
"TC_Grp_3_f_20",5,2,18.5,18.5,12,25,84.5,9.19238815542512,18.5,-64.0903307851355,101.090330785135,6.5,246.362065930267,307.097704322256,23.3238075793812,485.890934264059,15292.8841834591,123.66440143978,246.362065930267,243.060228704935,249.663903155599,1.68426348750874,25.263374298426,25.263374298426,23.3238075793812,27.2029410174709,7.52383811525275,2.7429615592007,25.263374298426,0.618842466771657,49.9079061300804,1.93956671904484,426.587101844858,426.587101844858,367.283269425657,485.890934264059,7033.8890792093,83.868284107935,426.587101844858,-326.939534513301,1180.11373820302,59.3038324192008,35,1,0,104,3571,59.7578446733147,35,-113.446715525899,183.446715525899,34.5012077083301
"TC_Grp_3_f_20",6,1,17,17,17,17,NA,NA,17,NA,NA,NA,297.962668981629,342.160780920315,20,633.979494936548,24483.9593115336,156.473509935496,297.962668981629,293.747109351784,302.178228611474,2.15034350909069,20.3077640640442,20.3077640640442,20,20.6155281280883,0.189437438233946,0.435244113382301,20.3077640640442,16.397250855862,24.2182772722263,0.307764064044152,618.904470527617,618.904470527617,603.829446118687,633.979494936548,454.512721859698,21.3193039722149,618.904470527617,427.358123984916,810.450817070318,15.0750244089305,358.333333333333,460,2,613,101082.333333333,317.934479623292,358.333333333333,-431.459697364603,1148.12636403127,183.559557395171
"TC_Grp_3_f_20",7,1,34,34,34,34,NA,NA,34,NA,NA,NA,284.489820077742,327.98932722064,20.1246117974981,744.906034342587,26066.7701293012,161.452067590667,284.489820077742,280.167406093851,288.812234061633,2.20485587534696,21.7670058094687,21.7670058094687,20.1246117974981,23.4093998214393,5.39491618111358,2.32269588648914,21.7670058094687,0.89841123590325,42.6356003830341,1.64239401197057,684.129933223798,684.129933223798,623.353832105009,744.906034342587,7387.46893440255,85.9503864703502,684.129933223798,-88.1036506579915,1456.36351710559,60.7761011187891,229.333333333333,264,0,424,45845.3333333333,214.115233772222,229.333333333333,-302.558393540481,761.225060207148,123.619487855992
"TC_Grp_3_f_20",8,6,12.8333333333333,12,10,20,13.7666666666667,3.71034589582517,12.8333333333333,8.93956411391261,16.7271025527541,1.51474236900024,252.541262692443,310.09192185544,20,619.451370165568,21734.3707472462,147.425814385562,252.541262692443,248.605726462012,256.476798922875,2.00751281076322,22.8549601321824,22.8549601321824,20,25.7099202643649,16.3015947127024,4.03752333896689,22.8549601321824,-13.420747820944,59.1306680853089,2.85496013218244,586.641285943407,586.641285943407,553.831201721246,619.451370165568,2153.00325333059,46.4004660895836,586.641285943407,169.749638405495,1003.53293348132,32.810084222161,113,101,16,222,10717,103.522944316707,113,-144.165250008561,370.165250008561,59.7689997685534
"TC_Grp_3_f_20",9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.943195045011,357.261808762146,55.7314991723711,601.029949336969,23901.39562907,154.600762058503,298.943195045011,294.815357564813,303.071032525209,2.10560529662986,203.424856441968,203.424856441968,55.7314991723711,351.118213711565,43626.6555631295,208.869948923079,203.424856441968,-1673.19717919852,2080.04689208246,147.693357269597,485.66491390693,485.66491390693,370.299878476891,601.029949336969,26618.1827995485,163.150797728814,485.66491390693,-980.186845663197,1951.51667347706,115.365035430039,8.66666666666667,5,0,21,120.333333333333,10.9696551146029,8.66666666666667,-18.5834672884133,35.9168006217466,6.33333333333333
"TC_Grp_3_f_20",10,2,38.5,38.5,10,67,1624.5,40.3050865276332,38.5,-323.626834980979,400.626834980979,28.5,264.206768978203,203.887223729198,20,685.752870938212,28282.8130837075,168.174947848089,264.206768978203,259.714416304413,268.699121651993,2.29154361259544,28.6681547025945,28.6681547025945,20,37.3363094051889,150.273811896221,12.2586219411572,28.6681547025945,-81.4711936334063,138.807503038595,8.66815470259447,654.146414747545,654.146414747545,622.539958556878,685.752870938212,1997.93614586507,44.698279003392,654.146414747545,252.548311403998,1055.74451809109,31.6064561906667,155,124,3,338,28777,169.637849550152,155,-266.403779407761,576.403779407761,97.9404581025295
"TC_Grp_3_f_20",11,12,106.25,37.5,11,460,19917.1136363636,141.128004436978,106.25,16.5815439472803,195.91845605272,40.7401456759419,64.8013672392911,45.3431361950185,21.3775583264319,153.730283288622,1520.94593419583,38.9993068425047,64.8013672392911,63.7597964909638,65.8429379876184,0.531304011044677,24.9190286339737,24.9190286339737,21.3775583264319,28.4604989415154,25.0840238783995,5.00839533966713,24.9190286339737,-20.0796181607351,69.9176754286825,3.54147030754173,147.69592591217,147.69592591217,141.661568535718,153.730283288622,72.8269378934791,8.53387004198442,147.69592591217,71.0221456357263,224.369706188614,6.03435737645191,2.33333333333333,2,0,5,6.33333333333333,2.51661147842358,2.33333333333333,-3.91827614604244,8.58494281270911,1.45296631451356
"TC_Grp_3_f_20",12,6,105.666666666667,98.5,11,199,4226.26666666667,65.0097428595643,105.666666666667,37.4431255693665,173.890207763967,26.5401163859124,158.949947243644,156.18578680533,21.9544984001001,577.602804702332,16075.7764074716,126.790285146266,158.949947243644,155.564648981312,162.335245505976,1.7268368694338,24.8065658859894,24.8065658859894,21.9544984001001,27.6586333718787,16.2685778881333,4.03343251934792,24.8065658859894,-11.4323875111065,61.0455192830853,2.85206748588926,567.20443753577,567.20443753577,556.806070369209,577.602804702332,216.252079461254,14.7055118734865,567.20443753577,435.080655395521,699.328219676019,10.3983671665616,89.3333333333333,29,10,229,14720.3333333333,121.327380806368,89.3333333333333,-212.060588795658,390.727255462324,70.0483959686286
"TC_Grp_3_f_20",13,5,15.2,13,10,26,39.7,6.30079360080935,15.2,7.37653142576238,23.0234685742376,2.81780056072107,127.079013453788,111.220501707194,20.1246117974981,584.823050161329,8311.33740133925,91.166536631262,127.079013453788,124.643512314597,129.514514592979,1.24234610485961,20.8558224712105,20.8558224712105,20.1246117974981,21.5870331449229,1.06933809870187,1.03408805171604,20.8558224712105,11.5649099457446,30.1467349966765,0.731210673712397,523.065486676818,523.065486676818,461.307923192308,584.823050161329,7627.99329508671,87.3383838589123,523.065486676818,-261.638758964679,1307.76973231832,61.7575634845106,98.3333333333333,67,8,220,11972.3333333333,109.418158151805,98.3333333333333,-173.476439681826,370.143106348493,63.1726030631775
