"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,1.79881502052874,2.43525028641226,2.02640631136872
2,3.14859387236634,0.847613224240654,2.38684338524127
3,2.87765573412557,1.76955376004768,1.74321414413407
4,2.21211075096051,1.77568915942792,2.38173732234952
5,2.0850844206003,1.77568915942792,2.76664598488519
6,2.06983820046932,1.94677993473234,3.07652051707859
7,2.10589319232691,2.28381487975703,2.95454292886617
8,2.11437430148848,2.40182613208549,2.79362091761657
9,2.39492266545131,2.38199288544751,3.21857485371302
10,1.78355626904697,2.01306502855411,1.83682183539818
11,1.65405503542729,1.66364469151485,0.408496722477644
12,1.62771627474873,1.23689461421135,1.40707916040838
13,1.51572386044994,0.881088277033411,1.00198650186661
14,1.05992819195284,0.783835557987611,1.04694608079695
15,1.23540074238836,0.442909857775923,1.96593620672606
16,1.89328559884906,0.909017491188026,2.4643386246108
17,1.99953320331263,1.32839352602016,1.59632420067365
18,1.75795754757144,1.78025403793243,1.54432914888234
19,1.78561416646412,1.57544360835405,2.00283866401301
20,2.60439839485191,1.76709822864016,2.13374722062522
21,3.85902244310376,0.813059943594126,3.15230361786111
22,3.98248131882022,0.768718717807776,3.19697984660508
23,3.98248131882022,0.764521038294965,3.20706802005902
