"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,5.24769941593178,5.24769941593178,5.13513513513514
2,4.81202535534185,4.36634984362257,4.49819377759277
3,4.96885846239196,0.382219881722458,4.81202535534185
4,4.5866385806695,0.27027027027027,3.89789327077188
5,4.08993133795177,1.73057411822509,4.39968124218911
6,0.854669637883346,1.20868539324313,5.38509698518143
7,0.382219881722458,0.604342696621565,4.45741148715423
8,2.32495277487639,0.382219881722458,5.36471168683222
9,0.382219881722458,0.382219881722458,1.96759726737311
10,4.87236658846485,4.27334818941673,4.72006735042513
11,1.57593294455278,0.540540540540541,4.5866385806695
12,1.20868539324313,3.02171348310782,4.60253685565579
13,4.72779883365835,5.09944926057114,4.05405405405405
14,4.66558824368434,4.98353754448264,5.32370691988979
15,5.19875244910036,4.87236658846485,5.38509698518143
16,5.38509698518143,5.19875244910036,5.38509698518143
17,5.36471168683222,5.36471168683222,5.30996829848338
18,5.33056295224757,5.33056295224757,5.24769941593178
19,5.38509698518143,5.32370691988979,5.19875244910036
20,5.30996829848338,5.36471168683222,5.30996829848338
21,4.78920139099172,3.34305861536567,3.02171348310782
22,0.604342696621565,0.382219881722458,0.540540540540541
23,0.27027027027027,1.35135135135135,0.27027027027027
