"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,19,12,8
2,3,4,1
3,4,0,9
4,5,0,0
5,0,0,2
6,0,0,1
7,0,0,1
8,0,0,6
9,0,0,0
10,0,1,2
11,0,0,12
12,0,0,6
13,2,2,5
14,9,11,10
15,6,20,7
16,6,15,5
17,18,18,18
18,20,13,9
19,8,10,6
20,11,10,3
21,1,2,0
22,0,0,0
23,0,0,0
