"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,2.69152140618461,6.14046888148481,4.40186527851302
2,3.53207604584097,1.44040570403972,-16.180180233336
3,3.96721921054212,0.78682591578053,1.71721506534921
4,-7.58763720742671,0.805312653929162,-8.98470921938299
5,-1.05589357388447,0.805312653929162,-2.94540121183154
6,-1.23830070461199,0.980865448046121,3.8500731890533
7,-1.06848855979956,0.98187722432846,-0.79372658250443
8,2.3433874967087,1.0173687570697,1.52927602167113
9,1.1364716891919,0.894238451005196,-8.83051212309187
10,-10.3624282927236,2.0326994377764,2.27521001264863
11,0.929111978010203,-1.41710976952854,0.639839149871408
12,1.59621949402909,-1.89810442475876,3.9196455441038
13,3.17938582568719,4.78318459518411,-2.35710593661873
14,-15.5160058872824,4.14387155259493,2.7091822609766
15,0.290344356027218,2.27071445406833,3.90094797279026
16,4.88238078019003,5.67261876936455,5.51572395933963
17,6.06425262531231,5.29794134472742,6.37006237434336
18,5.09984599967808,6.30889148508013,2.63130795087179
19,4.55300034390228,5.30213830331974,5.0617595415325
20,-0.537461819648883,-3.96201084992547,-2.34644430974645
21,5.80481356350793,0.0729535942786059,-10.5969877731003
22,-6.1489834165487,0.0913385134626481,-10.5999649395329
23,-6.21238390612023,-0.0834633199415505,-10.6791355838875
