"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,0,0.000793818441682503,0.000158369974827134
2,0.0441197940624218,0.0153444701687347,0.0798005799663878
3,1.12768904377142,1.10022741084901,0.00376652391738818
4,1.77681779356048,1.10902737612142,1.09839205020884
5,1.41663498140352,1.14583807756379,0.0247113653982045
6,1.43571865596171,1.14253254713778,0.0039211181385793
7,1.45010232839739,1.5200100071772,0.0209251881665688
8,1.52726415468648,1.57462017988712,0.0363740841348369
9,1.44282472179332,1.62467236949007,1.88171125155927
10,1.12560891611112,1.57542312369543,0.110438035505921
11,0.75546568994194,1.16514305467494,0.0451206787357399
12,0.178395515698726,0.241182208872528,0.0363372299040353
13,0.000793818441682503,0.156239236456588,0.00931610857401837
14,0.0192494141654843,0.0136066686375457,0.000793818441682503
15,0.0178397309284926,0.00681650118621623,0.00252314845157664
16,0,0,0.00142535155264993
17,0.00252314845157664,0,0.00376652391738818
18,0,0,0.000793818441682503
19,0.000476289595005398,0,0.000793818441682503
20,0.00560979672524731,0,0
21,2.4316414003064,0.00493916832470409,0.622844357633039
22,1.37506367674072,0.0768162390406668,0.945260409070751
23,1.44494171519166,0.0768162390406668,0.966113358700202
