"phase","TC_Grp_3_f_18","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,0.755312930144976,0.352003455247317,0.618591241637341
2,0.203146445489832,0.0489989431727912,0.12377233408861
3,0.181690465508496,0.0169543896391689,0.429140306573734
4,0.0860879739549347,0.000226185218904067,0.0550445788872985
5,0.0308471278519845,0.00674776980316635,0.0879284308324293
6,0.0165551262892228,0.0244782618359177,0.467490081413897
7,0.00301519907656484,0.00970914553472538,0.352708367699243
8,0.0203087774287871,0.00257595741545588,0.244504978345443
9,0.0154465822020818,0.0049365626406988,0.0314244916360162
10,0.0959652539355107,0.0431055884088476,0.244348940853367
11,0.0302914643311006,0.0130773045541667,0.0557987571520883
12,0.0143255569993956,0.0362102028397372,0.156004514062513
13,0.28807830368909,0.290235405509614,0.199979580355555
14,0.255363548184406,0.328439009596829,0.611864338471334
15,0.457375219305637,0.437868179570041,1.22432699633044
16,1.09968985865034,0.62503349501046,1.62952138917824
17,0.880576044559368,1.13960265469396,1.55714191250797
18,1.02295288879454,1.17094502613817,1.53382010693028
19,1.16104383996191,1.3261822866433,1.11404649678084
20,0.555616011936757,0.604886655217455,0.514925985985666
21,0.0535165979267739,0.0155829384070528,0.0178957976907484
22,0.00260150251770023,0.00299305325820887,0.00232634620505755
23,0.00512612464638953,0.00800101195850214,0.00211710600975538
