"phase","TC_Grp_3_f_19","TC_Grp_3_f_20"
1,34,341
2,4,22
3,0,8
4,0,0
5,0,0
6,0,2
7,0,0
8,0,16
9,0,0
10,0,3
11,0,0
12,0,10
13,2,8
14,97,291
15,48,783
16,343,1022
17,652,1033
18,711,984
19,857,734
20,341,146
21,2,0
22,0,0
23,0,0
