phase,1804,1805,1805,1805,1816,1881,1886,18113,18120,18193,18193,18193,18196,18212,18239
16,0.060400024,0.460794813,0.253400317,0.120023202,0.813113,0.176239841,0.188919426,0.42454069,1.121904342,1.110724812,1.013761552,0.792190121,0.058183326,0.143561536,0.672592826
16,0.106839267,0.173399395,0.120383914,0.098567057,0.692142403,0.069508108,0.118968793,0.340084896,1.061154888,1.236302079,0.879472547,0.943053632,0.006753005,0.746936556,0.167333418
16,0.044674726,0.261714694,0.335108191,0.049892533,0.815036426,0.016516517,0.025052337,0.029316908,0.861165844,1.178320365,0.939503732,0.185230963,0,0.581201679,0.477577424
16,0.065639052,0.766262162,0.037856386,0.062112434,0.559299975,0.080097626,0.018293065,0.128101447,0.80841811,1.215791528,0.531989307,0.545290615,0,0.096356099,0.3621492
16,0.039150683,0.395027796,0.010516353,0.090178664,0.4965558,0.040501691,0.029879401,0.011516436,0.335409339,1.179744923,0.647306797,0.039055539,0,0.021275986,0.015174072
16,0.003751669,0.442496917,0.022810151,0.002401068,0.033034626,0.041791799,0.004051803,0.05957128,0.770478971,1.019307321,0.271106792,0.006749258,0.003049947,0.01381461,0.377756254
16,0.016915444,0.033252909,0.032135526,0.037041051,0.112935952,0.006972975,0.035015109,0.002102102,0.672098866,1.412578837,0.024022572,0.004507008,0.017339094,0.023655023,0.006481663
16,0.03907511,0.1475524,0.02591433,0.02296022,0.5029281,0.01710761,0.0184308,0.2311518,0.1576704,1.352521,0.6111196,0.006152738,0.01336661,0.02083954,0.009189792
18,0.01454947,0.03614794,0.00045045,0.01366366,0.01587321,0.03078078,0.05127344,0.07435664,0.4582181,1.256078,0.3414643,0.004804805,0,0.01120523,0.06044715
20,0.04850862,0.01953764,0.01320588,0.02431082,0.04211522,0.008703873,0.02276932,0.02947852,0.6561081,0.7383665,0.07631416,0.01804739,0.0135521,0.008203568,0.02983964
22,0.004354354,0.02699777,0.03963125,0.02294279,0.02802703,0.02145763,0.1296373,0.1258848,0.009344755,1.614114,0.04058207,0.02235903,0.03476832,0.01395638,0.0780279
24,0.0271931,0.0344699,0.01600516,0.3023849,0.01349005,0.04482234,0.04163164,0.2199855,0.8607985,1.412649,0.000750334,0,0.01894483,0,0
26,0.003489886,0.09023811,0.2237781,0.172284,0.01831832,0.01196049,0.05253605,0.1779256,1.374713,1.228795,0,0.006156156,0.08947608,0.1002284,0.1002299
28,0.4179625,0.5042964,0.2979081,0.6526987,0.007803473,0,0.5349817,0.08825296,1.089426,1.516752,0.002100935,0.03367796,0.0126714,0.3206068,0.2596085
30,0.6194884,0.02110625,0.5485312,0.7615731,0.1377854,0,0.7083698,0.5993462,1.251787,1.378684,0.01158835,0.1862693,0.9246686,0.5464107,0.5311134
32,0.7496538,0.7824761,1.175067,0.8460394,0.06200313,0.01349005,1.337668,0.8779987,1.006971,1.43659,0.8484262,0.5419026,0.4967441,0.6924426,0.9713001
34,0.6489953,1.172426,1.317482,1.122922,0.9511015,0.2752752,1.460895,1.430866,1.297566,1.273319,1.394331,0.8813252,1.340441,0.8528283,1.423531
36,1.14836,1.303169,1.32241,0.9898158,0.9035833,0.3773156,1.43253,1.581245,1.312396,1.443264,1.26268,1.436967,0.977397,0.7697261,1.24559
38,1.196616,1.30691,1.162663,1.068776,1.234043,0.7298275,1.213406,1.512014,1.418127,1.535329,1.401061,1.250755,0.9815215,0.9117224,1.177368
40,0.8608644,0.8740409,0.5238891,0.5300086,0.7932563,0.7747979,0.7817512,0.8469397,0.5074899,1.018299,0.8730721,1.047222,0.8241628,0.5589596,0.542565
42,0.3190093,0.2409438,0.07189979,0.09348852,0.1542765,0.3793244,0.1596672,0.4526769,0.3859139,0.305438,0.2779001,0.2510985,0.2442192,0.2336621,0.09445392
44,0.02486288,0.01818668,0.000600267,0.005552471,0.01597492,0.005614631,0.02227667,0.02607412,0.00885394,0.02171457,0.02562289,0.02087842,0.02527671,0.02808957,0.00195848
46,0.005252337,0.007479363,0.001298841,0.01269176,0.006156156,0.02239734,0.003753754,0.002401068,0.01366366,0.009288708,0.007932196,0.004654655,0.01756171,0.007312669,0.006330927
