phase,1804,1805,1816,1816,1823,1886,1895,18100,18211,18213
16,0.857229743,0.821731048,0.329783351,1.004809969,0.800796329,0.894723965,0.597711223,1.441496992,0.918509514,0.275553166
16,0.554050094,0.624184855,0.037626108,0.41394032,0.876378107,0.627023367,0.09655238,1.177083929,0.721271105,0.170112477
16,0.517350669,0.278019107,0.033708763,0.648702105,0.516523395,0.625489206,0.017188861,0.826866159,0.52951924,0.168913201
16,0.051982799,0.016521316,0.067997671,0.0004502,0.047147403,0.134959063,0.018897921,0.040897436,0.133821132,0.013205877
16,0.000300467,0,0.755330427,0.027203828,0.150234026,0.325162493,0,0.000541374,0.085934583,0.003906074
16,0.019947806,0.0004502,0.018223907,0.004949456,0.072338271,0.014739366,0,0.014256344,0.211674213,0.020196307
16,0.440571527,0.001351351,0.015465465,0.016976398,0.006006006,0.014927059,0.0112355,0,0.003006343,0.022783957
16,0.191779321,0.007053139,0.013205877,0,0.023457495,0.298748046,0.012905743,0.020372023,0.052254729,0.003449621
18,0.064062695,0.021471471,0.003003003,0,0.012894315,0.031087661,0.016375464,0.009014017,0.129565051,0.007511681
20,0.015156745,0.005702538,0.007353272,0,0.01799802,0.013551115,0.192385583,0.003749588,0.010065652,0
22,0.323116979,0.008112615,0.00375584,0.00045045,0.002015266,0.012082491,0.123891253,0.005107943,0.005261101,0.000751168
24,0.073714699,0.260058285,0.002251002,0.152675933,0.006449291,0.013821083,0.164520694,0.000900401,0.012018689,0.040567988
26,0.374155763,0.634703201,0.007357357,0.022660865,0.002403738,0.22612182,0.152197003,0.012612613,0.46760961,0.008304375
28,0.014878095,0.721061308,0.600195807,0.216670798,0.219105748,0.542122918,0.007953539,0.239482404,0.492547014,0.009904407
30,1.241064921,1.366658647,1.012191651,1.240329514,0.404149236,1.210775346,0.763528811,0.958918077,1.400202705,0.049812078
32,1.103144958,1.41193492,1.278243248,1.223241399,1.49307219,1.187569432,1.462302173,1.336925621,1.307758777,0.738929483
34,1.338938324,1.498916127,1.417096455,1.287742817,1.487672459,1.077004525,1.497017465,1.814209109,1.40020158,1.359977726
36,1.259586468,1.162677116,1.213441726,1.116311046,1.277506925,0.945758568,1.494637762,1.736173554,1.050656739,1.40844032
38,0.825430243,0.534650231,0.804152228,0.45566812,0.763262653,0.273052084,1.040180256,1.457681158,0.749147663,1.196967079
40,0.270518253,0.05752245,0.261099256,0.066106934,0.236807325,0.020440011,0.454979759,0.663966755,0.214680854,0.515210168
42,0.020077294,0.006537135,0.013749514,0.003453453,0.013690973,0.004206541,0.042294758,0.013267688,0.011196417,0.076175443
44,0.011118573,0.008703873,0.008315833,0.01305581,0.009474551,0.002100935,0.010571629,0.007087533,0.008211297,0.023860618
46,0.004954955,0.004954955,0.001951952,0.014088352,0.007905448,0.006761259,0.005923372,0.001200534,0.008960353,0.01567781
