phase,3032,3034,3047,3048,3050,3052,3056,3058,3064,3065,3077,3079,3084,3088,3093,30121,30123,30127,30128,30128
16,0.794688914,0.908167605,0.825876946,1.517068057,1.40379949,0.423273946,0.010433225,0.008253673,0.744395769,0.066285433,0.205753856,0.709107525,0.148426725,0.177191936,0.457849543,0.843610652,0.676110666,0.452751328,0.318280977,1.179606652
16,0.374771753,0.060365268,0.557063285,1.123994087,0.759675242,0.115205669,0.028585513,0.003303303,0.686685258,0.017956519,0.064602299,0.729240307,0.021391759,0.093588426,0.292430121,0.974360966,0.278702717,0.442074426,0.248230204,1.078728548
16,0.35696945,0.009371504,0.326943224,0.875391534,0.524189543,0.294094218,0.018779202,0.004351937,0.006672508,0.034238165,0.045131081,0.817579983,0.007962382,0.011578665,0.016424141,0.81849314,0.234973017,0.550932219,0.392994802,0.638492198
16,0.164986479,0.025575991,0.116910835,0.663994436,0.427136311,0.194416773,0.004535897,0.0003003,0.006064831,0.032955563,0.050392137,0.808570882,0.007865632,0.005702538,0.067164323,0.664222768,0.277099419,0.362530454,0.242229504,0.370142772
16,0.062317683,0.009821954,0.216887331,0.419037032,0.352532367,0,0,0,0.048136377,0.014688953,0,0.726036387,0.013063063,0.080453395,0.037867286,0.88964072,0.429468913,0.339811564,0.227829657,0.39545603
16,0.026405363,0,0.114469547,0.535684678,0.182074094,0.015872518,0,0.024244922,0.120867921,0.01036036,0.02729076,0.636325556,0.296878089,0.408193546,0.119258489,0.437120031,0.076692138,0.063675989,0.047788651,0.072149823
16,0.013707712,0.000600601,0.018857882,0.311419715,0.082181022,0.224308056,0.01597811,0.010515339,0,0.002102102,0.033285211,0.579242482,0.28410989,0.335515372,0.003154906,0.359443863,0.012054154,0.306662296,0.033901245,0.295370645
16,0,0.164429233,0.037303339,0.406382182,0.012294104,0.038116837,0.030930931,0.046009331,0,0.033201171,0.02302026,0.238080194,0.491128973,0.310243564,0.024332148,0.339370144,0.015343224,0.003301469,0.109424897,0.012299344
18,0.0057679,0.012799195,0.023422294,0.14099508,0.014374485,0.004266398,0.015765766,0.078173261,0.00960961,0.018401406,0.017888477,0.371267194,0.090232558,0.044099071,0.036415452,0.859955449,0.03003003,0.425177264,0.098803505,0.000447962
20,0.025292329,0.389246108,0.015757012,0.071734945,0.009800176,0.000300134,0.047076927,0.061173749,0.062974194,0.031439613,0.043712093,0.064010392,0.01305581,0.046209943,0,0.9930652,0.014406411,0.200433612,0.04663172,0.018233196
22,0.011464884,0.001501502,0.016976398,0.345665361,0.001199868,0.018628968,0.035476193,0.031753357,0.006580845,0.00688497,0.009221353,0.153928994,0.001651652,0.034496536,0.015743294,0.954225462,0.025601943,0.300801608,0.061286723,0.013930743
24,0.129363223,0,0.160351444,0.342172628,0.005820287,0.053393819,0.035173879,0.084920868,0.007151711,0,0.001350601,0.025231562,0.016507346,0.021532374,0.132338721,0.709017445,0.007876297,0.536989286,0.092362438,0.057125565
26,0.26934888,0.663005148,0.106540185,0.404195811,0.019212956,0.15545629,0.000901402,0.128786841,0.082983627,0.012417838,0.251617821,0.001502336,0.000150234,0.079931714,0.001352103,0.57200032,0.008294691,0.640568139,0.234672877,0.000896915
28,0.462269156,1.247586231,0.360076434,0.005102271,0.007644916,0.34191864,0.060951798,0.080194727,0.040355791,0.006185716,0.249795767,0.007653406,0.051314469,0.043790742,0.231764139,0.847150316,0.009463886,0.661206583,0.244643889,0.013591277
30,0.970519197,1.024700194,1.058839574,1.150187767,0.374644052,0.55893476,0.109140581,0.27037914,0.580784937,0.067216902,0.813199025,0.408948477,0.368057591,0.277680205,1.181349517,1.399798099,0.14853675,0.980220992,0.820915526,0.001494031
32,0.907895709,1.517852343,1.511527572,1.452169543,1.236668569,0.93135079,0.590477337,0.620300319,1.236414475,0.547719483,1.015097633,0.914730871,0.903005261,0.801263953,1.595046854,1.329108719,0.832571408,1.273354337,1.218114121,0.770176808
34,1.380339649,1.49482524,1.320188782,1.507931659,1.3586242,1.596612181,1.044003872,0.928126126,0.919132263,1.22315767,1.479296698,1.131433408,1.172394867,1.039828872,1.390999623,1.5279794,0.981873051,1.431884626,1.212192456,0.956946252
36,1.689199636,2.45284538,1.591153533,1.843404175,1.655841605,1.459864375,1.250272427,1.100421471,0.882472931,1.319600317,1.710545625,1.090869635,1.29591481,1.022036777,1.654309625,1.453514893,1.534823863,1.431343984,1.308779933,1.271059557
38,1.775538154,2.091813958,1.216489926,1.778647171,1.682809799,1.495269625,1.280616089,0.745072338,0.930300476,1.311867957,1.587908869,1.036176389,1.309626589,0.888172043,1.402388461,1.530171627,1.413125458,1.300246848,1.234111309,1.297738904
40,1.55068431,1.183696689,1.146887398,1.244415031,1.425479017,0.982066635,1.018809802,0.069479165,0.587734521,0.95092686,1.227816071,0.493950983,0.977543447,0.526432112,0.88299759,1.009726117,0.916317863,0.872195439,0.761510913,0.767594116
42,0.708925036,0.336988465,0.494459957,0.497008755,0.482793127,0.277056064,0.356158735,0.005500976,0.194106046,0.311922756,0.454654745,0.110913381,0.294963322,0.589671916,0.200548578,0.243700326,0.311979649,0.189087142,0.108938088,0.22388998
44,0.087878173,0.001800801,0.046840774,0.027585094,0.007799142,0.004051803,0.027112985,0.003665798,0.0093663,0.040356731,0.013366608,0.008978259,0.041766272,0.023534614,0.019208548,0.008625645,0.038133326,0.005526723,0.015793424,0.015474666
46,0.004354354,0.004444665,0.009821954,0.004054054,0.014222425,0.005910405,0.014927059,1.600525946,0.010722855,0.010177399,0.004100171,0.00045045,0.011525968,0,0.004266398,0.003363629,0.004804805,0.003720715,0.004326189,0.010186694
