0,2,0.1,NaN,NaN,NaN,3,9.2111,650.99,3877.3,1,NaN,NaN,27.633,0,64.622,NaN,NaN,1
1,0,0.83333,4.8333,266.21,51.133,1,3.9667,1327.5,3344.5,1,NaN,0,0,3.9667,55.742,4.7667,NaN,1
0,2,6.2,NaN,NaN,NaN,5,4.02,665.9,7604.8,1,NaN,NaN,8.3,11.8,126.68,NaN,NaN,2
1,0,1.7,6.5,877.02,33.333,4,4.975,1151.7,9144.6,0,0,0,0,19.9,152.41,3.6,2.7667,2
0,2,1.5667,NaN,NaN,NaN,0,NaN,NaN,1022.3,1,NaN,NaN,0,0,17.029,NaN,NaN,NaN
1,0,1.2333,9.0333,1624.8,50.967,0,NaN,NaN,2336.8,0,0,0,0,0,38.946,6.5667,2.1333,NaN
0,2,1.5667,NaN,NaN,NaN,2,2.6,335.74,2929.1,1,NaN,NaN,5.2,0,48.791,NaN,NaN,1
2,0,1.3333,9.8,1818.4,42.667,6,1.1889,25.67,4188.8,0,1,0,0,7.1333,69.813,3.3,6.3,1
0,2,2.0333,NaN,NaN,NaN,3,3.4444,746.13,5768.6,1,NaN,NaN,4.7,5.6333,96.091,NaN,NaN,2
2,0,1.2,3.7333,329.56,56.267,0,NaN,NaN,787.9,1,0,0,0,0,13.132,3.6667,NaN,NaN
0,2,1.4333,NaN,NaN,NaN,1,0.63333,89.065,1425.7,1,NaN,NaN,0.63333,0,23.749,NaN,NaN,2
1,0,1.6,3.5,169.61,56.5,0,NaN,NaN,916.77,1,0,0,0,0,15.279,3.4333,NaN,NaN
0,2,2.1,NaN,NaN,NaN,0,NaN,NaN,830.05,1,NaN,NaN,0,0,13.826,NaN,NaN,NaN
2,0,1.4333,3.4667,423.4,47.2,6,1.4889,242.44,4142,1,0,0,0,8.9333,69.033,3.4,NaN,2
0,2,1.1,NaN,NaN,NaN,4,0.49167,17.489,1296.5,1,NaN,NaN,1.9667,0,21.596,NaN,NaN,1
1,0,1.7667,4.5,358.17,55.5,0,NaN,NaN,972.8,1,0,0,0,0,16.213,4.4333,NaN,NaN
0,2,1.1,NaN,NaN,NaN,0,NaN,NaN,1044.5,1,NaN,NaN,0,0,17.398,NaN,NaN,NaN
1,0,0.93333,4.6,789.36,55.4,0,NaN,NaN,1327.5,0,0,0,0,0,22.125,4,0.4,NaN
0,2,2.3333,NaN,NaN,NaN,7,3.8762,571.68,8182.1,1,NaN,NaN,10.967,16.167,136.29,NaN,NaN,2
1,0,0.1,3.1333,627.76,46.567,2,5.0833,1550.7,7639.5,0,0,0,0,10.167,127.32,2.7667,0.16667,2
0,2,5.5667,NaN,NaN,NaN,4,3.5083,735.99,5816.6,1,NaN,NaN,8.1,5.9333,96.89,NaN,NaN,2
2,1,1.2333,NaN,NaN,NaN,1,0.8,17.85,1494,0,1,0,0,0.8,24.886,NaN,NaN,2
0,2,2.7667,NaN,NaN,NaN,1,4.2667,758.03,1591.8,1,NaN,NaN,4.2667,0,26.515,NaN,NaN,2
1,0,1.1333,4.8333,602.47,55.167,0,NaN,NaN,2464.8,1,0,0,0,0,41.08,4.7667,NaN,NaN
0,2,3.3,NaN,NaN,NaN,5,2.64,527.17,5010,1,NaN,NaN,5.1333,8.0667,83.453,NaN,NaN,2
2,0,1.0333,6.9,1342.9,53.1,0,NaN,NaN,1583.7,0,1,0,0,0,26.394,4.4,2.3667,NaN
0,2,3.4,NaN,NaN,NaN,0,NaN,NaN,2036.2,1,NaN,NaN,0,0,33.936,NaN,NaN,NaN
1,0,1.5,1.5667,13.473,58.433,0,NaN,NaN,862.72,1,0,0,0,0,14.379,1.5,NaN,NaN
0,2,4.1667,NaN,NaN,NaN,0,NaN,NaN,1562.1,1,NaN,NaN,0,0,26.02,NaN,NaN,NaN
2,0,0.13333,1.8333,95.755,58.2,0,NaN,NaN,489.27,1,0,0,0,0,8.15,1.7667,NaN,NaN
0,2,3.2667,NaN,NaN,NaN,0,NaN,NaN,1281.7,1,NaN,NaN,0,0,21.361,NaN,NaN,NaN
2,0,1.3,6.6,1126,53.433,0,NaN,NaN,1679.7,0,0,0,0,0,27.979,3.4667,2.9333,NaN
0,2,1.3667,NaN,NaN,NaN,1,0.33333,31.672,1475.1,1,NaN,NaN,0.33333,0,24.584,NaN,NaN,2
1,0,1.7333,2.5,162.19,57.5,0,NaN,NaN,1143.9,1,0,0,0,0,19.065,2.4333,NaN,NaN
