0,0,5.2333,0.033333,0,59.967,NaN,NaN,NaN,197.81,0,NaN,NaN,NaN,NaN,3.2968,NaN,NaN,NaN
2,0,1.6667,2.9667,67.045,57.033,0,NaN,NaN,428.89,1,NaN,0,0,0,7.1481,2.9,NaN,NaN
0,2,6.1,NaN,NaN,NaN,1,2.8667,661.16,1755.9,1,NaN,NaN,2.8667,0,29.248,NaN,NaN,1
1,0,1.8333,11.133,1518.8,48.867,0,NaN,NaN,2298.9,0,1,0,0,0,38.314,8.2667,2.7333,NaN
0,2,5.3333,NaN,NaN,NaN,0,NaN,NaN,547.26,1,NaN,NaN,0,0,9.116,NaN,NaN,NaN
1,0,1.8333,4.0667,301.01,55.933,0,NaN,NaN,1363.3,1,0,0,0,0,22.721,4,NaN,NaN
0,2,1.6,NaN,NaN,NaN,0,NaN,NaN,862.05,1,NaN,NaN,0,0,14.36,NaN,NaN,NaN
2,0,0.4,6.8333,963.9,53.167,0,NaN,NaN,1854.5,0,1,0,0,0,30.908,3.9667,2.7333,NaN
0,2,4.4,NaN,NaN,NaN,6,2.3167,475.29,5942.9,1,NaN,NaN,7.8333,6.0667,98.994,NaN,NaN,1
2,0,1.0333,7.7,1377.2,48.133,1,4.1,1158.9,5645.8,0,0,0,0,4.1,94.097,5.7,1.8667,1
0,2,1.0333,NaN,NaN,NaN,9,3.4074,522.48,8168,1,NaN,NaN,9.2667,21.4,136.06,NaN,NaN,3
2,1,0.13333,NaN,NaN,NaN,NaN,NaN,NaN,359.16,0,0,0,NaN,NaN,5.9859,NaN,NaN,NaN
0,2,2.7,NaN,NaN,NaN,9,2.8222,329.75,6482.1,1,NaN,NaN,13.567,11.833,107.97,NaN,NaN,2
1,2,0.1,NaN,NaN,NaN,2,2.2833,540.42,4791.4,0,1,0,0,4.5667,79.856,NaN,NaN,1
0,2,2.7333,NaN,NaN,NaN,3,1,52.171,1558.3,1,NaN,NaN,0,3,25.958,NaN,NaN,3
1,0,1.3667,5.7333,846.69,54.267,0,NaN,NaN,1591.1,1,0,0,0,0,26.518,5.6667,NaN,NaN
0,2,3.9667,NaN,NaN,NaN,11,2.7182,603.64,10679,1,NaN,NaN,13.2,16.7,177.88,NaN,NaN,3
2,1,0.4,NaN,NaN,NaN,1,3.3,1064.6,2856.1,0,1,0,0,3.3,47.602,NaN,NaN,1
0,2,0.53333,NaN,NaN,NaN,8,3.6375,609.19,8191.2,1,NaN,NaN,17.167,11.933,136.44,NaN,NaN,3
1,1,0.96667,NaN,NaN,NaN,NaN,NaN,NaN,1359.5,0,1,0,NaN,NaN,22.658,NaN,NaN,NaN
0,2,4.8333,NaN,NaN,NaN,2,3.4833,609.29,2919.2,1,NaN,NaN,3.6667,3.3,48.627,NaN,NaN,1
1,0,2.1333,5.9333,304.76,54.067,0,NaN,NaN,1232.8,1,0,0,0,0,20.546,5.8667,NaN,NaN
0,2,3.5667,NaN,NaN,NaN,3,2.2,113.71,2317.8,1,NaN,NaN,0,6.6,38.609,NaN,NaN,1
2,2,0.1,NaN,NaN,NaN,0,NaN,NaN,2674.4,0,1,0,0,0,44.574,NaN,NaN,NaN
0,2,2.4,NaN,NaN,NaN,8,2.9542,479.8,6984.7,1,NaN,NaN,17.333,6.3,116.35,NaN,NaN,3
2,0,0.6,1.8333,149.44,57.2,2,0.41667,98.755,1405.4,1,0,0,0,0.83333,23.424,1.7667,NaN,1
0,2,2.5667,NaN,NaN,NaN,10,2.56,518.48,9430.5,1,NaN,NaN,14.733,10.867,157.09,NaN,NaN,2
