"video","phase","phase_type","pole_location","safe_location","start_position","time_to_start_moving","time_in_pole_initial","time_in_safe_initial","time_in_safe_total","time_outside_safe_after_reaching","time_to_safe","start_in_pole","first_to_safe","first_to_closest","dist_to_safe","speed_to_safe","previously_safe_first","dead_fly"
"NL_CS_10",20,"trial","M","left","pole",2.33,4.1,28.07,51.77,4.13,4.1,1,1,1,27.2614592840947,0.0641808533856642,0,0
"NL_CS_10",22,"trial","M","right","pole",2.6,3.67,51.67,51.67,0,8.33,1,0,0,15.126756468515,0.0175213395388204,1,0
"NL_CS_10",24,"trial","M","left","pole",2.1,3.6,16.63,50.9,5.5,3.6,1,1,1,54.4902337319978,0.146102085296005,0,0
"NL_CS_10",26,"trial","M","right","pole",3,3.03,56.97,56.97,0,3.03,1,1,1,10.1464129446074,0.0322873677646719,0,0
"NL_CS_10",28,"trial","M","left","pole",2.57,2.8,51.8,51.8,0,8.2,1,0,1,19.3671474970893,0.0227977534338088,1,0
"NL_CS_10",30,"trial","M","right","pole",3.5,3.9,23.4,53.2,2.9,3.9,1,1,1,33.3314795178061,0.0824954943020645,0,0
"NL_CS_10",32,"trial","M","left","pole",3.7,4.4,0.83,47.1,5.13,7.77,1,0,1,25.7871032060995,0.0320485316661551,1,0
"NL_CS_10",34,"trial","M","left","pole",2.17,2.8,54.43,54.43,0,5.57,1,0,1,19.0162640250532,0.0329738931838021,0,0
"NL_CS_10",36,"trial","M","right","pole",1.93,2.07,13.27,53.37,4.57,2.07,1,1,1,24.5741074462699,0.114775069029159,0,0
"NL_CS_10",38,"trial","M","left","pole",2.6,4.73,55.27,55.27,0,4.73,1,1,1,23.4389824299243,0.0477982403133483,0,0
"NL_CS_10",40,"trial","M","right","pole",2.27,4.37,51.73,51.73,0,8.27,1,0,1,19.1703279260724,0.0223840857276036,1,0
"NL_CS_10",42,"trial","M","left","pole",4.03,6.77,50.67,50.67,0,9.33,1,0,0,10.5926038643257,0.0109548440406016,1,0
"NL_CS_10",44,"trial","M","right","pole",1.83,1.97,58.03,58.03,0,1.97,1,1,1,12.2209328095337,0.0599810196135743,0,0
