"video","phase","phase_type","pole_location","safe_location","start_position","time_to_start_moving","time_in_pole_initial","time_in_safe_initial","time_in_safe_total","time_outside_safe_after_reaching","time_to_safe","start_in_pole","first_to_safe","first_to_closest","dist_to_safe","speed_to_safe","previously_safe_first","dead_fly"
"NT_CS_1",46,"trial","M","right","pole",1.97,3.33,54.73,54.73,0,5.27,1,0,1,17.2497079311662,0.0316144884130166,0,0
"NT_CS_1",48,"trial","M","left","pole",3.3,4.1,2.37,46.03,5.93,8.03,1,0,1,29.5230436601592,0.0354736262117615,1,0
"NT_CS_1",50,"trial","M","left","pole",3.47,3.07,50.8,50.8,0,9.2,1,0,1,15.5586509147252,0.0163239161015667,0,0
"NT_CS_1",52,"trial","M","left","pole",3.43,5.07,53.73,53.73,0,6.27,1,0,1,12.7222834640427,0.0195960580753143,0,0
"NT_CS_1",54,"trial","M","right","pole",3.03,3.4,56.6,56.6,0,3.4,1,1,1,10.8632138661436,0.030840375500067,0,0
"NT_CS_1",56,"trial","M","right","pole",3.9,4.23,55.8,55.8,0,4.23,1,1,1,8.90860325281358,0.0203126879263375,1,0
"NT_CS_1",58,"trial","M","left","pole",3.23,4.53,53.8,53.8,0,6.2,1,0,1,29.8909998581486,0.0465359942990232,1,0
"NT_CS_1",60,"trial","M","left","pole",1.7,3.63,54.27,54.27,0,5.7,1,0,1,18.4414746445716,0.0312292126339017,0,0
"NT_CS_10",2,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_10",4,"trial","M","left","pole",5.57,7,31.67,36.87,8.2,14.93,1,0,0,40.7859523175663,0.02636295525215,0,0
"NT_CS_10",6,"trial","M","left","pole",1.57,3.03,4.9,27.77,10.7,21.53,1,0,0,52.1647023197356,0.0233832953248393,0,0
"NT_CS_10",8,"trial","M","right","pole",1.8,3.4,39.87,54.87,1.73,3.4,1,1,0,33.8345682494159,0.0960554401811716,0,0
"NT_CS_10",10,"trial","M","left","pole",0.07,0.6,52.27,52.27,0,7.73,1,0,1,22.9035080011617,0.0285874567315791,1,0
"NT_CS_10",12,"trial","M","right","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_10",14,"trial","M","right","pole",0.7,0.7,0.23,51.2,1.3,7.5,1,0,1,27.286912662761,0.0351182917152651,0,0
"NT_CS_10",16,"trial","M","left","pole",1.2,5.57,25.63,50.67,1.47,7.87,1,0,0,25.8643208235087,0.0317358821700666,1,0
"NT_CS_10",18,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_10",20,"trial","M","left","pole",1.43,5.17,54.83,54.83,0,5.17,1,1,1,11.6336157881314,0.021734242971973,1,0
"NT_CS_10",22,"trial","M","right","pole",3.27,8.17,25.27,51.77,0.07,8.17,1,1,0,21.8342666681237,0.0258067922166776,0,0
"NT_CS_10",24,"trial","M","right","pole",2.67,5.37,50.27,54.6,0.03,5.37,1,1,0,17.5082562840622,0.0314904247417124,1,0
"NT_CS_10",26,"trial","M","right","pole",1.43,4.9,28.97,54.73,0.37,4.9,1,1,0,23.5864940986112,0.046463033052185,1,0
"NT_CS_10",28,"trial","M","left","pole",1.07,2.33,19.67,55.77,1.9,2.33,1,1,0,20.4568201741176,0.0846255660815676,0,0
"NT_CS_10",30,"trial","M","right","pole",1.53,1.4,39.13,52.8,5.8,1.4,1,1,1,25.063558200986,0.172804455329468,0,0
"NT_CS_10",32,"trial","M","right","pole",2.8,3.93,56.07,56.07,0,3.93,1,1,0,10.6703295531212,0.0261852861882105,1,0
"NT_CS_10",34,"trial","M","left","pole",2.8,2.8,5.1,52.2,5,2.8,1,1,1,23.6280972731794,0.0814537274999289,0,0
"NT_CS_10",36,"trial","M","right","pole",1.97,2.93,57.07,57.07,0,2.93,1,1,0,8.35792430724417,0.0275028221763475,0,0
"NT_CS_10",38,"trial","M","left","pole",0.73,1.83,6.4,51.07,2.5,6.43,1,0,1,32.336365392485,0.0485171625509907,1,0
"NT_CS_10",40,"trial","M","left","pole",4.37,4.43,55.57,55.57,0,4.43,1,1,1,7.08978898692084,0.015436298488085,1,0
"NT_CS_10",42,"trial","M","left","pole",2.23,3.03,56.97,56.97,0,3.03,1,1,0,8.18875333821975,0.0260578090019297,1,0
"NT_CS_10",44,"trial","M","right","pole",0.83,1.83,39.27,55.13,3.03,1.83,1,1,0,20.9489830598415,0.110296506106572,0,0
"NT_CS_10",46,"trial","M","left","pole",2.67,3.93,23.57,50.6,3.87,5.53,1,0,1,23.2537473257683,0.0405645217805419,1,0
"NT_CS_10",48,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_10",50,"trial","M","right","pole",2.2,4.47,55.53,55.53,0,4.47,1,1,0,9.91467171927994,0.0214257010011524,1,0
"NT_CS_10",52,"trial","M","right","pole",0.7,0.9,5.03,59,0.1,0.9,1,1,1,11.4310923175163,0.12259858770395,1,0
"NT_CS_10",54,"trial","M","left","pole",2.63,3.9,28.77,54.33,1.77,3.9,1,1,1,15.7498960185968,0.0389810316270588,0,0
"NT_CS_10",56,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_10",58,"trial","M","left","pole",1.03,6.5,4.5,27.67,24.6,7.7,1,0,0,23.0504308025805,0.0288953903657681,1,0
"NT_CS_10",60,"trial","M","right","pole",4.47,8.73,49.07,49.07,0,10.9,1,0,1,18.6647826582226,0.0165286233734393,1,0
"NT_CS_11",2,"trial","M","left","pole",2.13,2.47,49.13,49.13,0,10.87,1,0,1,21.2812250882237,0.0189034261271144,NA,0
"NT_CS_11",4,"trial","M","right","pole",2.1,3,57,57,0,3,1,1,1,13.850917291701,0.0445653709514188,0,0
"NT_CS_11",6,"trial","M","left","pole",1.5,3.4,47.7,54.13,2.5,3.4,1,1,1,46.0897695326888,0.130847630969478,0,0
"NT_CS_11",8,"trial","M","right","pole",2.23,2.43,8.63,54.43,3.13,2.43,1,1,1,58.1730342452008,0.230759907356538,0,0
"NT_CS_11",10,"trial","M","left","pole",1.67,3.17,54.07,54.07,0,5.93,1,0,1,15.6449519119522,0.0254516375297475,1,0
"NT_CS_11",12,"trial","M","right","pole",1.53,2.13,44.8,53.4,4.47,2.13,1,1,0,42.6439628763209,0.192947467164821,0,0
"NT_CS_11",14,"trial","M","left","pole",1.47,2.03,53.03,53.03,0,6.97,1,0,0,20.4015883524372,0.0282669658131715,1,0
"NT_CS_11",16,"trial","M","left","pole",1.77,2.83,57.17,57.17,0,2.83,1,1,1,37.3535034727376,0.127254724526701,1,0
"NT_CS_11",18,"trial","M","right","pole",1.73,2.37,39.97,56.67,0.97,2.37,1,1,0,45.6089826250529,0.186017385223719,0,0
"NT_CS_11",20,"trial","M","right","pole",1.03,3.67,56.33,56.33,0,3.67,1,1,1,21.97786154436,0.057856778372306,1,0
"NT_CS_11",22,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_11",24,"trial","M","right","pole",1.53,2.37,10.23,56.47,1.17,2.37,1,1,0,45.0101317146244,0.183574956691328,0,0
"NT_CS_11",26,"trial","M","right","pole",1.23,0.27,51.93,51.93,0,8.07,1,0,1,33.8552911236531,0.0405109740941636,0,0
"NT_CS_11",28,"trial","M","left","pole",2.8,2.73,52.63,52.63,0,7.37,1,0,1,10.7401552158173,0.014072776274678,1,0
"NT_CS_11",30,"trial","M","left","pole",1.1,2.37,53.63,53.63,0,6.37,1,0,1,31.2702192609251,0.0474088104584565,0,0
"NT_CS_11",32,"trial","M","right","pole",2.37,2.7,55.5,55.5,0,4.5,1,0,1,14.8496557288897,0.0318525433910119,1,0
"NT_CS_11",34,"trial","M","left","pole",1.83,3.03,46.27,55.83,1.13,3.03,1,1,1,36.3988156880762,0.115826347176618,0,0
"NT_CS_11",36,"trial","M","left","pole",0.5,1.33,57.23,57.23,0,2.77,1,0,1,15.2040064300562,0.0530446333094952,0,0
"NT_CS_11",38,"trial","M","left","pole",2.23,2.87,57.13,57.13,0,2.87,1,1,1,5.48507263475927,0.0184690871692083,1,0
"NT_CS_11",40,"trial","M","right","pole",2.8,4.6,52.47,54.37,1.03,4.6,1,1,0,30.9740742556304,0.064995119723918,0,0
"NT_CS_11",42,"trial","M","left","pole",2.17,3.7,56.3,56.3,0,3.7,1,1,1,11.9536400774653,0.0311844935757729,0,0
"NT_CS_11",44,"trial","M","right","pole",2.47,3.43,56.6,56.6,0,3.43,1,1,0,8.8493384041009,0.0248791236011383,0,0
"NT_CS_11",46,"trial","M","right","pole",1.87,2.37,54.83,54.83,0,5.17,1,0,1,9.44985757339504,0.0176544854403943,0,0
"NT_CS_11",48,"trial","M","right","pole",0.97,1.73,21.3,57.83,0.47,1.73,1,1,0,15.8708173097553,0.088380702274402,1,0
"NT_CS_11",50,"trial","M","left","pole",2.27,2.57,57.43,57.43,0,2.57,1,1,1,4.71581826405816,0.0177348628493387,0,0
"NT_CS_11",52,"trial","M","left","pole",1.77,3.47,56.5,56.5,0,3.47,1,1,0,9.82618253759601,0.0273598043629233,1,0
"NT_CS_11",54,"trial","M","right","pole",1.93,4,56,56,0,4,1,1,0,13.5805172063981,0.0327715183552077,0,0
"NT_CS_11",56,"trial","M","right","pole",2.53,2.63,57.4,57.4,0,2.63,1,1,1,10.3400635262998,0.0379016062006981,1,0
"NT_CS_11",58,"trial","M","right","pole",3.4,3.7,56.33,56.33,0,3.7,1,1,1,7.47583428998637,0.019502854768826,1,0
"NT_CS_11",60,"trial","M","left","pole",2.47,3.53,56.43,56.43,0,3.53,1,1,1,15.2229349249744,0.0415866583875968,0,0
"NT_CS_12",2,"trial","M","right","pole",NA,2.83,57.17,57.17,0,2.83,1,1,1,4.01776483239988,0.0136875931151484,NA,0
"NT_CS_12",4,"trial","M","left","pole",4.63,7.23,48.9,48.9,0,11.1,1,0,0,14.5023885769104,0.012611211326403,1,0
"NT_CS_12",6,"trial","M","left","pole",3.57,4.1,55.9,55.9,0,4.1,1,1,0,10.6194514064276,0.0250010627329023,1,0
"NT_CS_12",8,"trial","M","right","pole",1.77,2,53.23,53.23,0,6.77,1,0,1,14.308310347233,0.0204105079415424,1,0
"NT_CS_12",10,"trial","M","right","pole",1.63,5.03,8.63,48.67,3.7,7.63,1,0,1,35.1236829963723,0.0444146317669222,0,0
"NT_CS_12",12,"trial","M","right","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",14,"trial","M","left","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",16,"trial","M","left","pole",1.93,5.73,54.27,54.27,0,5.73,1,1,1,13.0175503819287,0.0219160518686507,1,0
"NT_CS_12",18,"trial","M","right","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",20,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",22,"trial","M","left","pole",3.8,5.93,54.07,54.07,0,5.93,1,1,1,9.54667628351527,0.0155307952206769,1,0
"NT_CS_12",24,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",26,"trial","M","right","pole",1.53,1.77,3.73,57.5,0.73,1.77,1,1,1,10.3041496217205,0.0562986247271099,1,0
"NT_CS_12",28,"trial","M","left","pole",3.33,8.1,49.77,49.77,0,10.23,1,0,0,18.3375325383396,0.0172967306022345,1,0
"NT_CS_12",30,"trial","M","right","pole",3.9,3.9,56.1,56.1,0,3.9,1,1,1,6.43179024376494,0.015918696772015,0,0
"NT_CS_12",32,"trial","M","right","pole",4.2,5.77,51.33,51.33,0,8.67,1,0,1,14.5000171920149,0.0161494102970169,0,0
"NT_CS_12",34,"trial","M","left","pole",3.17,3.2,46.4,46.4,0,13.6,1,0,1,25.28318904758,0.0179445754652935,1,0
"NT_CS_12",36,"trial","M","right","pole",2.9,3.83,17.33,56,0.17,3.83,1,1,1,19.729070665197,0.0496787073993546,0,0
"NT_CS_12",38,"trial","M","right","pole",4.5,4.47,55.53,55.53,0,4.47,1,1,1,11.8217215229017,0.0255468539796469,1,0
"NT_CS_12",40,"trial","M","right","pole",4.17,5.07,54.97,54.97,0,5.07,1,1,1,7.64882433837321,0.014571779754572,1,0
"NT_CS_12",42,"trial","M","left","pole",3.4,4.33,55.67,55.67,0,4.33,1,1,1,8.02708391693792,0.0178803473053265,0,0
"NT_CS_12",44,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",46,"trial","M","left","pole",2.13,6.73,30.3,47.6,2.27,10.1,1,0,1,22.4540916400086,0.0214592412171801,0,0
"NT_CS_12",48,"trial","M","right","pole",3.23,5.2,53.03,53.03,0,6.97,1,0,1,16.849561344466,0.0233455339978006,1,0
"NT_CS_12",50,"trial","M","right","pole",2.5,2.47,57.53,57.53,0,2.47,1,1,1,9.46218582803337,0.0370272324482157,1,0
"NT_CS_12",52,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",54,"trial","M","left","pole",3.3,4.77,55.23,55.23,0,4.77,1,1,1,11.978446696598,0.0242563788169898,1,0
"NT_CS_12",56,"trial","M","left","pole",1.9,3.7,5.47,55.8,0.5,3.7,1,1,1,17.1496426035448,0.0447397542615693,1,0
"NT_CS_12",58,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_12",60,"trial","M","left","pole",3.03,3.3,49.5,49.5,0,10.47,1,0,1,18.8144057303147,0.0173509139730665,1,0
"NT_CS_13",2,"trial","M","left","pole",5.23,8.83,39.97,39.97,0,19.5,1,0,0,26.3601809816734,0.0130483026342309,NA,0
"NT_CS_13",4,"trial","M","right","pole",5.6,5.7,53.8,53.8,0,5.7,1,1,1,5.72640813526414,0.00969722978944682,0,0
"NT_CS_13",6,"trial","M","right","pole",4.47,4.73,49.43,49.43,0,10.03,1,0,1,16.0759549420597,0.0154657784303862,0,0
"NT_CS_13",8,"trial","M","left","pole",5.3,5.37,54.03,54.03,0,5.37,1,1,1,7.10549189061279,0.0127799681478203,0,0
"NT_CS_13",10,"trial","M","right","pole",2.77,2.83,56.63,56.63,0,2.83,1,1,1,7.31770248535743,0.0249297154849787,0,0
"NT_CS_13",12,"trial","M","left","pole",2.77,6.73,52.73,52.73,0,6.73,1,1,1,13.0900465836782,0.0187651189605081,0,0
"NT_CS_13",14,"trial","M","left","pole",2.2,3.73,55.73,55.73,0,3.73,1,1,1,9.69188460851849,0.0250583061789467,1,0
"NT_CS_13",16,"trial","M","left","pole",1.63,4.43,55.07,55.07,0,4.43,1,1,1,12.7174716421764,0.0276892145372088,1,0
"NT_CS_13",18,"trial","M","right","pole",4.93,5.9,53.53,53.53,0,5.9,1,1,0,10.2295654998711,0.0167357592760145,0,0
"NT_CS_13",20,"trial","M","right","pole",3.4,5.9,53.57,53.57,0,5.9,1,1,0,11.3579337678931,0.0185817907334159,1,0
"NT_CS_13",22,"trial","M","left","pole",5.27,4.3,55.13,55.13,0,4.3,1,1,1,7.62956918750216,0.0171266256341523,0,0
"NT_CS_13",24,"trial","M","left","pole",3.9,5.43,54,54,0,5.43,1,1,1,11.5541474991517,0.020526353422469,1,0
"NT_CS_13",26,"trial","M","right","pole",2.07,5.47,53.97,53.97,0,5.47,1,1,0,14.38979838022,0.025408109956599,0,0
"NT_CS_13",28,"trial","M","right","pole",2.67,2.83,53.57,53.57,0,5.87,1,0,1,14.461651418047,0.0237939596427151,0,0
"NT_CS_13",30,"trial","M","right","pole",3.13,4.43,52.63,52.63,0,6.83,1,0,1,14.7758715360154,0.0208718403842387,0,0
"NT_CS_13",32,"trial","M","left","pole",2.33,4.53,54.9,54.9,0,4.53,1,1,1,11.2120552934315,0.0238730452818352,0,0
"NT_CS_13",34,"trial","M","left","pole",1.87,4.43,55.03,55.03,0,4.43,1,1,1,11.3234142768084,0.0246539922420132,1,0
"NT_CS_13",36,"trial","M","right","pole",4.97,7.83,51.6,51.6,0,7.83,1,1,0,12.3062726317239,0.0151642232379741,0,0
"NT_CS_13",38,"trial","M","right","pole",4.03,4.8,54.67,54.67,0,4.8,1,1,1,12.0385425981917,0.024208780964832,1,0
"NT_CS_13",40,"trial","M","left","pole",3.07,3.23,47.53,47.53,0,11.93,1,0,1,23.4698067984566,0.018984011452344,1,0
"NT_CS_13",42,"trial","M","left","pole",4.73,6.23,53.23,53.23,0,6.23,1,1,1,8.0259239941024,0.0124283917898474,1,0
"NT_CS_13",44,"trial","M","left","pole",4.73,5.33,54.1,54.1,0,5.33,1,1,1,6.87236700528093,0.0124379229101368,1,0
"NT_CS_13",46,"trial","M","right","pole",4.73,9.07,50.43,50.43,0,9.07,1,1,0,15.2295583958647,0.0162136168477437,0,0
"NT_CS_13",48,"trial","M","left","pole",3.7,4.73,47.57,47.57,0,11.9,1,0,1,20.7341063381938,0.0168181648374435,1,0
"NT_CS_13",50,"trial","M","right","pole",6.7,9.3,50.1,50.1,0,9.3,1,1,0,10.4448463808238,0.0108407505924604,0,0
"NT_CS_13",52,"trial","M","right","pole",3,6.37,53.1,53.1,0,6.37,1,1,0,13.9524484310486,0.0211533209146868,1,0
"NT_CS_13",54,"trial","M","left","pole",5.7,6.57,52.9,52.9,0,6.57,1,1,1,7.75962981781908,0.0114060764035127,0,0
"NT_CS_13",56,"trial","M","left","pole",6.27,5.83,53.63,53.63,0,5.83,1,1,1,5.6279727975457,0.00931269630040656,1,0
"NT_CS_13",58,"trial","M","right","pole",5.83,7.17,52.3,52.3,0,7.17,1,1,0,10.7246537800881,0.0144446266230871,0,0
"NT_CS_13",60,"trial","M","right","pole",3.67,4.47,54.97,54.97,0,4.47,1,1,0,11.5219583960754,0.0248990629777461,1,0
"NT_CS_14",2,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",4,"trial","M","right","pole",4.17,5.07,54.93,54.93,0,5.07,1,1,0,7.86549444629091,0.0149845581048521,0,0
"NT_CS_14",6,"trial","M","right","pole",1.63,2.2,5.17,57.13,0.67,2.2,1,1,0,37.4104248134511,0.16413840300742,1,0
"NT_CS_14",8,"trial","M","right","pole",3.13,3.3,54.3,54.3,0,5.7,1,0,1,7.81644012475582,0.0132365375004332,0,0
"NT_CS_14",10,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",12,"trial","M","right","pole",2.03,4.97,10.2,52.47,2.57,4.97,1,1,0,51.4139744345714,0.0999209163430036,0,0
"NT_CS_14",14,"trial","M","right","pole",2.03,2.83,55.37,55.37,0,4.63,1,0,1,15.0031005782539,0.0312555913271588,0,0
"NT_CS_14",16,"trial","M","left","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",18,"trial","M","left","pole",3.47,5.1,54.9,54.9,0,5.1,1,1,1,10.6480859793193,0.0201530887639475,1,0
"NT_CS_14",20,"trial","M","right","pole",2.43,2.93,6.3,52.17,0.13,7.7,1,0,1,29.9036412740272,0.0374863877977576,1,0
"NT_CS_14",22,"trial","M","left","pole",0.07,2.63,11.43,50.97,1.23,7.8,1,0,0,26.0906810863549,0.0322872501316144,1,0
"NT_CS_14",24,"trial","M","left","pole",2.8,3.37,56.67,56.67,0,3.37,1,1,1,6.84118149611402,0.0196142288393498,1,0
"NT_CS_14",26,"trial","M","right","pole",1.6,3.27,6.67,45.5,9.13,5.37,1,0,1,60.1441457735734,0.108175518190316,1,0
"NT_CS_14",28,"trial","M","right","pole",1.43,2.43,57.57,57.57,0,2.43,1,1,0,12.8022025068951,0.0507835821662417,1,0
"NT_CS_14",30,"trial","M","left","pole",1.5,0.8,59.2,59.2,0,0.8,1,1,1,3.96104487061151,0.0477925298095018,0,0
"NT_CS_14",32,"trial","M","left","pole",2.17,3.23,32.1,54.4,0.8,4.8,1,0,0,34.3338120426564,0.0690432191977486,0,0
"NT_CS_14",34,"trial","M","right","pole",2.47,3.7,13.1,56.27,0.03,3.7,1,1,0,29.6438334390897,0.077334429299514,0,0
"NT_CS_14",36,"trial","M","left","pole",2.93,3.8,4.5,51.77,3.03,5.2,1,0,0,20.8515096663877,0.0387056535238857,1,0
"NT_CS_14",38,"trial","M","left","pole",2.73,4.3,55.7,55.7,0,4.3,1,1,0,8.22476680786582,0.018462707209899,1,0
"NT_CS_14",40,"trial","M","right","pole",2.57,3.73,56.27,56.27,0,3.73,1,1,0,33.9804729550014,0.0878562972843733,0,0
"NT_CS_14",42,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",44,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",46,"trial","M","right","pole",2.33,3.8,2.67,50.73,5.5,3.8,1,1,0,60.5856388251749,0.153895648306175,0,0
"NT_CS_14",48,"trial","M","left","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",50,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",52,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_14",54,"trial","M","right","pole",0.53,2.23,4.23,55.33,0.37,4.3,1,0,1,36.9800218763693,0.0830116321189937,1,0
"NT_CS_14",56,"trial","M","left","pole",0.27,1.43,58.57,58.57,0,1.43,1,1,1,9.95852178802714,0.0670637635002277,0,0
"NT_CS_14",58,"trial","M","right","pole",1.7,3.57,31.27,52.73,3.7,3.57,1,1,0,37.1784664404902,0.100616497060468,0,0
"NT_CS_14",60,"trial","M","right","pole",2.6,2.93,52.97,52.97,0,7,1,0,1,14.4958926906449,0.0199888205883134,0,0
"NT_CS_15",2,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",4,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",6,"trial","M","right","pole",1.47,7.43,52.57,52.57,0,7.43,1,1,0,41.3375937493897,0.0536786801808305,0,0
"NT_CS_15",8,"trial","M","left","pole",2.13,5.67,24.87,49.27,5.07,5.67,1,1,0,45.5854759386684,0.0776495729139253,0,0
"NT_CS_15",10,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",12,"trial","M","left","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",14,"trial","M","right","pole",2.63,3.9,56.1,56.1,0,3.9,1,1,0,24.5179318522204,0.0606819420161875,0,0
"NT_CS_15",16,"trial","M","left","pole",1.4,1.97,58.03,58.03,0,1.97,1,1,1,10.6772149081667,0.0524043660828808,0,0
"NT_CS_15",18,"trial","M","right","pole",0.93,3.07,2.97,48.4,8.57,3.07,1,1,0,56.53846633891,0.177958073502529,0,0
"NT_CS_15",20,"trial","M","right","pole",3.3,4.6,55.4,55.4,0,4.6,1,1,0,8.99004533337492,0.0188644563819349,1,0
"NT_CS_15",22,"trial","M","left","pole",2.73,3.2,56.8,56.8,0,3.2,1,1,1,11.6740542288185,0.0352137253523724,0,0
"NT_CS_15",24,"trial","M","right","pole",1.5,0.7,14.97,54.03,3.73,2.23,1,0,1,38.9031005296105,0.168139949272217,1,0
"NT_CS_15",26,"trial","M","right","pole",1.83,2.57,55.57,55.57,0,4.43,1,0,1,13.76654524833,0.029973318246139,0,0
"NT_CS_15",28,"trial","M","left","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",30,"trial","M","left","pole",0.93,1.33,53.27,53.27,0,6.73,1,0,1,10.3471448541374,0.0148330567693778,0,0
"NT_CS_15",32,"trial","M","right","pole",4.17,5.7,52.33,52.33,0,7.67,1,0,1,12.0186288100826,0.0151317300781634,1,0
"NT_CS_15",34,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",36,"trial","M","left","pole",2.9,6.87,49.73,49.73,0,10.27,1,0,0,16.4400873262117,0.015456633273152,1,0
"NT_CS_15",38,"trial","M","right","pole",0.93,1.63,4.27,53.93,4.43,1.63,1,1,1,28.0402363034106,0.165709378516728,0,0
"NT_CS_15",40,"trial","M","left","pole",1.37,1.63,51.77,51.77,0,8.23,1,0,1,15.0453674812465,0.0176387313568769,1,0
"NT_CS_15",42,"trial","M","left","pole",1.03,2.47,13.57,49.2,8.33,2.47,1,1,1,33.6951472119171,0.131855162313147,1,0
"NT_CS_15",44,"trial","M","left","pole",2.6,2.73,3.43,54.27,3,2.73,1,1,1,15.8203888699807,0.0558682157099799,1,0
"NT_CS_15",46,"trial","M","right","pole",0.73,1.8,18.5,57.93,0.3,1.8,1,1,0,52.7393858677741,0.282815239531178,0,0
"NT_CS_15",48,"trial","M","right","pole",1.8,2.1,25.3,57.83,0.1,2.1,1,1,1,18.7972526546157,0.0864003155663528,1,0
"NT_CS_15",50,"trial","M","left","pole",2.23,3.1,4.8,50.83,6.07,3.1,1,1,1,26.6781690107076,0.0830681560926254,0,0
"NT_CS_15",52,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",54,"trial","M","right","pole",1.8,3.6,53.77,53.77,0,6.23,1,0,1,24.2849976042443,0.0376060706608784,0,0
"NT_CS_15",56,"trial","M","left","pole",1.53,2.77,57.23,57.23,0,2.77,1,1,1,11.1411651352467,0.038869953255966,0,0
"NT_CS_15",58,"trial","M","right","safe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_15",60,"trial","M","left","pole",2,2.87,57.1,57.1,0,2.87,1,1,1,8.39213186966884,0.0282576048408532,0,0
"NT_CS_16",2,"trial","M","left","pole",8.07,12.73,13.9,42,5.27,12.73,1,1,1,33.99047621164,0.0257664973607006,NA,0
"NT_CS_16",4,"trial","M","left","pole",4.07,7.17,50.2,50.2,0,9.8,1,0,1,14.0675163611383,0.0138557997410944,0,0
"NT_CS_16",6,"trial","M","left","pole",5.4,6.27,5.07,53.37,0.33,6.27,1,1,1,14.2362834177517,0.0219280632615496,1,0
"NT_CS_16",8,"trial","M","right","pole",2.17,3.47,56.57,56.57,0,3.47,1,1,1,8.035216464447,0.0223730782162728,0,0
"NT_CS_16",10,"trial","M","right","unsafe",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
"NT_CS_16",12,"trial","M","left","pole",3.73,3.87,56.13,56.13,0,3.87,1,1,1,5.03756881593925,0.0125754780054401,0,0
"NT_CS_16",14,"trial","M","right","pole",4.33,4.07,0.27,52.3,3.63,4.07,1,1,1,8.12573433683177,0.0192869825704913,0,0
"NT_CS_16",16,"trial","M","left","pole",2.43,4.43,55.57,55.57,0,4.43,1,1,0,7.70573688727481,0.0167773758685985,0,0
"NT_CS_16",18,"trial","M","left","pole",1.97,5.3,54.7,54.7,0,5.3,1,1,1,9.90469293283535,0.0180387064413844,1,0
"NT_CS_16",20,"trial","M","left","pole",3.5,5.57,54.43,54.43,0,5.57,1,1,1,7.54332072181349,0.0130799957028648,1,0
"NT_CS_16",22,"trial","M","right","pole",4.37,4.43,55.57,55.57,0,4.43,1,1,1,4.72232860272788,0.0102817268616887,0,0
"NT_CS_16",24,"trial","M","left","pole",2.23,3.9,56.1,56.1,0,3.9,1,1,1,5.89256296246137,0.0145841079161998,0,0
