frame_idx,led_1_status,led_2_status,0_x,0_y,1_x,1_y,2_x,2_y
11,0,0,446,192,183,209,432,177
12,0,0,448,194,179,213,434,180
13,0,0,450,197,177,216,436,183
14,0,0,452,200,175,218,438,185
15,0,0,453,203,175,218,439,187
16,0,0,453,203,175,219,439,188
17,0,0,453,203,175,219,439,188
18,0,0,453,204,174,221,440,189
19,0,0,627,54,171,224,453,204
20,0,0,625,53,171,227,457,212
21,0,0,621,52,172,228,460,218
22,0,0,619,51,178,221,463,223
23,0,0,617,51,179,221,466,224
24,0,0,616,50,180,220,468,220
25,0,0,615,51,180,219,461,212
26,0,0,615,53,180,220,468,212
27,0,0,612,55,180,220,474,211
28,0,0,610,56,181,220,482,211
29,0,0,608,57,180,220,492,209
30,0,0,606,58,175,233,507,208
31,0,0,605,59,179,229,516,201
32,0,0,605,59,179,229,523,196
33,0,0,605,59,178,229,529,190
34,0,0,605,59,176,232,534,185
35,0,0,605,59,174,234,537,184
36,0,0,605,59,173,236,540,181
37,0,0,605,59,173,237,541,178
38,0,0,605,59,174,237,541,178
39,0,0,609,61,177,235,541,178
40,0,0,612,59,181,234,541,178
41,0,0,613,62,181,234,541,177
42,0,0,613,66,180,232,544,175
43,0,0,616,69,178,231,548,170
44,0,0,617,71,178,229,551,164
45,0,0,621,83,172,226,556,163
46,0,0,622,84,166,222,560,162
47,0,0,623,85,160,217,561,161
48,0,0,626,87,154,213,562,160
49,0,0,629,88,145,209,564,159
50,0,0,631,88,136,204,569,155
51,0,0,635,88,128,200,576,151
52,0,0,637,89,118,197,585,147
53,0,0,639,90,109,191,593,142
54,0,0,639,90,101,185,602,138
55,0,0,644,92,94,178,610,133
56,0,0,644,92,89,171,617,130
57,0,0,631,126,83,164,616,128
58,0,0,636,123,78,157,620,124
59,0,0,637,121,71,150,621,123
60,0,0,637,121,65,144,621,123
61,0,0,637,121,62,138,621,123
62,0,0,637,121,57,131,621,123
63,0,0,637,121,57,131,621,123
64,0,0,695,116,621,123,637,121
65,0,0,695,116,629,122,713,122
66,0,0,695,116,629,121,713,122
67,0,0,695,116,625,122,714,122
68,0,0,696,116,624,120,714,122
69,0,0,623,118,54,69,711,120
70,0,0,625,117,54,60,619,113
71,0,0,624,116,53,52,618,112
72,0,0,621,114,53,45,620,97
73,0,0,621,114,52,38,620,97
74,0,0,621,114,50,30,620,97
75,0,0,621,114,50,24,621,97
76,0,0,621,114,50,18,621,97
77,0,0,621,114,49,11,621,97
78,0,0,620,112,49,7,618,96
79,0,0,620,109,49,7,611,94
80,0,0,614,104,50,6,602,88
81,0,0,607,99,54,4,597,85
82,0,0,589,78,61,0,600,92
83,0,0,586,71,65,18,595,86
84,0,0,580,65,68,15,591,80
85,0,0,575,58,74,14,586,74
86,0,0,572,51,78,12,582,66
87,0,0,567,45,81,11,577,61
88,0,0,563,39,85,8,574,56
89,0,0,561,34,90,5,570,50
90,0,0,556,29,92,2,567,46
91,0,0,553,26,95,1,564,43
92,0,0,551,23,99,2,562,41
93,0,0,551,22,107,3,562,40
94,0,0,551,22,107,3,562,40
95,0,0,551,22,107,3,562,40
96,0,0,551,22,107,3,562,40
97,0,0,551,22,107,3,562,40
98,0,0,551,22,107,3,562,40
99,0,0,551,22,107,3,562,40
100,0,0,551,22,107,3,562,40
101,0,0,551,22,107,3,562,40
102,0,0,551,22,107,3,562,40
103,0,0,551,22,107,3,562,40
104,0,0,551,22,107,3,562,40
105,0,0,551,22,107,3,562,40
106,0,0,551,22,107,3,562,40
107,0,0,551,22,107,3,562,40
108,0,0,551,22,107,3,562,40
109,0,0,551,22,107,3,562,40
110,0,0,551,22,107,3,562,40
111,0,0,607,32,733,6,622,31
112,0,0,632,31,739,5,617,33
113,0,0,628,34,736,8,644,34
114,0,0,653,37,736,7,638,37
115,0,0,650,39,740,0,664,40
116,0,0,650,39,740,0,664,40
117,0,0,686,46,230,7,673,46
118,0,0,696,50,228,9,682,49
119,0,0,703,52,228,16,690,52
120,0,0,710,53,247,36,695,53
121,0,0,716,54,247,37,701,54
122,0,0,722,55,246,39,706,55
123,0,0,726,53,246,38,711,54
124,0,0,729,52,246,33,712,53
125,0,0,729,52,244,32,712,53
126,0,0,729,52,244,32,712,53
127,0,0,729,52,244,32,712,53
128,0,0,729,52,244,32,712,53
129,0,0,729,52,228,42,712,53
130,0,0,734,54,227,42,719,55
131,0,0,735,57,226,42,222,22
132,0,0,746,62,225,42,221,23
133,0,0,753,66,225,43,221,23
134,0,0,749,68,225,43,220,24
135,0,0,752,68,224,39,217,27
136,0,0,752,68,224,39,217,27
137,0,0,752,68,224,39,217,27
138,0,0,752,68,224,39,217,27
139,0,0,752,68,224,39,217,27
140,0,0,752,68,224,39,217,27
141,0,0,752,68,224,39,217,27
142,0,0,752,68,224,39,217,27
143,0,0,752,68,224,39,217,27
144,0,0,752,68,224,39,217,27
145,0,0,752,68,224,39,217,27
146,0,0,752,68,224,39,217,27
147,0,0,752,68,224,39,217,27
148,0,0,752,68,224,39,217,27
149,0,0,730,33,204,51,206,41
150,0,0,727,29,206,55,207,33
151,0,0,718,17,206,56,198,37
152,0,0,711,15,199,46,608,29
153,0,0,706,11,199,46,604,34
154,0,0,707,13,198,47,598,39
155,0,0,704,12,197,48,594,44
156,0,0,701,9,199,46,593,46
157,0,0,698,6,200,51,593,47
158,0,0,695,6,200,49,593,47
159,0,0,694,7,204,51,591,51
160,0,0,692,10,207,51,594,49
161,0,0,690,10,214,58,593,52
162,0,0,689,10,216,60,593,52
163,0,0,685,11,215,60,593,52
164,0,0,680,13,212,62,593,52
165,0,1,676,18,209,64,594,55
166,0,1,666,21,212,65,596,61
167,0,1,661,25,207,54,599,65
168,0,1,655,31,205,53,600,67
169,0,1,648,36,206,55,600,69
170,0,1,642,40,206,54,603,74
171,0,1,638,42,207,53,604,77
172,0,1,635,43,206,52,605,77
173,0,1,633,43,205,47,605,77
174,0,1,633,43,198,49,605,77
175,0,1,641,43,625,43,607,88
176,0,1,641,43,626,43,617,103
177,0,1,641,43,626,43,619,108
178,0,1,641,43,626,43,621,113
179,0,1,641,43,626,43,624,119
180,0,1,633,43,199,44,626,125
181,0,1,633,43,203,52,630,131
182,0,1,633,43,204,54,633,137
183,0,1,633,43,211,52,636,143
184,0,1,632,42,218,57,641,152
185,0,1,626,40,220,58,647,160
186,0,1,618,37,225,59,653,168
187,0,1,604,30,616,36,657,174
188,0,1,598,29,610,35,662,180
189,0,1,592,27,603,33,668,185
190,0,1,585,22,598,30,667,181
191,0,1,585,22,598,30,667,181
192,0,1,585,22,598,30,667,181
193,0,1,585,22,598,30,667,181
194,0,1,227,62,586,11,685,166
195,0,1,229,62,589,12,690,164
196,0,1,233,61,588,10,694,163
197,0,1,236,59,587,10,698,163
198,0,1,238,58,585,12,702,162
199,0,1,244,56,580,12,708,161
200,0,1,240,55,258,55,711,159
201,0,1,245,54,262,54,712,159
202,0,1,259,53,729,160,712,159
203,0,1,265,52,730,160,713,158
204,0,1,272,50,733,157,717,157
205,0,1,280,48,737,153,723,153
206,0,1,286,46,519,16,737,151
207,0,1,292,44,512,19,743,148
208,0,1,296,44,505,21,747,146
209,0,1,301,43,498,23,750,146
210,0,1,305,41,490,26,750,146
211,0,1,310,39,483,28,750,146
