frame_idx,led_1_status,led_2_status,0_x,0_y
6,0,0,192,151
7,0,0,194,147
8,0,0,196,142
9,0,0,198,139
10,0,0,199,136
11,0,0,200,133
12,0,0,202,129
13,0,0,203,124
14,0,0,205,122
15,0,0,206,120
16,0,0,206,117
17,0,0,207,113
18,0,0,208,110
19,0,0,209,107
20,0,0,210,106
21,0,0,210,104
22,0,0,210,101
23,0,0,212,97
24,0,0,213,93
25,0,0,213,93
26,0,0,213,92
27,0,0,213,88
28,0,0,214,84
29,0,0,213,90
30,0,0,213,87
31,0,0,214,85
32,0,0,214,84
33,0,0,214,82
34,0,0,216,78
35,0,0,218,77
36,0,0,218,73
37,0,0,219,72
38,0,0,220,71
39,0,0,221,67
40,0,0,223,64
41,0,0,225,60
42,0,0,226,58
43,0,0,227,57
44,0,0,227,55
45,0,0,229,52
46,0,0,230,49
47,0,0,231,46
48,0,0,233,44
49,0,0,234,41
50,0,0,236,37
51,0,0,237,34
52,0,0,238,31
53,0,0,242,32
54,0,0,245,34
55,0,0,248,35
56,0,0,253,33
57,0,0,255,31
58,0,0,255,30
59,0,0,255,30
60,0,0,255,30
61,0,0,253,32
62,0,0,252,30
63,0,0,251,27
64,0,0,251,25
65,0,0,253,23
66,0,0,254,25
67,0,0,255,27
68,0,1,257,29
69,0,1,259,31
70,0,1,263,32
71,0,1,266,32
72,0,1,269,32
73,0,1,272,33
74,0,1,275,35
75,0,1,280,37
76,0,1,285,37
77,0,1,291,38
78,0,1,296,39
79,0,1,301,40
80,0,1,307,40
81,0,1,312,40
82,0,1,317,39
83,0,1,323,39
84,0,1,328,39
85,0,1,333,39
86,0,1,338,39
87,0,1,343,38
88,0,1,348,38
89,0,1,355,37
90,0,1,360,36
91,0,1,365,36
92,0,1,370,36
93,0,1,373,35
94,0,1,376,35
95,0,1,380,35
96,0,1,384,34
97,0,1,386,34
98,0,1,386,34
99,0,1,386,34
100,0,1,386,34
101,0,1,386,34
102,0,1,387,35
103,0,1,392,34
104,0,1,396,34
105,0,1,399,34
106,0,1,404,34
107,0,1,409,34
108,0,1,413,34
109,0,1,416,33
110,0,1,419,34
111,0,1,419,34
112,0,1,419,34
113,0,1,419,34
114,0,1,420,34
115,0,1,424,33
116,0,1,428,32
117,0,1,432,32
118,0,1,438,30
119,0,1,443,29
