phase,1886,18113,18130,18193,18193,18235,18241,18254
16,0.345205789,0.19323227,0.451947331,0.757081173,0.103397616,0.093828954,0.155219659,0.672414755
16,20.40579283,0.192699461,0.605548923,0.155170875,0.013702168,0.576485346,0.169686495,0.770059689
16,0.70449588,1.40869388,0.332198109,0.243201702,0.016257913,0.484550321,0.024608733,0.406770237
16,0.179035292,0.716373849,0.428007363,0.130760669,0.022081146,0.409555791,0.000600267,0.566542318
16,0.014251927,0.175488968,0.063781669,0.3261007,0,0.085171712,0.006972975,0.506576101
16,0.061903028,0.069789716,0.006815165,0.121594538,0.014618637,0.174392497,0.004864297,0.221145818
16,0.175350287,0.001863996,0,0.055090733,0,0.017526715,0,0.004954955
16,0.0130947,0.01501734,0.01245554,0.1057091,0.1827263,0.02740811,0.003751669,0.007655811
18,0.01326804,0,0.007957958,0.1566573,0.3220018,0.01756757,0.02540016,0
20,0.1597711,0,0.01715261,0.03064713,0.1565957,0.009754341,0,0.05480596
22,0.2470952,0,0.0466238,0.01020954,0.01418419,0.01793006,0,0.1473971
24,0.003903904,0.02640372,0.2833313,0.1006344,0.006299307,0.1066013,0,0.6332792
26,0.05524268,0.06139683,0.3942864,0.1326915,0.007661914,0.08002284,0.01115374,0.2802736
28,0.006156156,0.2584564,0.3459807,0.05131301,0.02956396,0.4872992,0,0.7036951
30,0.08083463,0.4188021,0.2104302,0.004051803,0.8691128,0.9713742,0.006456456,0.912082
32,0.1575502,1.324353,1.354219,0.5488903,1.435925,0.6526856,0.4470988,1.364587
34,0.1321842,1.630868,1.113567,0.897323,1.578299,1.106128,0.6437464,1.366343
36,0.6495555,1.610011,1.928515,1.255403,1.495373,0.9124627,0.9035431,1.539233
38,1.127023,2.076502,0.8438996,1.359097,1.766056,1.180802,0.925215,1.259357
40,1.265856,1.331416,1.36576,1.2169,1.225362,0.9575674,0.9433296,0.8969128
42,1.310843,0.7032596,0.6515716,1.073595,0.4070109,0.3347088,0.3309866,0.1669834
44,1.282757,0.06690507,0.00856742,0.4959655,0.0318983,0.03711635,0.007715565,0.02500787
46,0.7332117,0.003903904,0.005855856,0.04616475,0.008090473,0.005855856,0.002552553,0.009578527
